"EC_number","Cofactor","Organism","LigandID","Commentary","Literature"
"1.1.1.4","NADH","Paenibacillus polymyxa",8,"","246407, 722559"
"1.1.1.B4","NADH","Thermus thermophilus",8,"critical role of the D37 residue in discriminating NAD(H) from NADP(H)",684583
"1.1.1.B4","NADH","Burkholderia sp.",8,"",687864
"1.1.1.B4","NADH","Candida parapsilosis",8,"",688747
"1.1.1.B4","NADH","Thermoanaerobacter ethanolicus",8,"",723841
"1.1.1.B4","NADH","Microbacterium oxydans",8,"",725726
"1.1.1.4","NADP+","Pyrococcus furiosus",10,"14% of the activity with NAD+",667266
"1.1.1.B4","NADPH","Lactobacillus brevis",5,"clear preference for NADPH as cofactor. The phosphate group of NADPH interacts with both the side chains and main-chain amides of Arg38 and Thr15, stabilizing this cofactor significantly better than NADH",711860
"1.1.1.6","more","Escherichia coli",2,"no activity with NADP+ and NADPH",668061
"1.1.1.6","NAD+","Schizosaccharomyces pombe",7,"","587013, 636283"
"1.1.1.6","NAD+","Pichia membranifaciens",7,"",636285
"1.1.1.6","NAD+","Bacillus megaterium",7,"",636287
"1.1.1.6","NAD+","Enterobacter aerogenes",7,"","636293, 636294"
"1.1.1.6","NAD+","Ogataea angusta",7,"","654038, 654039"
"1.1.1.6","NAD+","Arthrobacter sp.",7,"",655371
"1.1.1.6","NAD+","Thermotoga maritima",7,"",657315
"1.1.1.6","NAD+","Cellulomonas sp.",7,"","636286, 636289, 636296, 636298, 695703"
"1.1.1.6","NAD+","Klebsiella pneumoniae",7,"",696785
"1.1.1.6","NAD+","Klebsiella pneumoniae",7,"",699149
"1.1.1.6","NAD+","Escherichia coli K-12",7,"",699986
"1.1.1.6","NAD+","Escherichia coli",7,"","668061, 696879, 696915, 699973, 723679"
"1.1.1.6","NADH","Schizosaccharomyces pombe",8,"","587013, 636283"
"1.1.1.6","NADH","Pichia membranifaciens",8,"",636285
"1.1.1.6","NADH","Bacillus megaterium",8,"",636287
"1.1.1.6","NADH","Enterobacter aerogenes",8,"","636293, 636294"
"1.1.1.6","NADH","Cellulomonas sp.",8,"","636286, 636289, 636296, 636298"
"1.1.1.6","NADH","Ogataea angusta",8,"","654038, 654039"
"1.1.1.6","NADH","Arthrobacter sp.",8,"",655371
"1.1.1.6","NADH","Thermotoga maritima",8,"",657315
"1.1.1.6","NADH","Escherichia coli",8,"","668061, 723679"
"1.1.1.8","more","Homo sapiens",2,"",287331
"1.1.1.8","more","Oryctolagus cuniculus",2,"deamino-NAD+ 60.3% as effective as NAD+",287331
"1.1.1.8","more","Apis mellifera",2,"3-acetylpyridine-NAD+ 1.5% as effective as NAD+; deamino-NAD+ 68% as effective as NAD+",287338
"1.1.1.8","more","Gallus gallus",2,"no activity with NADPH",287339
"1.1.1.8","more","Oryctolagus cuniculus",2,"no activity with NADPH; not NADP+",287341
"1.1.1.8","more","Spinacia oleracea",2,"no activity with NADPH; not NADP+",287344
"1.1.1.8","more","Saccharomyces cerevisiae",2,"no activity with NADPH","287330, 287349"
"1.1.1.8","more","Chlamydomonas reinhardtii",2,"activity with dihydroxyacetone phosphate and NADPH 5% of that with NADH",287352
"1.1.1.8","more","Debaryomyces hansenii",2,"no activity with NADPH",287353
"1.1.1.8","more","Homo sapiens",2,"no activity with NADPH",287360
"1.1.1.8","NAD+","Bos taurus",7,"",287331
"1.1.1.8","NAD+","Coturnix japonica",7,"",287333
"1.1.1.8","NAD+","Apis mellifera",7,"",287338
"1.1.1.8","NAD+","Bombus sp.",7,"",287338
"1.1.1.8","NAD+","Vespula germanica",7,"",287338
"1.1.1.8","NAD+","Gallus gallus",7,"",287339
"1.1.1.8","NAD+","Ceratitis capitata",7,"",287342
"1.1.1.8","NAD+","Spinacia oleracea",7,"",287344
"1.1.1.8","NAD+","Oryctolagus cuniculus",7,"","287331, 287334, 287335, 287337, 287341, 287343, 287345"
"1.1.1.8","NAD+","Drosophila virilis",7,"",287347
"1.1.1.8","NAD+","Debaryomyces hansenii",7,"",287353
"1.1.1.8","NAD+","Trypanosoma brucei",7,"","2850, 287356, 287358"
"1.1.1.8","NAD+","Homo sapiens",7,"","287331, 287350, 287360"
"1.1.1.8","NAD+","Eidolon helvum",7,"",655936
"1.1.1.8","NAD+","Saccharomyces cerevisiae",7,"","287330, 287349, 287359, 656062"
"1.1.1.8","NAD+","Jaculus orientalis",7,"",656777
"1.1.1.8","NAD+","Triatoma infestans",7,"",695516
"1.1.1.8","NAD+","Candida magnoliae",7,"",698009
"1.1.1.8","NAD+","Drosophila melanogaster",7,"","287340, 287346, 287348, 698122"
"1.1.1.8","NAD+","Rattus norvegicus",7,"","287331, 287336, 698967"
"1.1.1.8","NAD+","Mus musculus",7,"","287331, 696859, 698813, 699948"
"1.1.1.8","NAD+","Sus scrofa",7,"",712993
"1.1.1.8","NAD+","Saccharomyces cerevisiae",7,"dependent on",721219
"1.1.1.8","NAD+","Chlamydomonas reinhardtii",7,"","287352, 722088"
"1.1.1.8","NAD+","Clonorchis sinensis",7,"dependent on",723334
"1.1.1.8","NAD+","Cynomys ludovicianus",7,"",723706
"1.1.1.8","NAD+","Dunaliella salina",7,"",723769
"1.1.1.8","NADH","Bos taurus",8,"",287331
"1.1.1.8","NADH","Homo sapiens",8,"1 mol per mol enzyme",287331
"1.1.1.8","NADH","Mus musculus",8,"",287331
"1.1.1.8","NADH","Oryctolagus cuniculus",8,"1 mol per mol enzyme",287331
"1.1.1.8","NADH","Rattus norvegicus",8,"1 mol per mol enzyme",287331
"1.1.1.8","NADH","Oryctolagus cuniculus",8,"2 mol per mol enzyme",287332
"1.1.1.8","NADH","Oryctolagus cuniculus",8,"2 mol per mol enzyme; spectrophoto-/fluorimetric monitoring",287334
"1.1.1.8","NADH","Rattus norvegicus",8,"",287336
"1.1.1.8","NADH","Apis mellifera",8,"2 mol per mol enzyme","287332, 287338"
"1.1.1.8","NADH","Vespula germanica",8,"",287338
"1.1.1.8","NADH","Gallus gallus",8,"",287339
"1.1.1.8","NADH","Ceratitis capitata",8,"",287342
"1.1.1.8","NADH","Drosophila virilis",8,"",287347
"1.1.1.8","NADH","Spinacia oleracea",8,"","287344, 287351"
"1.1.1.8","NADH","Debaryomyces hansenii",8,"",287353
"1.1.1.8","NADH","Oryctolagus cuniculus",8,"","287335, 287337, 287341, 287343, 287345, 287357"
"1.1.1.8","NADH","Trypanosoma brucei",8,"","2850, 287356, 287358"
"1.1.1.8","NADH","Eidolon helvum",8,"",655936
"1.1.1.8","NADH","Saccharomyces cerevisiae",8,"","287330, 287349, 287359, 656062"
"1.1.1.8","NADH","Jaculus orientalis",8,"",656777
"1.1.1.8","NADH","Homo sapiens",8,"","287350, 287360, 669877"
"1.1.1.8","NADH","Dunaliella viridis",8,"isozyme GPDH2 can utilize both NADH and NADPH as coenzymes and exhibits significantly higher GPDH activity when NADH is used as the coenzyme; isozyme GPDH2 can utilize both NADH and NADPH as coenzymes but exhibit significantly higher activities when NADH is used as the coenzyme",700780
"1.1.1.8","NADH","Dunaliella viridis",8,"isozyme GPDH1 can utilize both NADH and NADPH as coenzymes and exhibits significantly higher GPDH activity when NADH is used as the coenzyme; isozyme GPDH1 can utilize both NADH and NADPH as coenzymes but exhibit significantly higher activities when NADH is used as the coenzyme",700780
"1.1.1.8","NADH","Drosophila melanogaster",8,"","287340, 287346, 287348, 712632"
"1.1.1.8","NADH","Sus scrofa",8,"",712993
"1.1.1.8","NADH","Saccharomyces cerevisiae",8,"dependent on",721219
"1.1.1.8","NADH","Chlamydomonas reinhardtii",8,"","287352, 722088"
"1.1.1.8","NADH","Cynomys ludovicianus",8,"",723706
"1.1.1.8","NADH","Dunaliella salina",8,"",723769
"1.1.1.9","more","Cavia porcellus",2,"at high concentrations of xylitol 1.5% as effective as NAD+; no activity with NADP+; no activity with NADPH",246414
"1.1.1.9","more","Enterobacter aerogenes",2,"at high concentrations of xylitol 1.5% as effective as NAD+; no activity with NADP+; no activity with NADPH",246415
"1.1.1.9","more","Scheffersomyces shehatae",2,"at high concentrations of xylitol 1.5% as effective as NAD+; no activity with NADP+; very low activity with NADPH",246417
"1.1.1.9","more","Pachysolen tannophilus",2,"no oxidation of ribitol or sorbitol with NADP+",246421
"1.1.1.9","more","Rhizobium etli",2,"activity with NADP+ is 4% of the activity with NAD+",710975
"1.1.1.9","more","Gluconobacter oxydans",2,"XDH depends exclusively on NAD+/NADH as cofactors with a relatively low activity",722437
"1.1.1.9","NAD+","Cavia porcellus",7,"",246414
"1.1.1.9","NAD+","Enterobacter aerogenes",7,"",246415
"1.1.1.9","NAD+","Penicillium chrysogenum",7,"",246416
"1.1.1.9","NAD+","Cavia porcellus",7,"stereochemistry of hydrogen transfer from xylitol, ribitol or sorbitol to NAD+ is of the (R)- or A-type",246419
"1.1.1.9","NAD+","Morganella morganii",7,"",246420
"1.1.1.9","NAD+","Providencia stuartii",7,"",246420
"1.1.1.9","NAD+","Serratia marcescens",7,"",246420
"1.1.1.9","NAD+","Candida tropicalis",7,"xylitol oxidation favors NAD+ over NADP+, but xylulose reduction favors NADPH over NADH",246426
"1.1.1.9","NAD+","Fusarium oxysporum",7,"",655092
"1.1.1.9","NAD+","Candida diddensiae",7,"",656741
"1.1.1.9","NAD+","Candida intermedia",7,"",656741
"1.1.1.9","NAD+","Candida parapsilosis",7,"",656741
"1.1.1.9","NAD+","Candida silvanorum",7,"",656741
"1.1.1.9","NAD+","Candida tropicalis",7,"","246423, 656741"
"1.1.1.9","NAD+","Kluyveromyces marxianus",7,"",656741
"1.1.1.9","NAD+","Pachysolen tannophilus",7,"","246418, 246421, 656741"
"1.1.1.9","NAD+","Scheffersomyces shehatae",7,"","246417, 656741"
"1.1.1.9","NAD+","Scheffersomyces stipitis",7,"","246422, 656741"
"1.1.1.9","NAD+","Blastobotrys adeninivorans",7,"no activity with NADP+",667227
"1.1.1.9","NAD+","Scheffersomyces stipitis",7,"kcat/Km for wild-type enzyme is 2760/min*mM",669305
"1.1.1.9","NAD+","Gluconobacter oxydans",7,"NAD+ specificity is largely conferred by Asp38, which interacts with the hydroxyls of the adenosine ribose",670911
"1.1.1.9","NAD+","Candida sp. HA 167",7,"dependent on, the wild-type enzyme prefers NAD+, while a modified mutant enzyme is also able to utilize NADP+ in the D-xylitol oxidation reaction",696889
"1.1.1.9","NAD+","Meyerozyma guilliermondii",7,"","654318, 655894, 656363, 656741, 699148, 699368"
"1.1.1.9","NAD+","Candida sp. HA 167",7,"","654231, 655221, 700010"
"1.1.1.9","NAD+","Rhizobium etli",7,"the deduced XDH gene product possesses an NAD-binding glycine-rich Rossmann fold domain [GXGXXG] present in MDR superfamily",710975
"1.1.1.9","NAD+","Aspergillus oryzae",7,"",721913
"1.1.1.9","NAD+","Gluconobacter oxydans",7,"","655053, 722437"
"1.1.1.9","NAD+","Saccharomyces cerevisiae",7,"",722851
"1.1.1.9","NADH","Enterobacter aerogenes",8,"",246415
"1.1.1.9","NADH","Penicillium chrysogenum",8,"",246416
"1.1.1.9","NADH","Cavia porcellus",8,"","246414, 246419"
"1.1.1.9","NADH","Morganella morganii",8,"",246420
"1.1.1.9","NADH","Providencia stuartii",8,"",246420
"1.1.1.9","NADH","Serratia marcescens",8,"",246420
"1.1.1.9","NADH","Fusarium oxysporum",8,"",655092
"1.1.1.9","NADH","Candida diddensiae",8,"",656741
"1.1.1.9","NADH","Candida intermedia",8,"",656741
"1.1.1.9","NADH","Candida parapsilosis",8,"",656741
"1.1.1.9","NADH","Candida silvanorum",8,"",656741
"1.1.1.9","NADH","Candida tropicalis",8,"",656741
"1.1.1.9","NADH","Kluyveromyces marxianus",8,"",656741
"1.1.1.9","NADH","Meyerozyma guilliermondii",8,"","654318, 655894, 656363, 656741"
"1.1.1.9","NADH","Pachysolen tannophilus",8,"","246418, 656741"
"1.1.1.9","NADH","Scheffersomyces shehatae",8,"","246417, 656741"
"1.1.1.9","NADH","Scheffersomyces stipitis",8,"",656741
"1.1.1.9","NADH","Blastobotrys adeninivorans",8,"no activity with NADPH",667227
"1.1.1.9","NADH","Candida sp. HA 167",8,"","654231, 655221, 684600"
"1.1.1.9","NADH","Aspergillus oryzae",8,"",721913
"1.1.1.9","NADH","Gluconobacter oxydans",8,"","655053, 722437"
"1.1.1.9","NADH","Saccharomyces cerevisiae",8,"",722851
"1.1.1.9","NADP+","Candida tropicalis",10,"",246423
"1.1.1.9","NADP+","Candida tropicalis",10,"xylitol oxidation favors NAD+ over NADP+, but xylulose reduction favores NADPH over NADH",246426
"1.1.1.9","NADP+","Scheffersomyces stipitis",10,"kcat/Km for wild-type enzyme is 0.65/min*mM",669305
"1.1.1.9","NADP+","Gluconobacter oxydans",10,"wild-type enzyme shows no activity with NADP+, mutant enzyme D38S/M39R is able to exclusively use NADP+, with no loss of activity",670911
"1.1.1.9","NADP+","Candida sp. HA 167",10,"the wild-type enzyme prefers NAD+, while a modified mutant enzyme is also able to utilize NADP+ in the D-xylitol oxidation reaction",696889
"1.1.1.10","more","Cavia porcellus",2,"",246414
"1.1.1.10","more","Aspergillus niger",2,"determination of Ki of NADP+ and NADPH in competition with each other",285665
"1.1.1.10","more","Neurospora crassa",2,"the enzyme does not accept NAD+",684552
"1.1.1.10","more","Aspergillus niger",2,"no activitiy with NADH",712023
"1.1.1.10","more","Caenorhabditis elegans",2,"no activity with NADH",722271
"1.1.1.10","NAD+","Cavia porcellus",7,"preference for, coenzyme-binding domain is a beta-alpha-beta-fold typical for NAD+ dehydrogenases",246419
"1.1.1.10","NAD+","Pantoea ananatis",7,"",285658
"1.1.1.10","NAD+","Saccharomyces cerevisiae",7,"",285660
"1.1.1.10","NAD+","Cavia porcellus",7,"much less effective than NADP+",285663
"1.1.1.10","NAD+","Aspergillus niger",7,"no activity with",285665
"1.1.1.10","NAD+","Scheffersomyces stipitis",7,"preference for, coenzyme-binding domain is a beta-alpha-beta-fold typical for NAD+ dehydrogenases",285666
"1.1.1.10","NAD+","Cavia porcellus",7,"",656049
"1.1.1.10","NAD+","Homo sapiens",7,"",656049
"1.1.1.10","NAD+","Mesocricetus auratus",7,"",656049
"1.1.1.10","NAD+","Mus musculus",7,"",656049
"1.1.1.10","NAD+","Rattus norvegicus",7,"",656049
"1.1.1.10","NAD+","Ambrosiozyma monospora",7,"specific for, no activity with NADP+",656206
"1.1.1.10","NADH","Cavia porcellus",8,"",656049
"1.1.1.10","NADH","Homo sapiens",8,"",656049
"1.1.1.10","NADH","Mesocricetus auratus",8,"",656049
"1.1.1.10","NADH","Mus musculus",8,"",656049
"1.1.1.10","NADH","Rattus norvegicus",8,"",656049
"1.1.1.10","NADH","Ambrosiozyma monospora",8,"specific for no activity with NADPH",656206
"1.1.1.10","NADP+","Cavia porcellus",10,"B-specific hydrogen transfer from xylitol to NADP+",246419
"1.1.1.10","NADP+","Saccharomyces cerevisiae",10,"",285660
"1.1.1.10","NADP+","Cavia porcellus",10,"much more effective than NAD+",285663
"1.1.1.10","NADP+","Aspergillus niger",10,"",285665
"1.1.1.10","NADP+","Mus musculus",10,"",654438
"1.1.1.10","NADP+","Cavia porcellus",10,"preferred cofactor, reverse reaction",656049
"1.1.1.10","NADP+","Homo sapiens",10,"preferred cofactor, reverse reaction",656049
"1.1.1.10","NADP+","Mesocricetus auratus",10,"preferred cofactor, reverse reaction",656049
"1.1.1.10","NADP+","Mus musculus",10,"preferred cofactor, reverse reaction",656049
"1.1.1.10","NADP+","Rattus norvegicus",10,"preferred cofactor, reverse reaction",656049
"1.1.1.10","NADP+","Homo sapiens",10,"binding structure determination",657322
"1.1.1.10","NADP+","Homo sapiens",10,"","654438, 670839"
"1.1.1.10","NADP+","Rattus norvegicus",10,"","655222, 670839"
"1.1.1.10","NADP+","Neurospora crassa",10,"",684552
"1.1.1.10","NADP+","Trichoderma reesei",10,"",721689
"1.1.1.10","NADPH","Aspergillus niger",5,"preference for",285665
"1.1.1.10","NADPH","Cavia porcellus",5,"preferred cofactor, forward reaction",656049
"1.1.1.10","NADPH","Homo sapiens",5,"preferred cofactor, forward reaction",656049
"1.1.1.10","NADPH","Mesocricetus auratus",5,"preferred cofactor, forward reaction",656049
"1.1.1.10","NADPH","Mus musculus",5,"preferred cofactor, forward reaction",656049
"1.1.1.10","NADPH","Rattus norvegicus",5,"preferred cofactor, forward reaction",656049
"1.1.1.10","NADPH","Homo sapiens",5,"binding structure determination",657322
"1.1.1.10","NADPH","Mus musculus",5,"","654438, 668392"
"1.1.1.10","NADPH","Sus scrofa",5,"",668392
"1.1.1.10","NADPH","Rattus norvegicus",5,"","655222, 668392, 670839"
"1.1.1.10","NADPH","Scheffersomyces stipitis",5,"has a higher affinity for NADPH than for NADH",695810
"1.1.1.10","NADPH","Scheffersomyces stipitis",5,"","695778, 695829"
"1.1.1.10","NADPH","Candida tenuis",5,"",696889
"1.1.1.10","NADPH","Homo sapiens",5,"","654438, 654968, 668392, 670839, 697218"
"1.1.1.10","NADPH","Meyerozyma guilliermondii",5,"dependent on","699148, 699368"
"1.1.1.10","NADPH","Aspergillus niger",5,"",712023
"1.1.1.10","NADPH","Trichoderma reesei",5,"",721689
"1.1.1.10","NADPH","Caenorhabditis elegans",5,"",722271
"1.1.1.11","more","Enterobacter aerogenes",2,"no activity with NADPH","285749, 285751"
"1.1.1.11","more","Scheffersomyces stipitis",2,"no activity with NADPH",285754
"1.1.1.11","NAD+","Enterobacter aerogenes",7,"","285747, 285748, 285749, 285750, 285751"
"1.1.1.11","NAD+","Gluconobacter oxydans",7,"aArDH prefers NAD+ to NADP+ as coenzyme",701082
"1.1.1.11","NAD+","Gluconobacter oxydans",7,"NAD+ is preferred over NADP+",701082
"1.1.1.11","NAD+","Candida tropicalis",7,"","285753, 9566"
"1.1.1.11","NADH","Enterobacter aerogenes",8,"","285749, 285750, 285751"
"1.1.1.11","NADH","Candida tropicalis",8,"","285753, 9566"
"1.1.1.11","NADP+","Gluconobacter oxydans",10,"",701082
"1.1.1.11","NADP+","Gluconobacter oxydans",10,"NAD+ is preferred over NADP+",701082
"1.1.1.12","more","Aspergillus niger",2,"no activity with NADP+",710970
"1.1.1.12","more","Penicillium chrysogenum",2,"no activity with NADP+",710970
"1.1.1.12","more","Trichoderma reesei",2,"no activity with NADP+",710970
"1.1.1.12","more","Rasamsonia emersonii",2,"no activity with NADP+",711121
"1.1.1.12","NAD+","Penicillium chrysogenum",7,"",246416
"1.1.1.12","NAD+","Aspergillus niger",7,"",668063
"1.1.1.12","NAD+","Aspergillus oryzae",7,"no activities when NADP+ as cofactor",669541
"1.1.1.12","NAD+","Neurospora crassa",7,"strong preference for NAD+",684627
"1.1.1.12","NAD+","Candida arabinofermentans",7,"",695737
"1.1.1.12","NAD+","Meyerozyma guilliermondii",7,"",695737
"1.1.1.12","NAD+","Aspergillus niger",7,"","696988, 710970"
"1.1.1.12","NAD+","Penicillium chrysogenum",7,"",710970
"1.1.1.12","NAD+","Trichoderma reesei",7,"",710970
"1.1.1.12","NAD+","Rasamsonia emersonii",7,"specific for NAD+",711121
"1.1.1.12","NAD+","Neurospora crassa",7,"electron density corresponding to the bound NAD+ cofactor is observed within the smaller nucleotide-binding domain, along a crevice between the two domains. The adenine ring is nestled in a shallow pocket created by numerous hydrophobic residues, including Ile212, Val232, Thr260, and Val262. The nicotinamide is adjacent to the catalytic zinc ion, where it is poised for hydride transfer to the C2 atom of the substrate",712767
"1.1.1.12","NAD+","Trichoderma reesei",7,"cofactor NAD+ binding domain involving residues Gly202, ILeu204, Gly205, Cys273, Arg229 and Val298, molecular docking studies",712797
"1.1.1.12","NADH","Penicillium chrysogenum",8,"",246416
"1.1.1.12","NADH","Aspergillus niger",8,"",668063
"1.1.1.12","NADH","Neurospora crassa",8,"",684627
"1.1.1.12","NADP+","Neurospora crassa",10,"very low yet detectable activity with NADP+, strong preference for NAD+",684627
"1.1.1.12","NADPH","Neurospora crassa",5,"",684627
"1.1.1.13","NAD+","Penicillium chrysogenum",7,"",285789
"1.1.1.14","NAD+","Canis lupus familiaris",7,"",285875
"1.1.1.14","NAD+","Mus musculus",7,"",285875
"1.1.1.14","NAD+","Rattus norvegicus",7,"specific for","285872, 285876"
"1.1.1.14","NAD+","Cavia porcellus",7,"",285882
"1.1.1.14","NAD+","Equus caballus",7,"specific for",285883
"1.1.1.14","NAD+","Scheffersomyces stipitis",7,"specific for",285884
"1.1.1.14","NAD+","Scheffersomyces stipitis",7,"",285885
"1.1.1.14","NAD+","Pseudomonas sp.",7,"",285886
"1.1.1.14","NAD+","Bacillus subtilis",7,"",285887
"1.1.1.14","NAD+","Malus domestica",7,"","285874, 285888"
"1.1.1.14","NAD+","Rhodobacter sphaeroides",7,"specific for",285890
"1.1.1.14","NAD+","Bos taurus",7,"specific for",285895
"1.1.1.14","NAD+","Bacillus megaterium",7,"",285896
"1.1.1.14","NAD+","Gluconobacter oxydans",7,"specific for",285897
"1.1.1.14","NAD+","Bos taurus",7,"",285898
"1.1.1.14","NAD+","Pyrus pyrifolia",7,"",285899
"1.1.1.14","NAD+","Candida boidinii",7,"preferred",285901
"1.1.1.14","NAD+","Gluconobacter oxydans",7,"",655030
"1.1.1.14","NAD+","Homo sapiens",7,"Lys294 is important in cofactor binding",655289
"1.1.1.14","NAD+","Mammalia",7,"",655289
"1.1.1.14","NAD+","Rattus norvegicus",7,"","285875, 285877, 285879, 285881, 655289"
"1.1.1.14","NAD+","Gluconobacter sp.",7,"optimal at 0.5 mM, specific for",656694
"1.1.1.14","NAD+","Malus domestica",7,"",656930
"1.1.1.14","NAD+","Homo sapiens",7,"","285875, 285877, 285892, 657360"
"1.1.1.14","NAD+","Gallus gallus",7,"",668325
"1.1.1.14","NAD+","Solanum lycopersicum",7,"no activity with NADP+",670513
