"EC_number","Organism","LigandID","Literature"
"1.1.1.62","Homo sapiens",107126,287199
"1.1.1.62","Homo sapiens",2354,287197
"1.1.1.62","Homo sapiens",2767,656644
"1.1.1.64","Homo sapiens",284,287232
"1.1.1.67","Lactobacillus sanfranciscensis",21,655617
"1.1.1.67","Gluconobacter oxydans",21,668058
"1.1.1.67","Gluconobacter oxydans",2,668058
"1.1.1.67","Pseudomonas fluorescens",2,686764
"1.1.1.69","Gluconacetobacter liquefaciens",21,389569
"1.1.1.69","Gluconobacter oxydans",210,"654319, 669549"
"1.1.1.71","Rattus norvegicus",153,287282
"1.1.1.71","Rattus norvegicus",142,287282
"1.1.1.71","Solanum tuberosum",2525,657019
"1.1.1.71","Solanum tuberosum",765,657019
"1.1.1.72","Aspergillus nidulans",42,656831
"1.1.1.76","Corynebacterium glutamicum",2,389580
"1.1.1.78","Escherichia coli",63,207976
"1.1.1.78","Escherichia coli",45,207976
"1.1.1.78","Escherichia coli",44,207976
"1.1.1.79","Spinacia oleracea",16,287318
"1.1.1.81","Bos taurus",332,287378
"1.1.1.81","Delftia acidovorans",332,287381
"1.1.1.81","Bos taurus",141,287378
"1.1.1.81","Delftia acidovorans",141,287381
"1.1.1.81","Bos taurus",3807,287383
"1.1.1.81","Bos taurus",174,287378
"1.1.1.81","Bos taurus",507,287378
"1.1.1.81","Delftia acidovorans",507,287381
"1.1.1.81","Bos taurus",79,287383
"1.1.1.81","Chlorella vulgaris",3475,695413
"1.1.1.81","Chlorella vulgaris",2,695413
"1.1.1.81","Chlorella vulgaris",152017,695413
"1.1.1.81","Chlorella vulgaris",6565,695413
"1.1.1.81","Bos taurus",42,287383
"1.1.1.81","Bos taurus",673,287378
"1.1.1.81","Delftia acidovorans",673,287381
"1.1.1.81","Bos taurus",245,287378
"1.1.1.81","Delftia acidovorans",245,287381
"1.1.1.81","Chlorella vulgaris",2421,695413
"1.1.1.82","Pisum sativum",333,287392
"1.1.1.82","Pisum sativum",21555,287392
"1.1.1.82","Euglena gracilis",45,286653
"1.1.1.82","Pisum sativum",45,287392
"1.1.1.82","Zea mays",45,287393
"1.1.1.82","Spinacia oleracea",45,"287384, 287410"
"1.1.1.82","Pisum sativum",45,287419
"1.1.1.82","Chlamydomonas reinhardtii",177,657015
"1.1.1.82","Pisum sativum",2023,287405
"1.1.1.82","Pisum sativum",83,287392
"1.1.1.82","Pisum sativum",2,287389
"1.1.1.82","Spinacia oleracea",2,"287384, 287391"
"1.1.1.82","Sorghum bicolor",2,287395
"1.1.1.82","Zea mays",2,287398
"1.1.1.82","Pisum sativum",2,287399
"1.1.1.82","Zea mays",2,287399
"1.1.1.82","Vicia faba",2,287402
"1.1.1.82","Spinacia oleracea",2,287404
"1.1.1.82","Pisum sativum",2,287412
"1.1.1.82","Sorghum bicolor",2,287414
"1.1.1.82","Pisum sativum",2,287419
"1.1.1.82","Sorghum sp.",2,287421
"1.1.1.82","Flaveria bidentis",2,287423
"1.1.1.82","Sorghum bicolor",2,287425
"1.1.1.82","Chlamydomonas reinhardtii",2,657015
"1.1.1.82","Zea mays",121,287397
"1.1.1.82","Zea mays",121,287411
"1.1.1.82","Sorghum sp.",121,287421
"1.1.1.82","Sorghum sp.",121,287422
"1.1.1.82","Sorghum sp.",121,287424
"1.1.1.82","Sorghum sp.",121,287425
"1.1.1.82","Glycine max",121,287427
"1.1.1.82","Chlamydomonas reinhardtii",121,670586
"1.1.1.82","Pisum sativum",121,689663
"1.1.1.83","Rhodobacter sphaeroides",54,389609
"1.1.1.85","Thermus thermophilus",177,685090
"1.1.1.86","Vigna radiata var. radiata",387,639170
"1.1.1.87","Saccharomyces cerevisiae",1184,644539
"1.1.1.87","Homo sapiens",147612,692705
"1.1.1.87","Saccharomyces cerevisiae",98133,644539
"1.1.1.88","Pseudomonas mevalonii",18,287499
"1.1.1.88","Mus musculus",144120,688564
"1.1.1.88","Solanum tuberosum",173,656615
"1.1.1.88","Solanum tuberosum",13629,656615
"1.1.1.88","Pseudomonas mevalonii",2214,287499
"1.1.1.90","Phanerochaete chrysosporium",2,670853
"1.1.1.93","Rhodobacter sphaeroides",54,389609
"1.1.1.93","Pseudomonas putida",54,389612
"1.1.1.95","Sulfolobus tokodaii",399,684698
"1.1.1.95","Aphanothece halophytica",218,687641
"1.1.1.95","Glycine max",2843,287540
"1.1.1.95","Sulfolobus tokodaii",1620,684698
"1.1.1.95","Aphanothece halophytica",79,687641
"1.1.1.95","Pisum sativum",88,287527
"1.1.1.95","Aphanothece halophytica",196,687641
"1.1.1.95","Aphanothece halophytica",42,687641
"1.1.1.95","Glycine max",245,287540
"1.1.1.97","Penicillium urticae",45,287555
"1.1.1.100","Synechococcus elongatus PCC 7942",2,701783
"1.1.1.100","Plasmodium falciparum",2,706639
"1.1.1.101","Mus musculus",1278,285688
"1.1.1.101","Saccharomyces cerevisiae",620,285693
"1.1.1.101","Cavia porcellus",21,285684
"1.1.1.101","Rattus norvegicus",21,285684
"1.1.1.101","Saccharomyces cerevisiae",69,285693
"1.1.1.101","Saccharomyces cerevisiae",135,285693
"1.1.1.101","Saccharomyces cerevisiae",106205,285693
"1.1.1.101","Cavia porcellus",215,285690
"1.1.1.101","Cavia porcellus",681,285690
"1.1.1.101","Rattus norvegicus",61,285686
"1.1.1.101","Cavia porcellus",61,285690
"1.1.1.102","Saccharomyces cerevisiae",49438,285697
"1.1.1.103","Cupriavidus necator",63,721272
"1.1.1.103","Cupriavidus necator",177,721272
"1.1.1.103","Thermoplasma volcanium",2,722747
"1.1.1.105","Rattus norvegicus",105591,285724
"1.1.1.107","Pseudomonas sp.",12386,80781
"1.1.1.119","Haloferax mediterranei",42,686754
"1.1.1.119","Haloferax mediterranei",14,667073
"1.1.1.121","Thermus thermophilus HB8",2,697263
"1.1.1.122","Sus scrofa",85,285806
"1.1.1.122","Ovis aries aries",2273,285803
"1.1.1.122","Ovis aries aries",2348,285803
"1.1.1.122","Ovis aries aries",42,285803
"1.1.1.122","Ovis aries aries",2149,285803
"1.1.1.122","Ovis aries aries",2227,285803
"1.1.1.125","Pseudomonas sp.",56,285818
"1.1.1.136","Micrococcus luteus",45,2273
"1.1.1.136","Pseudomonas aeruginosa",2,656241
"1.1.1.136","Pseudomonas aeruginosa",54,656241
"1.1.1.138","Tuber borchii",21,686917
"1.1.1.138","Alternaria alternata",2,686808
"1.1.1.138","Tuber borchii",2,686917
"1.1.1.138","Trichoderma reesei",2,697942
"1.1.1.140","Lactobacillus casei",2,695750
"1.1.1.141","Homo sapiens",745,285939
"1.1.1.141","Homo sapiens",1103,667372
"1.1.1.141","Homo sapiens",920,667372
"1.1.1.141","Homo sapiens",132719,670734
"1.1.1.141","Homo sapiens",1159,667372
"1.1.1.141","Homo sapiens",2055,285939
"1.1.1.141","Homo sapiens",6877,685947
"1.1.1.141","Homo sapiens",897,667372
"1.1.1.141","Canis lupus familiaris",2,285918
"1.1.1.141","Oryctolagus cuniculus",2,285921
"1.1.1.141","Homo sapiens",2,285939
"1.1.1.141","Homo sapiens",2,667372
"1.1.1.141","Homo sapiens",2,668162
"1.1.1.141","Homo sapiens",2,669380
"1.1.1.141","Homo sapiens",2,670734
"1.1.1.141","Homo sapiens",2,685958
"1.1.1.141","Homo sapiens",2,695883
"1.1.1.141","Homo sapiens",2,697102
"1.1.1.141","Homo sapiens",6203,689069
"1.1.1.141","Homo sapiens",12663,667372
"1.1.1.141","Homo sapiens",286,285939
"1.1.1.141","Homo sapiens",286,667372
"1.1.1.141","Homo sapiens",3404,689069
"1.1.1.141","Homo sapiens",17606,670734
"1.1.1.141","Homo sapiens",284,285939
"1.1.1.141","Homo sapiens",284,667372
"1.1.1.141","Homo sapiens",5222,285915
"1.1.1.141","Homo sapiens",5222,285923
"1.1.1.141","Homo sapiens",30479,667372
"1.1.1.143","Trifolium incarnatum",177,285940
"1.1.1.143","Trifolium incarnatum",142,285940
"1.1.1.143","Trifolium incarnatum",74,285940
"1.1.1.144","Pseudomonas sp.",2,285942
"1.1.1.145","Rattus norvegicus",37969,688664
"1.1.1.145","Bos taurus",67,389374
"1.1.1.145","Mus musculus",2,698503
"1.1.1.145","Rattus norvegicus",2,699111
"1.1.1.145","Bos taurus",43,389374
"1.1.1.145","Rattus norvegicus",284,688664
"1.1.1.146","Mus musculus",6123,686411
"1.1.1.146","Mus musculus",144117,686411
"1.1.1.146","Mus musculus",33123,686411
"1.1.1.146","Rattus norvegicus",132720,669504
"1.1.1.146","Homo sapiens",1159,687961
"1.1.1.146","Homo sapiens",223,700180
"1.1.1.146","Mus musculus",223,700180
"1.1.1.146","Mus musculus",524,697625
"1.1.1.146","Rattus norvegicus",524,697625
"1.1.1.146","Homo sapiens",2,668424
"1.1.1.146","Bos taurus",2,696570
"1.1.1.146","Homo sapiens",2,700178
"1.1.1.146","Mus musculus",2,700178
"1.1.1.146","Mus musculus",2,700441
"1.1.1.146","Rattus norvegicus",975,669504
"1.1.1.146","Mus musculus",3105,686411
"1.1.1.146","Rattus sp.",32420,285962
"1.1.1.146","Mammalia",32420,285964
"1.1.1.146","Rattus sp.",32420,285964
"1.1.1.146","Rattus sp.",61,285962
"1.1.1.149","Sus scrofa",153,285988
"1.1.1.149","Rattus norvegicus",12511,285984
"1.1.1.149","Equus caballus",2,669908
"1.1.1.149","Mus musculus",2,670272
"1.1.1.149","Homo sapiens",2,700189
"1.1.1.153","Homo sapiens",2,686117
"1.1.1.159","Escherichia coli",63,286073
"1.1.1.159","Escherichia coli",45,286073
"1.1.1.159","Bacteroides fragilis",2,697994
"1.1.1.159","Bacteroides intestinalis",2,697994
"1.1.1.159","Escherichia coli HB101",2,697994
"1.1.1.159","Bacteroides fragilis",7,697994
"1.1.1.159","Bacteroides intestinalis",7,697994
"1.1.1.159","Escherichia coli HB101",7,697994
"1.1.1.159","Acinetobacter lwoffii",7,701240
"1.1.1.169","Escherichia coli",105617,286109
"1.1.1.169","Escherichia coli",701,286109
"1.1.1.169","Escherichia coli",120,286109
"1.1.1.169","Escherichia coli",324,286109
"1.1.1.169","Escherichia coli",1419,286109
"1.1.1.173","Scheffersomyces stipitis",2,686697
"1.1.1.179","Sus scrofa",79,286128
"1.1.1.179","Sus scrofa",196,286128
"1.1.1.179","Macaca fuscata",2,"286127, 286128"
"1.1.1.179","Sus scrofa",2,286128
"1.1.1.179","Haloferax volcanii",2,698940
"1.1.1.183","Citrus sp.",63,286130
"1.1.1.183","Persicaria minor",2,719124
"1.1.1.184","Candida viswanathii",682,696788
"1.1.1.184","Sus scrofa",16262,347757
"1.1.1.184","Thermotoga maritima",21,721912
"1.1.1.184","Sus scrofa",2739,347757
"1.1.1.184","Candida viswanathii",4254,696788
"1.1.1.184","Homo sapiens",2,667427
"1.1.1.184","Candida viswanathii",2,696788
"1.1.1.188","Sus scrofa",1058,687797
"1.1.1.188","Bos taurus",298,389454
"1.1.1.188","Macaca fascicularis",46734,690009
"1.1.1.188","Homo sapiens",142,654851
"1.1.1.188","Ovis aries",142,657211
"1.1.1.188","Oryctolagus cuniculus",470,389463
"1.1.1.188","Homo sapiens",2370,654851
"1.1.1.188","Rattus norvegicus",890,654851
"1.1.1.188","Mus musculus",6200,654851
"1.1.1.188","Rattus norvegicus",2,389459
"1.1.1.188","Homo sapiens",2,654851
"1.1.1.188","Ovis aries",2,657211
"1.1.1.188","Sus scrofa",2,657328
"1.1.1.188","Bos taurus",2348,389454
"1.1.1.188","Bos taurus",42,389454
"1.1.1.188","Bos taurus",3483,389454
"1.1.1.188","Bos taurus",3838,389450
"1.1.1.188","Sus scrofa",12644,657328
"1.1.1.188","Bos taurus",1418,389450
"1.1.1.188","Bos taurus",4121,389454
"1.1.1.188","Bos taurus",719,389454
"1.1.1.189","Gallus gallus",690,389477
"1.1.1.189","Gallus gallus",4,389477
"1.1.1.189","Homo sapiens",15,389472
"1.1.1.189","Homo sapiens",15,389473
"1.1.1.189","Gallus gallus",60,389477
"1.1.1.189","Triturus carnifex",7388,389467
"1.1.1.189","Gallus gallus",37,389477
"1.1.1.189","Bos taurus",21620,389447
"1.1.1.189","Mus musculus",6200,654851
"1.1.1.189","Homo sapiens",2,670733
"1.1.1.189","Homo sapiens",3838,389472
"1.1.1.189","Homo sapiens",3838,389473
"1.1.1.189","Gallus gallus",2669,389477
"1.1.1.191","Phycomyces blakesleeanus",106277,286157
"1.1.1.191","Brassica rapa subsp. pekinensis",2965,286158
"1.1.1.191","Brassica rapa subsp. pekinensis",20311,286158
"1.1.1.191","Cucumis sativus",42,"286153, 286154"
"1.1.1.192","Rattus norvegicus",1519,347794
"1.1.1.192","Geobacillus thermodenitrificans",21,712962
"1.1.1.195","Panax ginseng",28,670609
"1.1.1.195","Picea glauca",8362,700730
"1.1.1.195","Linum usitatissimum",2,670631
"1.1.1.195","Pinus radiata",2,670974
"1.1.1.195","Panax ginseng",2,689105
"1.1.1.195","Triticum monococcum",2,699271
"1.1.1.195","Solanum lycopersicum",2,700841
"1.1.1.200","Malus domestica",2,686514
"1.1.1.202","Klebsiella pneumoniae",170,664422
"1.1.1.202","Klebsiella pneumoniae",135,657406
"1.1.1.202","Escherichia coli",135,695764
"1.1.1.202","Klebsiella pneumoniae",135,"697666, 699149, 699357"
"1.1.1.202","Klebsiella pneumoniae",12568,697666
"1.1.1.202","Klebsiella pneumoniae",152013,695842
"1.1.1.205","Schizosaccharomyces pombe",4,347930
"1.1.1.205","Homo sapiens",4,669476
"1.1.1.205","Enterobacter aerogenes",274,347908
"1.1.1.205","Bacillus anthracis",580,724347
"1.1.1.205","Enterobacter aerogenes",153,347944
"1.1.1.205","Bacillus anthracis",1217,724347
"1.1.1.205","Enterobacter aerogenes",44,347908
"1.1.1.205","Bacillus subtilis",44,347922
"1.1.1.205","Enterobacter aerogenes",44,347944
"1.1.1.205","Escherichia coli",44,"347934, 347946"
"1.1.1.205","Cryptosporidium parvum",39,724327
"1.1.1.205","Bacillus anthracis",39,724347
"1.1.1.205","Bacillus anthracis",152,724347
"1.1.1.205","Vigna unguiculata",2,347936
"1.1.1.205","Saccharomyces cerevisiae",2,701583
"1.1.1.205","Bacillus anthracis",2,724347
"1.1.1.205","Homo sapiens",13198,703272
"1.1.1.205","Bacillus anthracis",59,724347
"1.1.1.205","Bacillus anthracis",54,724347
"1.1.1.205","Enterobacter aerogenes",3866,347935
"1.1.1.205","Vigna unguiculata",98346,347936
"1.1.1.206","Anisodus acutangulus",2,696874
"1.1.1.208","Capsicum annuum",2,689629
"1.1.1.211","Oryctolagus cuniculus",21582,286269
"1.1.1.211","Rattus norvegicus",21582,286269
"1.1.1.213","Comamonas testosteroni",36590,674981
"1.1.1.213","Comamonas testosteroni",69447,674981
"1.1.1.213","Eubacterium sp.",2,347986
"1.1.1.213","Comamonas testosteroni",2,674981
"1.1.1.213","Rattus norvegicus",2,687639
"1.1.1.215","Campylobacter jejuni",2,700265
"1.1.1.216","Manduca sexta",20,347994
"1.1.1.218","Cavia porcellus",63,286281
"1.1.1.219","Brassica rapa",2,688073
"1.1.1.219","Fragaria x ananassa",12088,704148
"1.1.1.230","Clostridium innocuum",4646,286344
"1.1.1.236","Anisodus acutangulus",2,696874
"1.1.1.237","Solenostemon scutellarioides",387,286349
"1.1.1.237","Solenostemon scutellarioides",45,286349
"1.1.1.237","Solenostemon scutellarioides",2,700368
"1.1.1.237","Salvia miltiorrhiza",2,700648
"1.1.1.243","Rhodococcus erythropolis",5882,656560
"1.1.1.243","Rhodococcus erythropolis",873,656560
"1.1.1.244","Bacillus methanolicus",5265,286375
"1.1.1.244","Bacillus methanolicus",5265,286376
"1.1.1.244","Bacillus methanolicus",5265,286377
"1.1.1.244","Bacillus methanolicus",174813,726329
"1.1.1.244","Bacillus methanolicus",2,"656074, 656101"
"1.1.1.244","Bacillus methanolicus",174814,726329
"1.1.1.247","Eschscholzia californica",2,689454
"1.1.1.247","Papaver somniferum",2,689454
"1.1.1.255","Apium graveolens",2,700868
"1.1.1.263","Ensifer adhaerens",2,667264
"1.1.1.265","Saccharomyces cerevisiae",79,286203
"1.1.1.265","Saccharomyces cerevisiae",42,286203
"1.1.1.267","Picea abies",1123,689559
"1.1.1.267","Camptotheca acuminata",2525,688641
"1.1.1.267","Picea abies",2525,689559
"1.1.1.267","Arabidopsis thaliana",2,676579
"1.1.1.267","Hevea brasiliensis",2,699265
"1.1.1.267","Salvia miltiorrhiza",765,695411
"1.1.1.268","Xanthobacter autotrophicus",32632,654760
"1.1.1.268","Xanthobacter autotrophicus",21859,654760
"1.1.1.268","Xanthobacter autotrophicus",123220,654760
"1.1.1.270","Rattus norvegicus",105791,286472
"1.1.1.270","Rattus norvegicus",2,286472
"1.1.1.270","Rattus norvegicus",2,286473
"1.1.1.270","Zea mays",2,286474
"1.1.1.271","Mortierella alpina",177,702081
"1.1.1.271","Escherichia coli K-12",50787,677753
"1.1.1.278","Digitalis lanata",177,639087
"1.1.1.278","Aspergillus tamarii",2,691108
"1.1.1.283","Saccharomyces cerevisiae",63,207971
"1.1.1.283","Saccharomyces cerevisiae",45,207971
"1.1.1.283","Saccharomyces cerevisiae",44,207971
"1.1.1.283","Aspergillus niger",93,207974
"1.1.1.283","Saccharomyces cerevisiae",74,207971
"1.1.1.283","Aspergillus niger",49,207974
"1.1.1.283","Aspergillus niger",43,207974
"1.1.1.283","Saccharomyces cerevisiae",61,207971
"1.1.1.283","Saccharomyces cerevisiae",514,207971
"1.1.1.284","Homo sapiens",130,696092
"1.1.1.284","Ogataea angusta",2,686818
"1.1.1.284","Arabidopsis sp.",2,703110
"1.1.1.284","Homo sapiens",8,697214
"1.1.1.284","Homo sapiens",1078,287866
"1.1.1.284","Rattus norvegicus",1078,287866
"1.1.1.294","Oryza sativa",2,700839
"1.1.1.303","Saccharomyces cerevisiae",6,246410
"1.1.1.303","Saccharomyces cerevisiae",11,246410
"1.1.1.304","Rhodococcus erythropolis",896,721396
"1.1.1.305","Homo sapiens",7,724362
"1.1.1.306","Amycolatopsis methanolica",32218,288324
"1.1.1.306","Nocardia sp.",130,690518
"1.1.1.306","Amycolatopsis methanolica",83,288324
"1.1.1.307","Candida parapsilosis",63,695731
"1.1.1.307","Candida tenuis",274,286260
"1.1.1.307","Neurospora crassa",274,695733
"1.1.1.307","Scheffersomyces shehatae",274,696892
"1.1.1.307","Candida tropicalis",274,699505
"1.1.1.307","Candida parapsilosis",153,695731
"1.1.1.307","Candida parapsilosis",45,695731
"1.1.1.307","Candida tropicalis",177,699505
"1.1.1.307","Neurospora crassa",21,695733
"1.1.1.307","Scheffersomyces shehatae",21,696892
"1.1.1.307","Candida parapsilosis",44,695731
"1.1.1.307","Candida parapsilosis",2,695731
"1.1.1.307","Candida tenuis",61,286260
"1.1.1.307","Scheffersomyces shehatae",61,696892
"1.1.1.307","Scheffersomyces shehatae",555,696892
"1.1.1.307","Scheffersomyces shehatae",514,696892
"1.1.1.307","Candida tenuis",2504,286260
"1.1.1.307","Candida tenuis",2672,286260
"1.1.1.312","Pseudomonas straminea",6679,288241
"1.1.1.316","Spinacia oleracea",45,713254
"1.1.1.316","Spinacia oleracea",177,713254
"1.1.1.316","Spinacia oleracea",44,713254
"1.1.1.335","Pseudomonas aeruginosa",34,718852
"1.1.1.336","Escherichia coli",45,720374
"1.1.1.336","Escherichia coli",2,720374
"1.1.1.336","Escherichia coli",3651,720374
"1.1.1.336","Methanococcus maripaludis",169925,692855
"1.1.1.345","Lactococcus lactis",45,712292
"1.1.1.345","Lactococcus lactis subsp. cremoris",45,712292
"1.1.1.345","Lactococcus lactis",21,712292
"1.1.1.345","Lactococcus lactis subsp. cremoris",21,712292
"1.1.1.357","Homo sapiens",16555,724209
"1.1.1.357","Homo sapiens",8069,724209
"1.1.1.357","Homo sapiens",174815,724209
"1.1.1.357","Homo sapiens",1380,724209
"1.1.1.357","Homo sapiens",6595,724209
"1.1.1.363","Leuconostoc mesenteroides",10,721401
"1.1.1.363","Leuconostoc mesenteroides",5,721401
"1.1.1.365","Euglena gracilis",22,724580
"1.1.1.365","Euglena gracilis",2,724580
"1.1.2.B2","Paracoccus denitrificans",118,685051
"1.1.2.B2","Paracoccus denitrificans",54,685051
"1.1.2.B3","Pseudomonas aeruginosa",8044,690646
"1.1.2.B3","Pseudomonas aeruginosa",701,690646
"1.1.2.4","Saccharomyces cerevisiae",4795,685358
"1.1.2.4","Saccharomyces cerevisiae",600,685358
"1.1.2.4","Desulfovibrio vulgaris",21,389630
"1.1.2.4","Saccharomyces cerevisiae",247,685358
"1.1.2.4","Saccharomyces cerevisiae",2,389633
"1.1.2.4","Pseudomonas stutzeri",2,672749
"1.1.2.5","Desulfovibrio vulgaris",21,389630
"1.1.2.7","Methylobacterium extorquens",753,685313
"1.1.2.7","Methylophilus sp.",753,685313
"1.1.2.7","Methylosinus sp.",324,687432
"1.1.2.7","Methylosinus sp.",54,687432
"1.1.2.7","Methylibium petroleiphilum",329,687417
"1.1.2.7","Methyloversatilis universalis",329,687417
"1.1.2.8","Acetobacter pasteurianus",69,725154
"1.1.3.4","Helicoverpa armigera",96,724133
"1.1.3.4","Aspergillus niger",12915,389798
"1.1.3.4","Penicillium janthinellum",218,389791
"1.1.3.4","Penicillium janthinellum",738,389791
"1.1.3.4","Phanerochaete chrysosporium",347,389785
"1.1.3.4","Phanerochaete chrysosporium",161,389785
"1.1.3.4","Pleurotus ostreatus",161,389828
"1.1.3.4","Helicoverpa armigera",2,695900
"1.1.3.4","Phanerochaete chrysosporium",235,389785
"1.1.3.4","Pleurotus ostreatus",43,389828
"1.1.3.4","Pleurotus ostreatus",30409,389828
"1.1.3.4","Aspergillus niger",587,699078
"1.1.3.5","Chondrus crispus",69,287638
"1.1.3.5","Chondrus crispus",2,287639
"1.1.3.5","Chondrus crispus",42,287638
"1.1.3.6","Burkholderia cepacia",333,287677
"1.1.3.6","Pseudomonas sp.",1750,287679
"1.1.3.6","Pseudomonas sp.",9316,287660
"1.1.3.6","Brevibacterium sterolicum",783,287656
"1.1.3.6","Pseudomonas sp.",32204,287679
"1.1.3.6","Brevibacterium sterolicum",49016,287673
"1.1.3.6","Streptomyces hygroscopicus",49016,287673
"1.1.3.6","Streptomyces sp.",69,726533
"1.1.3.6","Streptomyces sp.",958,726533
"1.1.3.6","Schizophyllum commune",96730,287653
"1.1.3.6","Streptomyces sp.",83,726533
"1.1.3.6","Pseudomonas sp.",49336,287679
"1.1.3.6","Brevibacterium sterolicum",21671,287670
"1.1.3.6","Streptomyces hygroscopicus",21671,287670
"1.1.3.6","Brevibacterium sterolicum",21671,287673
"1.1.3.6","Streptomyces hygroscopicus",21671,287673
"1.1.3.6","Streptomyces hygroscopicus",1878,287673
"1.1.3.6","Burkholderia cepacia",1878,287677
"1.1.3.6","Pseudomonas sp.",11152,287679
"1.1.3.6","Pseudomonas sp.",1335,287679
"1.1.3.6","Nocardia rhodochrous",61,287642
"1.1.3.6","Schizophyllum commune",61,287657
"1.1.3.6","Pimelobacter simplex",61,287658
"1.1.3.6","Streptomyces sp.",61,726533
"1.1.3.6","Streptomyces sp.",5625,726533
"1.1.3.6","Streptomyces sp.",514,726533
"1.1.3.7","Pleurotus laciniatocrenatus",2,673768
"1.1.3.8","Rattus norvegicus",5638,636306
"1.1.3.8","Rattus norvegicus",287,636325
"1.1.3.8","Rattus norvegicus",2283,636325
"1.1.3.8","Rattus norvegicus",61,636306
"1.1.3.9","Hypomyces rosellus",105678,389879
"1.1.3.9","Hypomyces rosellus",105736,389851
"1.1.3.9","Hypomyces rosellus",21,389879
