ReactionID,EC,RegID,Metabolite,Mode,KI,Mechanism,Chebi
"PHOSPHOGLUCMUT-RXN","5.4.2.2","REG0-7411","GTP","-","NaN","NONCOMPETITIVE",37565
"THYKI-RXN","2.7.1.145","REG0-7491","GTP","+","NaN","ALLOSTERIC",37565
"METHYLENETHFDEHYDROG-NADP-RXN","1.5.1.5","REG0-7804","GTP","-","NaN","NaN",37565
"GUANYL-KIN-RXN","2.7.4.8","REG0-8376","GTP","-","NaN","COMPETITIVE",37565
"NUCLEOSIDE-DIP-KIN-RXN","2.7.4.6","REG0-8481","GTP","-","NaN","COMPETITIVE",37565
"NUCLEOSIDE-DIP-KIN-RXN","2.7.4.6","REG0-8482","GTP","-","NaN","NaN",37565
"ORNDECARBOX-RXN","4.1.1.17","REG0-8778","GTP","+","NaN","NaN",37565
"GUANOSINEKIN-RXN","2.7.1.73","REG0-8825","GTP","-","NaN","COMPETITIVE",37565
"THI-P-SYN-RXN","2.5.1.3","REG0-9105","GTP","-","NaN","NaN",37565
"ACID-PHOSPHATASE-RXN","3.1.3.2","REG0-11595","GUANOSINE","-","NaN","NaN",16750
"GUANYL-KIN-RXN","2.7.4.8","REG0-8374","GUANOSINE","-","NaN","COMPETITIVE",16750
"LYSDECARBOX-RXN","4.1.1.18","REG0-11288","GUANOSINE-5DP-3DP","-","NaN","NaN",77828
"ORNDECARBOX-RXN","4.1.1.17","REG0-11740","GUANOSINE-5DP-3DP","+","NaN","NaN",77828
"EXOPOLYPHOSPHATASE-RXN","3.6.1.11","REG0-12319","GUANOSINE-5DP-3DP","-","200","COMPETITIVE",77828
"URACIL-PRIBOSYLTRANS-RXN","2.4.2.9","REG0-12379","GUANOSINE-5DP-3DP","+","NaN","NaN",77828
"HYPOXANPRIBOSYLTRAN-RXN","2.4.2.8","REG0-7022","GUANOSINE-5DP-3DP","-","NaN","NaN",77828
"GDPPYPHOSKIN-RXN","2.7.6.5","REG0-7343","GUANOSINE-5DP-3DP","-","NaN","NaN",77828
"ADENYLOSUCCINATE-SYNTHASE-RXN","6.3.4.4","REG0-8348","GUANOSINE-5DP-3DP","-","NaN","COMPETITIVE",77828
"PPPGPPHYDRO-RXN","3.6.1.40","REG0-8390","GUANOSINE-5DP-3DP","-","NaN","NaN",77828
"ORNDECARBOX-RXN","4.1.1.17","REG0-8775","GUANOSINE-5DP-3DP","-","NaN","NaN",77828
"THIOREDOXIN-REDUCT-NADPH-RXN","1.8.1.9","REG0-10687","HCN","-","NaN","NaN",18407
"FORMATEDEHYDROG-RXN","1.1.5.6","REG0-6862","HCN","-","NaN","NaN",18407
"RXN-13854","1.7.1.15","REG0-8124","HCN","-","NaN","NaN",18407
"GLYCOPHOSPHORYL-RXN","2.4.1.1","REG0-8442","HCN","-","NaN","NaN",18407
"SULFITE-REDUCT-RXN","1.8.1.2","REG0-8610","HCN","-","NaN","COMPETITIVE",18407
"HYDROXYLAMINE-REDUCTASE-RXN","1.7.99.1","REG0-8689","HCN","+","NaN","NaN",18407
"KDGALDOL-RXN","4.1.2.20","REG0-8699","HCN","-","NaN","NaN",18407
"R621-RXN","1.14.12.17","REG0-8931","HCN","-","NaN","NaN",18407
"RXN0-3501","1.7.5.1","REG0-9191","HCN","-","NaN","NaN",18407
"RXN-14569","2.7.7.87","REG0-12274","HCO3","+","NaN","NaN",17544
"R524-RXN","4.2.1.104","REG0-7820","HCO3","-","NaN","COMPETITIVE",17544
"3.4.11.1-RXN","3.4.11.1","REG0-8434","HCO3","+","NaN","NaN",17544
"BADH-RXN","1.2.1.8","REG0-10238","HG+2","-","NaN","NaN",16793
"RXN0-5146","3.2.1.196","REG0-10240","HG+2","-","NaN","NaN",16793
"RHAMNULPALDOL-RXN","4.1.2.19","REG0-10241","HG+2","-","NaN","NaN",16793
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-10242","HG+2","-","NaN","NaN",16793
"7-ALPHA-HYDROXYSTEROID-DEH-RXN","1.1.1.159","REG0-10253","HG+2","-","NaN","NaN",16793
"GLUTAMIN-RXN","3.5.1.38","REG0-10623","HG+2","-","NaN","NaN",16793
"PGPPHOSPHA-RXN","3.1.3.27","REG0-10875","HG+2","-","NaN","NaN",16793
"AMINEPHEN-RXN","1.4.3.21","REG0-11299","HG+2","-","NaN","NaN",16793
"FUMHYDR-RXN","4.2.1.2","REG0-11458","HG+2","-","NaN","NaN",16793
"3.4.15.5-RXN","3.4.15.5","REG0-12306","HG+2","-","NaN","NaN",16793
"AKBLIG-RXN","2.3.1.29","REG0-6696","HG+2","-","NaN","NaN",16793
"AMINOPROPDEHYDROG-RXN","1.1.1.75","REG0-6714","HG+2","-","NaN","NaN",16793
"N-ACETYLTRANSFER-RXN","2.3.1.1","REG0-6945","HG+2","-","NaN","NaN",16793
"GLYCOLATEDEHYDRO-RXN","1.1.99.14","REG0-7054","HG+2","-","NaN","NaN",16793
"DARAB5PISOM-RXN","5.3.1.13","REG0-7126","HG+2","-","NaN","NaN",16793
"GLUTDECARBOX-RXN","4.1.1.15","REG0-7165","HG+2","-","NaN","NaN",16793
"O-SUCCINYLBENZOATE-COA-LIG-RXN","6.2.1.26","REG0-7362","HG+2","-","NaN","NaN",16793
"THREODEHYD-RXN","1.1.1.103","REG0-7518","HG+2","-","NaN","NaN",16793
"GABATRANSAM-RXN","2.6.1.19","REG0-7762","HG+2","-","NaN","NaN",16793
"GST-RXN","2.5.1.18","REG0-7967","HG+2","-","NaN","NaN",16793
"KDO-8PPHOSPHAT-RXN","3.1.3.45","REG0-8242","HG+2","-","NaN","NaN",16793
"GLYCOPHOSPHORYL-RXN","2.4.1.1","REG0-8445","HG+2","-","NaN","NaN",16793
"KDO-8PSYNTH-RXN","2.5.1.55","REG0-8514","HG+2","-","NaN","NaN",16793
"CROBETREDUCT-RXN","1.3.99","REG0-8534","HG+2","-","NaN","NaN",16793
"GLUTDECARBOX-RXN","4.1.1.15","REG0-8581","HG+2","-","NaN","NaN",16793
"GLYOCARBOLIG-RXN","4.1.1.47","REG0-9081","HG+2","-","NaN","NaN",16793
"HISTIDPHOS-RXN","3.1.3.15","REG0-7112","HIS","-","NaN","COMPETITIVE",57595
"GLUTAMINESYN-RXN","6.3.1.2","REG0-8904","HIS","-","NaN","NaN",57595
"ATPPHOSPHORIBOSYLTRANS-RXN","2.4.2.17","REG0-9060","HIS","-","NaN","ALLOSTERIC",57595
"HISTIDPHOS-RXN","3.1.3.15","REG0-7111","HISTIDINOL","-","NaN","COMPETITIVE",57699
"HISTIDINE--TRNA-LIGASE-RXN","6.1.1.21","REG0-8631","HISTIDINOL","-","NaN","COMPETITIVE",57699
"OHMETPYRKIN-RXN","2.7.1.49","REG0-8929","HMP","-","NaN","COMPETITIVE",16892
"HOMOSERKIN-RXN","2.7.1.39","REG0-7933","HOMO-CYS","-","NaN","COMPETITIVE",58199
"GLUTDEHYD-RXN","1.4.1.4","REG0-7748","HOMO-SER","-","NaN","COMPETITIVE",57476
"HOMOSERKIN-RXN","2.7.1.39","REG0-7937","HOMO-SER","-","NaN","OTHER",57476
"ASPARTATEKIN-RXN","2.7.2.4","REG0-8979","HOMO-SER","+","NaN","NaN",57476
"ARGININE--TRNA-LIGASE-RXN","6.1.1.19","REG0-12000","HOMOARGININE","-","2400","COMPETITIVE",27747
"RXN0-4181","3.1.4.52","REG0-11573","HS","+","NaN","NaN",16136
"TRANS-RXN0-623","6.2.1.3","REG0-12426","HSCN","-","NaN","NaN",18022
"RXN0-7238","6.2.1.3","REG0-12427","HSCN","-","NaN","NaN",18022
"RXN0-7239","6.2.1.3","REG0-12430","HSCN","-","NaN","NaN",18022
"RXN0-7248","6.2.1.3","REG0-12477","HSCN","-","NaN","NaN",18022
"ACYLCOASYN-RXN","6.2.1.3","REG0-9855","HSCN","-","NaN","NaN",18022
"ASPDECARBOX-RXN","4.1.1.11","REG0-8806","HYDRAZINE","-","NaN","NaN",15571
"PHOSPHASERDECARB-RXN","4.1.1.65","REG0-9921","HYDRAZINE","-","NaN","NaN",15571
"GSPAMID-RXN","3.5.1.78","REG0-10914","HYDROGEN-PEROXIDE","-","NaN","NaN",16240
"SUPEROX-DISMUT-RXN","1.15.1.1","REG0-11608","HYDROGEN-PEROXIDE","-","NaN","NaN",16240
"CYTDEAM-RXN","3.5.4.1","REG0-11925","HYDROGEN-PEROXIDE","-","NaN","NaN",16240
"3.5.1.88-RXN","3.5.1.88","REG0-11926","HYDROGEN-PEROXIDE","-","NaN","NaN",16240
"AMINEPHEN-RXN","1.4.3.21","REG0-11298","HYDROXYLAMINE","-","NaN","NaN",15429
"ALADEHYDCHLORO-RXN","4.5.1.2","REG0-11958","HYDROXYLAMINE","-","NaN","NaN",15429
"RXN0-5266","1.10.3.14","REG0-7189","HYDROXYLAMINE","-","NaN","NaN",15429
"SUCCINYLDIAMINOPIMTRANS-RXN","2.6.1.17","REG0-7649","HYDROXYLAMINE","-","NaN","NaN",15429
"GABATRANSAM-RXN","2.6.1.19","REG0-7757","HYDROXYLAMINE","-","NaN","NaN",15429
"PHOSPHASERDECARB-RXN","4.1.1.65","REG0-8159","HYDROXYLAMINE","-","NaN","NaN",15429
"RXN0-5268","1.10.3.10","REG0-8508","HYDROXYLAMINE","-","NaN","NaN",15429
"ASPDECARBOX-RXN","4.1.1.11","REG0-8809","HYDROXYLAMINE","-","NaN","NaN",15429
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-8296","HYDROXYMALONATE","-","NaN","NaN",17649
"PEPTIDYLPROLYL-ISOMERASE-RXN","5.2.1.8","REG0-6826","HYDROXYNAPHTHOQUINONE","-","NaN","IRREVERSIBLE",15794
"ACETOLACTSYN-RXN","2.2.1.6","REG0-7109","ILE","-","NaN","NaN",58045
"L-ASPARTATE-OXID-RXN","1.4.3.16","REG0-9544","IMINOASPARTATE","-","NaN","NaN",58831
"SAICARSYN-RXN","6.3.2.6","REG0-11340","IMP","-","NaN","COMPETITIVE",58053
"PRPPAMIDOTRANS-RXN","2.4.2.14","REG0-11363","IMP","-","NaN","NaN",58053
"HYPOXANPRIBOSYLTRAN-RXN","2.4.2.8","REG0-7026","IMP","-","NaN","NaN",58053
"CARBPSYN-RXN","6.3.5.5","REG0-7381","IMP","+","NaN","ALLOSTERIC",58053
"METHYLENETHFDEHYDROG-NADP-RXN","1.5.1.5","REG0-7805","IMP","-","NaN","NaN",58053
"XANPRIBOSYLTRAN-RXN","2.4.2.22","REG0-7897","IMP","-","NaN","NaN",58053
"GUANYL-KIN-RXN","2.7.4.8","REG0-8380","IMP","-","NaN","NaN",58053
"PRPPAMIDOTRANS-RXN","2.4.2.14","REG0-11360","IODOACETAMIDE","-","NaN","NaN",103838
"RXN-17776","4.2.1.17","REG0-12433","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17780","4.2.1.17","REG0-12434","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN0-5393","4.2.1.17","REG0-12437","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17785","4.2.1.17","REG0-12438","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17789","4.2.1.17","REG0-12441","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17793","1.1.1.35","REG0-12442","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17797","1.1.1.35","REG0-12445","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17777","1.1.1.35","REG0-12447","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17781","1.1.1.35","REG0-12448","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17786","1.1.1.35","REG0-12451","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17790","1.1.1.35","REG0-12452","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17794","1.1.1.35","REG0-12455","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17798","1.1.1.35","REG0-12456","IODOACETAMIDE","NIL","NaN","NaN",103838
"RXN-17799","2.3.1.16","REG0-12459","IODOACETAMIDE","-","NaN","NaN",103838
"RXN-17795","2.3.1.16","REG0-12462","IODOACETAMIDE","-","NaN","NaN",103838
"RXN-17791","2.3.1.16","REG0-12465","IODOACETAMIDE","-","NaN","NaN",103838
"RXN-17787","2.3.1.16","REG0-12468","IODOACETAMIDE","-","NaN","NaN",103838
"RXN-17782","2.3.1.16","REG0-12471","IODOACETAMIDE","-","NaN","NaN",103838
"RXN-17778","2.3.1.16","REG0-12474","IODOACETAMIDE","-","NaN","NaN",103838
"FORMATEDEHYDROG-RXN","1.1.5.6","REG0-6864","IODOACETAMIDE","-","NaN","NaN",103838
"2.3.1.157-RXN","2.3.1.157","REG0-6878","IODOACETAMIDE","-","NaN","NaN",103838
"IPPISOM-RXN","5.3.3.2","REG0-6920","IODOACETAMIDE","-","NaN","NaN",103838
"KETOACYLCOATHIOL-RXN","2.3.1.16","REG0-6928","IODOACETAMIDE","-","NaN","NaN",103838
"MALONYL-COA-ACP-TRANSACYL-RXN","2.3.1.86","REG0-7086","IODOACETAMIDE","-","NaN","NaN",103838
"HOMSUCTRAN-RXN","2.3.1.46","REG0-7268","IODOACETAMIDE","-","NaN","NaN",103838
"ACYL-COA-HYDROLASE-RXN","3.1.2.20","REG0-7977","IODOACETAMIDE","-","NaN","NaN",103838
"3-OXOACYL-ACP-SYNTH-BASE-RXN","2.3.1.86","REG0-8062","IODOACETAMIDE","-","NaN","NaN",103838
"GSPAMID-RXN","3.5.1.78","REG0-8220","IODOACETAMIDE","-","NaN","NaN",103838
"ACP-S-ACETYLTRANSFER-RXN","2.3.1.86","REG0-8252","IODOACETAMIDE","-","NaN","NaN",103838
"3-OXOACYL-ACP-SYNTH-RXN","2.3.1.86","REG0-8305","IODOACETAMIDE","-","NaN","NaN",103838
"GPPSYN-RXN","2.5.1.1","REG0-8373","IODOACETAMIDE","-","NaN","NaN",103838
"FPPSYN-RXN","2.5.1.10","REG0-8488","IODOACETAMIDE","-","NaN","NaN",103838
"L-GLN-FRUCT-6-P-AMINOTRANS-RXN","2.6.1.16","REG0-9130","IODOACETAMIDE","-","NaN","IRREVERSIBLE",103838
"OHBUTYRYL-COA-EPIM-RXN","5.1.2.3","REG0-9337","IODOACETAMIDE","NIL","NaN","NaN",103838
"OHACYL-COA-DEHYDROG-RXN","1.1.1.35","REG0-9339","IODOACETAMIDE","NIL","NaN","NaN",103838
"ENOYL-COA-HYDRAT-RXN","4.2.1.17","REG0-9341","IODOACETAMIDE","NIL","NaN","NaN",103838
"ENOYL-COA-DELTA-ISOM-RXN","5.3.3.8","REG0-9344","IODOACETAMIDE","NIL","NaN","NaN",103838
"AMINEPHEN-RXN","1.4.3.21","REG0-11301","IPRONIAZID","-","NaN","NaN",5958
"AMINEPHEN-RXN","1.4.3.21","REG0-11297","ISONIAZIDE","-","NaN","NaN",6030
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN","2.1.2.11","REG0-8340","ISOVALERATE","-","NaN","NaN",48942
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-8285","ITACONATE","-","NaN","UNCOMPETITIVE",17240
"NADH-DEHYDROG-A-RXN","1.6.5.3","REG0-10748","K+","+","NaN","NaN",29103
"GTP-CYCLOHYDRO-I-RXN","3.5.4.16","REG0-11040","K+","+","NaN","NaN",29103
"RXN0-7023","3.1.13","REG0-11611","K+","+","NaN","NaN",29103
"UDPMANNACADEHYDROG-RXN","1.1.1.336","REG0-11789","K+","+","NaN","NaN",29103
"6PFRUCTPHOS-RXN","2.7.1.11","REG0-11799","K+","-","NaN","NaN",29103
"F16ALDOLASE-RXN","4.1.2.13","REG0-12169","K+","+","NaN","NaN",29103
"BADH-RXN","1.2.1.8","REG0-12423","K+","+","NaN","NaN",29103
"CITSYN-RXN","2.3.3.16","REG0-6744","K+","+","NaN","OTHER",29103
"DTMPKI-RXN","2.7.4.12","REG0-6778","K+","-","NaN","NaN",29103
"GLYCDEH-RXN","1.1.1.6","REG0-6885","K+","+","NaN","NaN",29103
"THI-P-KIN-RXN","2.7.4.16","REG0-7012","K+","+","NaN","NaN",29103
"TREHALOSE6PSYN-RXN","2.4.1.15","REG0-7020","K+","+","NaN","NaN",29103
"DIHYDROFOLATEREDUCT-RXN","1.5.1.3","REG0-7048","K+","-","NaN","NaN",29103
"EXOPOLYPHOSPHATASE-RXN","3.6.1.11","REG0-7105","K+","+","NaN","NaN",29103
"CARBPSYN-RXN","6.3.5.5","REG0-7383","K+","+","NaN","NaN",29103
"IMP-DEHYDROG-RXN","1.1.1.205","REG0-7393","K+","+","NaN","NaN",29103
"RXN0-4222","3.1.13.1","REG0-7550","K+","+","NaN","NaN",29103
"MALIC-NADP-RXN","1.1.1.40","REG0-7617","K+","+","NaN","NaN",29103
"GLYOCARBOLIG-RXN","4.1.1.47","REG0-7744","K+","+","NaN","NaN",29103
"THIKIN-RXN","2.7.1.89","REG0-7905","K+","+","NaN","NaN",29103
"ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","1.2.1.11","REG0-8121","K+","-","NaN","NaN",29103
"3.1.13.5-RXN","3.1.13.5","REG0-8299","K+","+","NaN","NaN",29103
"GUANYL-KIN-RXN","2.7.4.8","REG0-8382","K+","+","NaN","NaN",29103
"PPPGPPHYDRO-RXN","3.6.1.40","REG0-8393","K+","-","NaN","NaN",29103
"UDPNACETYLMURAMATEDEHYDROG-RXN","1.3.1.98","REG0-8597","K+","+","NaN","NaN",29103
"UDP-NACMURALGLDAPLIG-RXN","6.3.2.13","REG0-8676","K+","+","NaN","NaN",29103
"HOMOSERDEHYDROG-RXN","1.1.1.3","REG0-8974","K+","+","NaN","NaN",29103
"NICONUCADENYLYLTRAN-RXN","2.7.7.18","REG0-9559","K+","+","NaN","NaN",29103
"F16BDEPHOS-RXN","3.1.3.11","REG0-10229","KCL","-","NaN","NaN",32588
"POLYPHOSPHATE-KINASE-RXN","2.7.4.1","REG0-7284","KCL","-","NaN","NaN",32588
"HOLO-ACP-SYNTH-RXN","2.7.8.7","REG0-7924","KCL","-","NaN","NaN",32588
"1PFRUCTPHOSN-RXN","2.7.1.56","REG0-9056","KCL","+","NaN","NaN",32588
"KDGALDOL-RXN","4.1.2.20","REG0-10058","KDO","-","NaN","COMPETITIVE",16064
"KDO-8PSYNTH-RXN","2.5.1.55","REG0-8511","KDO-8P","-","NaN","COMPETITIVE",58368
"KDOTRANS2-RXN","2.4.99.13","REG0-7736","KDO2-LIPID-A","-","NaN","NaN",58540
"KDOTRANS-RXN","2.4.99.12","REG0-7754","KDO2-LIPID-A","-","NaN","NaN",58540
"KDOTRANS2-RXN","2.4.99.13","REG0-7734","KDO2-LIPID-IVA","-","NaN","NaN",60365
"KDOTRANS-RXN","2.4.99.12","REG0-7749","KDO2-LIPID-IVA","-","NaN","NaN",60365
"QUERCETIN-23-DIOXYGENASE-RXN","1.13.11.24","REG0-6658","KOJIC-ACID","-","NaN","NaN",43572
"S-ADENMETSYN-RXN","2.5.1.6","REG0-9978","L-2-AMINOHEXANOATE","-","NaN","NaN",58455
"ORNCARBAMTRANSFER-RXN","2.1.3.3","REG0-10705","L-2-AMINOPENTANOIC-ACID","-","NaN","OTHER",58441
"DAHPSYN-RXN","2.5.1.54","REG0-7439","L-ALPHA-ALANINE","-","NaN","NaN",57972
"SERINE-O-ACETTRAN-RXN","2.3.1.30","REG0-8043","L-ALPHA-ALANINE","-","NaN","NaN",57972
"GLUTAMINESYN-RXN","6.3.1.2","REG0-8891","L-ALPHA-ALANINE","-","NaN","COMPETITIVE",57972
"ARABISOM-RXN","5.3.1.4","REG0-7990","L-ARABITOL","-","NaN","COMPETITIVE",18403
"DARABISOM-RXN","5.3.1.3","REG0-9157","L-ARABITOL","-","NaN","NaN",18403
"MALIC-NADP-RXN","1.1.1.40","REG0-11309","L-ASPARTATE","+","NaN","NaN",29991
"ASPARAGHYD-RXN","3.5.1.38","REG0-12177","L-ASPARTATE","-","NaN","COMPETITIVE",29991
"PEPCARBOX-RXN","4.1.1.31","REG0-7270","L-ASPARTATE","-","NaN","ALLOSTERIC",29991
"PYROXALTRANSAM-RXN","2.6.1.31","REG0-7447","L-ASPARTATE","-","NaN","NaN",29991
"ASPARTASE-RXN","4.3.1.1","REG0-7467","L-ASPARTATE","+","NaN","NaN",29991
"1.1.1.39-RXN","1.1.1.38","REG0-7676","L-ASPARTATE","+","NaN","ALLOSTERIC",29991
"GLUTAMATESYN-RXN","1.4.1.13","REG0-8686","L-ASPARTATE","-","NaN","NaN",29991
"CARBPSYN-RXN","6.3.5.5","REG0-7376","L-AZASERINE","-","NaN","NaN",74846
"N-ACETYLTRANSFER-RXN","2.3.1.1","REG0-6949","L-CITRULLINE","-","NaN","NaN",57743
"TRANS-RXN0-593","3.6.3.21","REG0-12096","L-CYSTATHIONINE","-","NaN","NaN",58161
"CTPSYN-RXN","6.3.4.2","REG0-7072","L-GLUTAMATE_GAMMA-SEMIALDEHYDE","-","NaN","OTHER",58066
"L-GLN-FRUCT-6-P-AMINOTRANS-RXN","2.6.1.16","REG0-9132","L-GLUTAMATE_GAMMA-SEMIALDEHYDE","-","NaN","COMPETITIVE",58066
"TRANSALDOL-RXN","2.2.1.2","REG0-7423","L-GLYCERALDEHYDE","-","NaN","COMPETITIVE",27975
"RXN-1381","2.3.1.15","REG0-9541","L-GLYCERALDEHYDE-3-PHOSPHATE","-","NaN","COMPETITIVE",48932
"PHOSPHAGLYPSYN-RXN","2.7.8.5","REG0-9542","L-GLYCERALDEHYDE-3-PHOSPHATE","-","NaN","COMPETITIVE",48932
"RXN0-7008","1.5.5.2","REG0-8055","L-LACTATE","-","NaN","COMPETITIVE",16651
"CARBPSYN-RXN","6.3.5.5","REG0-7380","L-ORNITHINE","+","NaN","ALLOSTERIC",46911
"ARGDECARBOX-RXN","4.1.1.19","REG0-7796","L-ORNITHINE","-","NaN","COMPETITIVE",46911
"ACETYLORNDEACET-RXN","3.5.1.16","REG0-8082","L-ORNITHINE","-","NaN","COMPETITIVE",46911
"AGMATIN-RXN","3.5.3.11","REG0-9973","L-ORNITHINE","-","NaN","NONCOMPETITIVE",46911
"2-DEHYDROPANTOATE-REDUCT-RXN","1.1.1.169","REG0-8230","L-PANTOATE","-","NaN","NONCOMPETITIVE",15980
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN","2.1.2.11","REG0-8341","L-PANTOATE","-","NaN","NaN",15980
"ALADEHYDCHLORO-RXN","4.5.1.2","REG0-11955","L-PENICILLAMINE","-","NaN","NaN",50869
"GLUTAMINESYN-RXN","6.3.1.2","REG0-8892","L-PHOSPHINOTHRICIN","-","NaN","COMPETITIVE",58882
"ASNSYNB-RXN","6.3.5.4","REG0-12331","L-THREO-3-METHYL-ASPARTATE","-","18000","COMPETITIVE",58724
"ORNDECARBOX-RXN","4.1.1.17","REG0-8772","L-THREONINE-O-3-PHOSPHATE","-","NaN","NONCOMPETITIVE",58675
"LACTALDDEHYDROG-RXN","1.2.1.22","REG0-9209","LACTALD","-","NaN","NaN",18041
"LAUROYLACYLTRAN-RXN","2.3.1.241","REG0-11801","LAUROYLCOA-CPD","-","NaN","NaN",57375
"2-ISOPROPYLMALATESYN-RXN","2.3.3.13","REG0-6662","LEU","-","NaN","NaN",57427
"TYROSINE-AMINOTRANSFERASE-RXN","2.6.1.57","REG0-7014","LEU","-","NaN","NaN",57427
"ACETOLACTSYN-RXN","2.2.1.6","REG0-7107","LEU","-","NaN","NaN",57427
"BRANCHED-CHAINAMINOTRANSFERLEU-RXN","2.6.1.6","REG0-7813","LEU","-","NaN","NaN",57427
"PHEAMINOTRANS-RXN","2.6.1.57","REG0-8170","LEU","-","NaN","NaN",57427
"ACETOOHBUTSYN-RXN","2.2.1.6","REG0-8172","LEU","-","NaN","NaN",57427
"ACETOOHBUTSYN-RXN","2.2.1.6","REG0-8223","LEU","-","NaN","NaN",57427
"ACETOLACTSYN-RXN","2.2.1.6","REG0-8654","LEU","-","NaN","NaN",57427
"ASPARTATEKIN-RXN","2.7.2.4","REG0-8970","LEU","-","NaN","NaN",57427
"F16BDEPHOS-RXN","3.1.3.11","REG0-10225","LI+","-","NaN","NaN",49713
"F16BDEPHOS-RXN","3.1.3.11","REG0-10228","LI+","-","NaN","NaN",49713
"SAMDECARB-RXN","4.1.1.50","REG0-10716","LI+","+","NaN","NaN",49713
"RXN-7253","3.1.3.25","REG0-12431","LI+","-","NaN","NaN",49713
"RXN0-5408","3.1.3.25","REG0-6815","LI+","-","NaN","NaN",49713
"RHAMNULPALDOL-RXN","4.1.2.19","REG0-7782","LI+","-","NaN","COMPETITIVE",49713
"ACYLGPEACYLTRANS-RXN","2.3.1.40","REG0-7862","LI+","-","NaN","NaN",49713
"325-BISPHOSPHATE-NUCLEOTIDASE-RXN","3.1.3.7","REG0-9535","LI+","-","NaN","NaN",49713
"PPGPPSYN-RXN","3.1.7.2","REG0-9894","LI+","-","NaN","NaN",49713
"HOMOSERKIN-RXN","2.7.1.39","REG0-10871","LYS","-","NaN","NONCOMPETITIVE",32551
"DIHYDRODIPICSYN-RXN","4.3.3.7","REG0-11678","LYS","-","NaN","MIXED",32551
"ARGDECARBOX-RXN","4.1.1.19","REG0-7795","LYS","-","NaN","COMPETITIVE",32551
"DIAMINOPIMDECARB-RXN","4.1.1.20","REG0-8051","LYS","-","NaN","NaN",32551
"ASPARTATEKIN-RXN","2.7.2.4","REG0-8971","LYS","-","NaN","ALLOSTERIC",32551
"ASPARTATEKIN-RXN","2.7.2.4","REG0-8978","LYS","-","NaN","NaN",32551
"GSADENYLATION-RXN","2.7.7.42","REG0-10018","MAL","-","NaN","NaN",15589
"PEPCARBOX-RXN","4.1.1.31","REG0-7271","MAL","-","NaN","ALLOSTERIC",15589
"1.1.1.39-RXN","1.1.1.38","REG0-7673","MAL","-","NaN","UNCOMPETITIVE",15589
"SAICARSYN-RXN","6.3.2.6","REG0-11339","MALEATE","-","NaN","COMPETITIVE",30780
"PHEAMINOTRANS-RXN","2.6.1.57","REG0-6640","MALEATE","-","NaN","COMPETITIVE",30780
"2.6.1.7-RXN","2.6.1.7","REG0-6642","MALEATE","-","NaN","COMPETITIVE",30780
"GLUTDECARBOX-RXN","4.1.1.15","REG0-7153","MALEATE","-","NaN","COMPETITIVE",30780
"ASPAMINOTRANS-RXN","2.6.1.1","REG0-8009","MALEATE","-","NaN","COMPETITIVE",30780
"GLUTDECARBOX-RXN","4.1.1.15","REG0-8570","MALEATE","-","NaN","COMPETITIVE",30780
"R601-RXN","1.3.5.4","REG0-6651","MALONATE","-","NaN","COMPETITIVE",15792
"SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","1.3.5.1","REG0-7080","MALONATE","-","NaN","COMPETITIVE",15792
"GLUTDECARBOX-RXN","4.1.1.15","REG0-7157","MALONATE","-","NaN","COMPETITIVE",15792
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-8282","MALONATE","-","NaN","COMPETITIVE",15792
"GLUTDECARBOX-RXN","4.1.1.15","REG0-8574","MALONATE","-","NaN","COMPETITIVE",15792
"MANNONDEHYDRAT-RXN","4.2.1.8","REG0-7552","MANNITOL","-","NaN","COMPETITIVE",16899
"TRANS-RXN0-593","3.6.3.21","REG0-12098","MESO-DIAMINOPIMELATE","-","NaN","NaN",57791
"L-ASPARTATE-OXID-RXN","1.4.3.16","REG0-8590","MESO-TARTRATE","-","NaN","COMPETITIVE",30928
"HOMOCYSMETB12-RXN","2.1.1.13","REG0-10649","MET","-","NaN","OTHER",57844
"2.8.1.6-RXN","2.8.1.6","REG0-10861","MET","-","NaN","NaN",57844
"HOMSUCTRAN-RXN","2.3.1.46","REG0-7265","MET","-","NaN","ALLOSTERIC",57844
