,bigg.metabolite,bigg.reaction,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,chebiID,SPL
159,adpglc,agmhe,ReactionID=5.1.3.20-RXN,ADP-glucose,5.1.3.20,C00498,,598,ADP-glucose,653940,-,Escherichia coli,BRENDA,CHEBI:15751,5.0
160,adpglc,glcp2,competitive inhibition,ADP-glucose,2.4.1.1,C00498,0.7,1112,ADPglucose,488238,-,Escherichia coli,BRENDA,CHEBI:15751,3.0
161,adpglc,pps,weak,ADP-glucose,2.7.9.2,C00498,,598,ADP-glucose,645473,-,Escherichia coli,BRENDA,CHEBI:15751,3.0
162,adpglc,udpgalppp,competitive,ADP-glucose,3.6.1.45,C00498,,8036,ADP-D-glucose,209944,-,Escherichia coli,BRENDA,CHEBI:15751,7.0
163,adprib,acald,ReactionID=ACETALD-DEHYDROG-RXN,Cyclic ADP-ribose,1.2.1.10,C13050,,402,ADP-ribose,390164,-,Escherichia coli,BRENDA,CHEBI:31445,3.0
164,adprib,g3pd2,"pH 7.4, 23°C, wild-type enzyme",Cyclic ADP-ribose,1.1.1.94,C13050,0.1,402,ADP-ribose,669177,-,Escherichia coli,BRENDA,CHEBI:31445,5.0
165,adprib,uapgr,"at high concentration, competitive with respect to NADPH",Cyclic ADP-ribose,1.3.1.98,C13050,,402,ADP-ribose,286065,-,Escherichia coli,BRENDA,CHEBI:31445,5.0
166,ag,abutd,complete inhibition at 1 mM,,1.2.1.3,,,75,Ag+,690591,-,Escherichia coli,BRENDA,CHEBI:49468,7.0
167,ag,acnml,"0% residual activity at 0.1 mM, 6% residual activity at 0.01 mM",,4.1.3.3,,,75,Ag+,33314,-,Escherichia coli,BRENDA,CHEBI:49468,9.0
168,ag,argdc,,,4.1.1.19,,,75,Ag+,4090,-,Escherichia coli,BRENDA,CHEBI:49468,7.0
169,ag,asnn,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,AG+,,,-,Escherichia coli,EcoCyc,CHEBI:49468,7.0
170,ag,csnd,,,3.5.4.1,,,75,Ag+,209497,-,Escherichia coli,BRENDA,CHEBI:49468,7.0
171,ag,fum,ReactionID=FUMHYDR-RXN,,4.2.1.2,,,AG+,,,-,Escherichia coli,EcoCyc,CHEBI:49468,9.0
172,ag,glcp2,strong inhibition,,2.4.1.1,,,75,Ag+,488238,-,Escherichia coli,BRENDA,CHEBI:49468,7.0
173,ag,lacz,,,3.2.1.23,,,75,Ag+,"171273, 679236",-,Escherichia coli,BRENDA,CHEBI:49468,9.0
174,ag,pants,,,6.3.2.1,,,75,Ag+,"977, 978, 979",-,Escherichia coli,BRENDA,CHEBI:49468,7.0
175,ag,pgcd,inhibition can be overcome by addition of dithiothreitol,,1.1.1.95,,,75,Ag+,287530,-,Escherichia coli,BRENDA,CHEBI:49468,7.0
176,ag,tdpgdh,irreversible,,4.2.1.46,,,75,Ag+,5718,-,Escherichia coli,BRENDA,CHEBI:49468,9.0
177,agm,argdc,,Agmatine,4.1.1.19,C00179,,505,agmatine,"4085, 4086",-,Escherichia coli,BRENDA,CHEBI:17431,1.0
178,ahcys,aconmt,ReactionID=RXN0-2441,,2.1.1.144,,,ADENOSYL-HOMO-CYS,,,-,Escherichia coli,EcoCyc,CHEBI:57856,1.0
179,ahcys,ahcysns,; moderate inhibitor,,3.2.2.9,,0.0024,36,S-adenosyl-L-homocysteine,171857,-,Escherichia coli,BRENDA,CHEBI:57856,1.0
180,ahcys,amaotr,5 mM,,2.6.1.62,,,36,S-adenosyl-L-homocysteine,637092,-,Escherichia coli,BRENDA,CHEBI:57856,3.0
181,ahcys,cfas160e,product inhibition,,2.1.1.79,,0.22,843,S-adenosylhomocysteine,485627,-,Escherichia coli,BRENDA,CHEBI:57856,1.0
182,ahcys,hcysmt,product inhibition,,2.1.1.10,,,36,S-adenosyl-L-homocysteine,441382,-,Escherichia coli,BRENDA,CHEBI:57856,1.0
183,ahcys,obtfl,,,2.3.1.54,,,36,S-adenosyl-L-homocysteine,"487219, 487221",-,Escherichia coli,BRENDA,CHEBI:57856,5.0
184,air,prais,ReactionID=AIRS-RXN,Aminoimidazole ribotide,6.3.3.1,C03373,,5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE,,,-,Escherichia coli,EcoCyc,CHEBI:28843,1.0
185,akg,abta,substrate inhibition,2-Oxoglutarate,2.6.1.19,C00026,,34,2-oxoglutarate,661189,-,Escherichia coli,BRENDA,CHEBI:30915,1.0
186,akg,cs,wild-type,2-Oxoglutarate,2.3.3.16,C00026,0.76,34,2-oxoglutarate,488040,-,Escherichia coli,BRENDA,CHEBI:30915,3.0
187,akg,fba,ReactionID=F16ALDOLASE-RXN,2-Oxoglutarate,4.1.2.13,C00026,,34,2-oxoglutarate,4914,+,Escherichia coli,BRENDA,CHEBI:30915,5.0
188,akg,icl,ReactionID=ISOCIT-CLEAV-RXN,2-Oxoglutarate,4.1.3.1,C00026,,34,2-oxoglutarate,33118,-,Escherichia coli,BRENDA,CHEBI:30915,3.0
189,akg,ileta,17.5% activity in the presence of 10 mM,2-Oxoglutarate,2.6.1.42,C00026,,5098,2-Ketoglutarate,721470,-,Escherichia coli,BRENDA,CHEBI:30915,1.0
190,akg,pps,ReactionID=PEPSYNTH-RXN,2-Oxoglutarate,2.7.9.2,C00026,,34,2-oxoglutarate,"645472, 645473",-,Escherichia coli,BRENDA,CHEBI:30915,3.0
191,akg,pthrpp,ReactionID=DEPHOSICITDEHASE-RXN,,3.1.3,,,2-KETOGLUTARATE,,,+,Escherichia coli,EcoCyc,CHEBI:16810,7.0
192,akg,sdpta,"at high concentrations, inhibition in both directions",2-Oxoglutarate,2.6.1.17,C00026,,34,2-oxoglutarate,636965,-,Escherichia coli,BRENDA,CHEBI:30915,1.0
193,akg,sucoas,,2-Oxoglutarate,6.2.1.5,C00026,,34,2-oxoglutarate,799,-,Escherichia coli,BRENDA,CHEBI:30915,3.0
194,ala__d,csnd,,,3.5.4.1,,,164,D-alanine,209497,+,Escherichia coli,BRENDA,CHEBI:57416,3.0
195,ala__d,ghmt2r,inactivates enzyme by converting the enzyme bound pyridoxal 5'-phosphate to pyridoxamine phosphate in a transamination reaction,,2.1.2.1,,,164,D-alanine,"441412, 441424",-,Escherichia coli,BRENDA,CHEBI:57416,5.0
196,ala__l,ddpa,ReactionID=DAHPSYN-RXN,,2.5.1.54,,,L-ALPHA-ALANINE,,,-,Escherichia coli,EcoCyc,CHEBI:57972,3.0
197,ala__l,glns,ReactionID=GLUTAMINESYN-RXN,,6.3.1.2,,,L-ALPHA-ALANINE,,,-,Escherichia coli,EcoCyc,CHEBI:57972,3.0
198,ala__l,glusy,significant inhibitor,,1.4.1.13,,,103,L-alanine,391438,-,Escherichia coli,BRENDA,CHEBI:57972,3.0
199,ala__l,ocbt,,,2.1.3.3,,13.0,103,L-alanine,485898,-,Escherichia coli,BRENDA,CHEBI:57972,3.0
200,ala__l,pants,,,6.3.2.1,,,251,L-Ala,"978, 979",-,Escherichia coli,BRENDA,CHEBI:57972,3.0
201,ala__l,pgcd,,,1.1.1.95,,,103,L-alanine,287525,-,Escherichia coli,BRENDA,CHEBI:57972,3.0
202,ala__l,serat,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,CHEBI:57972,3.0
203,ala__l,serd_d,"25°C, pH 7.8",,4.3.1.18,,17.0,369,Ala,210805,-,Escherichia coli,BRENDA,CHEBI:57972,3.0
204,ala__l,trpas2,competitive,,4.1.99.1,,14.0,369,Ala,37334,-,Escherichia coli,BRENDA,CHEBI:57972,3.0
205,ala__l,vpamtr,growing this microorganism in the presence of alanine represses transaminase C activity,,2.6.1.66,,,103,L-alanine,640186,-,Escherichia coli,BRENDA,CHEBI:57972,1.0
206,ala_b,pgcd,slightly,,1.1.1.95,,,494,beta-Alanine,287548,-,Escherichia coli,BRENDA,CHEBI:57966,5.0
207,ala_b,pragsr,ReactionID=GLYRIBONUCSYN-RXN,,6.3.4.13,,,B-ALANINE,,,-,Escherichia coli,EcoCyc,CHEBI:57966,3.0
208,alaala,alaalar,ReactionID=DALADALALIG-RXN,,6.3.2.4,,0.049,1348,D-Ala-D-Ala,"1235, 1236",-,Escherichia coli,BRENDA,CHEBI:57822,1.0
209,altrn,manao,non-competitive,D-Altronate,1.1.1.57,C00817,,7175,D-Altronate,287131,-,Escherichia coli,BRENDA,CHEBI:46644,3.0
210,altrn,mnnh,ReactionID=MANNONDEHYDRAT-RXN,D-Altronate,4.2.1.8,C00817,,D-ALTRONATE,,,+,Escherichia coli,EcoCyc,CHEBI:17360,3.0
211,amet,admdc,"substrate inactivation results in the conversion of the pyruvoyl group to an alanyl residue. The mechanism of inactivation involves the transamination of the nascent product to the pyruvoyl group, followed by the elimination of methylthioadenosine and the generation of a 2-propenal equivalent which can undergo a Michael addition to the enzyme",S-Adenosyl-L-methionine,4.1.1.50,C00019,,24,S-adenosyl-L-methionine,4660,-,Escherichia coli,BRENDA,CHEBI:15414,1.0
212,amet,hcysmt,product inhibition above 0.25 mM,S-Adenosyl-L-methionine,2.1.1.10,C00019,,24,S-adenosyl-L-methionine,692948,-,Escherichia coli,BRENDA,CHEBI:15414,1.0
213,amet,hsst,feed-back inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,487044,-,Escherichia coli,BRENDA,CHEBI:15414,3.0
214,amet,metat,ReactionID=S-ADENMETSYN-RXN,S-Adenosyl-L-methionine,2.5.1.6,C00019,,404,S-adenosylmethionine,639056,+,Escherichia coli,BRENDA,CHEBI:15414,1.0
215,amet,mets,,S-Adenosyl-L-methionine,2.1.1.13,C00019,,24,S-adenosyl-L-methionine,659993,+,Escherichia coli,BRENDA,CHEBI:15414,3.0
216,amet,obtfl,,S-Adenosyl-L-methionine,2.3.1.54,C00019,,404,S-adenosylmethionine,"14936, 487219, 487222, 487230",+,Escherichia coli,BRENDA,CHEBI:15414,3.0
217,ametam,admdc,competitive with respect to S-adenosylmethionine,S-Adenosylmethioninamine,4.1.1.50,C01137,,7304,(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium salt,4668,-,Escherichia coli,BRENDA,CHEBI:15625,1.0
218,ametam,apcs,competitive substrate inhibition,S-Adenosylmethioninamine,2.5.1.16,C01137,,3271,S-adenosyl-(5')-3-methylthio-1-propylamine,"639708, 639709",-,Escherichia coli,BRENDA,CHEBI:15625,1.0
219,amp,23pde2pp,,AMP,3.1.4.16,C00020,0.59,236,5'-AMP,652555,-,Escherichia coli,BRENDA,CHEBI:16027,7.0
220,amp,ab6pgh,,AMP,3.2.1.86,C00020,,30,AMP,136924,-,Escherichia coli,BRENDA,CHEBI:16027,5.0
221,amp,acald,ReactionID=ACETALD-DEHYDROG-RXN,AMP,1.2.1.10,C00020,,30,AMP,390164,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
222,amp,acs,ReactionID=ACETATE--COA-LIGASE-RXN,,6.2.1.1,,,AMP,,,-,Escherichia coli,EcoCyc,CHEBI:456215,1.0
223,amp,adk1,,AMP,2.7.4.3,C00020,,30,AMP,642586,-,Escherichia coli,BRENDA,CHEBI:16027,1.0
224,amp,adpt,,AMP,2.4.2.8,C00020,,45234,6-aminopurine nucleotides,638391,-,Escherichia coli,BRENDA,CHEBI:16027,1.0
225,amp,argtrs,ReactionID=ARGININE--TRNA-LIGASE-RXN,,6.1.1.19,,1.6,AMP,,,-,Escherichia coli,EcoCyc,CHEBI:456215,1.0
226,amp,asnn,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,AMP,,,+,Escherichia coli,EcoCyc,CHEBI:456215,3.0
227,amp,asns2,ReactionID=ASNSYNA-RXN,,6.3.1.1,,,AMP,,,-,Escherichia coli,EcoCyc,CHEBI:456215,1.0
228,amp,atpprt,"linear competitive inhibitor with respect to ATP, stabilizes the enzyme to thermal inactivation, protect the ordered enzymatic structure against thermodenaturation",AMP,2.4.2.17,C00020,,30,AMP,"637662, 637668",-,Escherichia coli,BRENDA,CHEBI:16027,3.0
229,amp,cdappa120,very strong inhibition,AMP,3.6.1.26,C00020,,30,AMP,210004,-,Escherichia coli,BRENDA,CHEBI:16027,5.0
230,amp,dasyn120,ReactionID=RXN0-5515,,2.7.7.41,,,AMP,,,+,Escherichia coli,EcoCyc,CHEBI:456215,3.0
231,amp,dbts,,AMP,6.3.3.3,C00020,,30,AMP,1338,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
232,amp,dgk1,ReactionID=GUANYL-KIN-RXN,,2.7.4.8,,,AMP,,,-,Escherichia coli,EcoCyc,CHEBI:456215,3.0
233,amp,dpr,competitive,AMP,1.1.1.169,C00020,6.3,30,AMP,669806,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
234,amp,fbp,50% inhibition at 0.015 mM,AMP,3.1.3.11,C00020,0.00062,30,AMP,170730,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
235,amp,fmnrx2,ReactionID=FMNREDUCT-RXN,,1.5.1.39,,,AMP,,,-,Escherichia coli,EcoCyc,CHEBI:456215,3.0
236,amp,g3pd2,"pH 7.4, 23°C, wild-type enzyme",AMP,1.1.1.94,C00020,5.0,30,AMP,669177,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
237,amp,gdpmnp,,AMP,3.6.1.21,C00020,,30,AMP,657184,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
238,amp,glcp2,ReactionID=GLYCOPHOSPHORYL-RXN,AMP,2.4.1.1,C00020,,236,5'-AMP,488238,+,Escherichia coli,BRENDA,CHEBI:16027,3.0
239,amp,glgc,comparison of inhibition of wild-type and chimeric enzymes,AMP,2.7.7.27,C00020,0.007,30,AMP,643141,+,Escherichia coli,BRENDA,CHEBI:16027,3.0
240,amp,glns,"no feedback inhibition of unadenylated enzyme form, enhanced sensitivity to feedback inhibition by adenylated enzyme form",AMP,6.3.1.2,C00020,,30,AMP,37497,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
241,amp,gludy,inhibitory at higher concentrations than 1 mM,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,CHEBI:16027,3.0
242,amp,gluprt,"approx. 10 mM, complete inhibition, sigmoidal inhibition curve, competitive vs. 5-phospho-alpha-D-ribose 1-diphosphate, GMP and AMP together have a synergistic effect on inhibition",AMP,2.4.2.14,C00020,0.36,30,AMP,489747,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
243,amp,gmpr,weak,AMP,1.7.1.7,C00020,,30,AMP,394292,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
244,amp,impd,,AMP,1.1.1.205,C00020,,30,AMP,347946,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
245,amp,leutrs,,AMP,6.1.1.4,C00020,,30,AMP,429,-,Escherichia coli,BRENDA,CHEBI:16027,1.0
246,amp,nads1,ReactionID=NAD-SYNTH-NH3-RXN,,6.3.1.5,,,AMP,,,-,Escherichia coli,EcoCyc,CHEBI:456215,1.0
247,amp,ntd10,"wild-type, pH 7.5, 25°C",AMP,3.1.3.5,C00020,23.0,236,5'-AMP,664087,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
248,amp,orpt,not inhibitory,AMP,2.4.2.10,C00020,,30,AMP,489719,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
249,amp,oxcdc,,AMP,4.1.1.8,C00020,,30,AMP,714955,+,Escherichia coli,BRENDA,CHEBI:16027,7.0
250,amp,pants,,AMP,6.3.2.1,C00020,,30,AMP,979,-,Escherichia coli,BRENDA,CHEBI:16027,1.0
251,amp,pntk,,AMP,2.7.1.33,C00020,,30,AMP,641393,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
252,amp,pps,ReactionID=PEPSYNTH-RXN,AMP,2.7.9.2,C00020,,30,AMP,645473,-,Escherichia coli,BRENDA,CHEBI:16027,1.0
253,amp,prpps,ReactionID=PRPPSYN-RXN,,2.7.6.1,,,AMP,,,-,Escherichia coli,EcoCyc,CHEBI:456215,1.0
254,amp,pthrpp,ReactionID=DEPHOSICITDEHASE-RXN,,3.1.3,,,AMP,,,+,Escherichia coli,EcoCyc,CHEBI:456215,5.0
255,amp,pydamk,ReactionID=PYRIDOXKIN-RXN,,2.7.1.35,,1.3,AMP,,,-,Escherichia coli,EcoCyc,CHEBI:456215,3.0
256,amp,pyk,ReactionID=PEPDEPHOS-RXN,,2.7.1.40,,,AMP,,,+,Escherichia coli,EcoCyc,CHEBI:456215,3.0
257,amp,rpi,ReactionID=RIB5PISOM-RXN,AMP,5.3.1.6,C00020,,30,AMP,2787,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
258,amp,selnps,competitive to ATP,AMP,2.7.9.3,C00020,0.17,30,AMP,645479,-,Escherichia coli,BRENDA,CHEBI:16027,1.0
259,amp,thd2pp,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,CHEBI:16027,3.0
260,amp,tmpk,ReactionID=THI-P-KIN-RXN,AMP,2.7.4.16,C00020,,30,AMP,642545,-,Escherichia coli,BRENDA,CHEBI:16027,3.0
261,amp,tyrtrs,inhibition is weakened by chloride,AMP,6.1.1.1,C00020,0.35,30,AMP,650300,-,Escherichia coli,BRENDA,CHEBI:16027,1.0
262,anth,igps,ReactionID=IGPSYN-RXN,,4.1.1.48,,,ANTHRANILATE,,,-,Escherichia coli,EcoCyc,CHEBI:16567,5.0
263,ap5a,adk1,1 µM,Bis(5'-adenosyl) pentaphosphate,2.7.4.3,C04058,,22346,"P1,P5-di(adenosine-5') pentaphosphate",702283,-,Escherichia coli,BRENDA,CHEBI:28898,3.0
264,ap5a,cbps,inhibits two partial reactions catalyzed by the enzyme: bicarbonate-dependent ATPase and ATP synthesis from carbamoyl phosphate,Bis(5'-adenosyl) pentaphosphate,6.3.5.5,C04058,,94642,"P1,P5-di(adenosine 5')-pentaphosphate",1738,-,Escherichia coli,BRENDA,CHEBI:28898,3.0
265,apoacp,acps1,substrate inhibition,Apo-[acyl-carrier-protein],2.7.8.7,C03688,0.0006,1664,apo-acyl-carrier protein,645395,-,Escherichia coli,BRENDA,CHEBI:16139,1.0
266,appl,ethaal,competitive,1-Aminopropan-2-ol,4.3.1.7,C05771,,29958,DL-1-aminopropan-2-ol,34382,-,Escherichia coli,BRENDA,CHEBI:19030,5.0
267,aps,adsk,"pH 8.0, 25°C",Adenylyl sulfate,2.7.1.25,C00224,0.0004,425,adenosine 5'-phosphosulfate,641215,-,Escherichia coli,BRENDA,CHEBI:17709,1.0
268,ara5p,rpi,ReactionID=RIB5PISOM-RXN,D-Arabinose 5-phosphate,5.3.1.6,C01112,,6486,arabinose 5-phosphate,653911,-,Escherichia coli,BRENDA,CHEBI:16241,3.0
269,ara5p,tala,ReactionID=TRANSALDOL-RXN,D-Arabinose 5-phosphate,2.2.1.2,C01112,,15695,D-arabinose-5-phosphate,486041,-,Escherichia coli,BRENDA,CHEBI:16241,5.0
270,ara5p,tkt1,competitive inhibition,D-Arabinose 5-phosphate,2.2.1.1,C01112,,538,D-arabinose 5-phosphate,486023,-,Escherichia coli,BRENDA,CHEBI:16241,5.0
271,arg__l,acgk,enzyme has no allosteric properties and its activity is influenced neither by arginine nor by any of the intermediates of the arginine biosynthetic pathway,L-Arginine,2.7.2.8,C00062,,532,arginine,642354,-,Escherichia coli,BRENDA,CHEBI:16467,3.0
272,arg__l,acgs,"0.02 mM, 50% inhibition; L-arginine",L-Arginine,2.3.1.1,C00062,,532,arginine,"486063, 486066",-,Escherichia coli,BRENDA,CHEBI:16467,3.0
273,arg__l,agmt,competitive inhibitor,L-Arginine,3.5.3.11,C00062,,532,arginine,246681,-,Escherichia coli,BRENDA,CHEBI:16467,3.0
274,arg__l,argdc,,L-Arginine,4.1.1.19,C00062,,100782,L-2-amino-5-guanidinopentanoate,4086,-,Escherichia coli,BRENDA,CHEBI:16467,1.0
275,asn__l,asnn,ReactionID=ASPARAGHYD-RXN,,3.5.1.38,,,ASN,,,+,Escherichia coli,EcoCyc,CHEBI:58048,1.0
276,asn__l,asns1,noncompetitive vs. ATP and aspartate,,6.3.5.4,,,2264,asparagine,649836,-,Escherichia coli,BRENDA,CHEBI:58048,1.0
277,asn__l,asns2,ReactionID=ASNSYNA-RXN,,6.3.1.1,,,ASN,,,-,Escherichia coli,EcoCyc,CHEBI:58048,1.0
278,asn__l,glusy,significant inhibitor,,1.4.1.13,,,266,L-asparagine,391438,-,Escherichia coli,BRENDA,CHEBI:58048,3.0
279,asn__l,ocbt,weak,,2.1.3.3,,110.0,266,L-asparagine,485898,-,Escherichia coli,BRENDA,CHEBI:58048,3.0
280,aso3,aso3t8pp,,Arsenous oxide,3.6.3.16,C13619,,397,arsenite,"210282, 210287",+,Escherichia coli,BRENDA,CHEBI:49900,1.0
281,aso3,ntrir2x,"10 mM, 24% inhibition",Arsenous oxide,1.7.1.4,C13619,,397,arsenite,392923,-,Escherichia coli,BRENDA,CHEBI:49900,5.0
282,aso3,sulri,ReactionID=SULFITE-REDUCT-RXN,Arsenous oxide,1.8.1.2,C13619,0.08,397,arsenite,"348059, 392964, 392968",-,Escherichia coli,BRENDA,CHEBI:49900,5.0
283,aso3,trdr,ReactionID=THIOREDOXIN-REDUCT-NADPH-RXN,Arsenous oxide,1.8.1.9,C13619,,397,arsenite,394931,-,Escherichia coli,BRENDA,CHEBI:49900,5.0
284,aso4,glcp2,,Arsenic acid,2.4.1.1,C01478,0.5,255,arsenate,488294,-,Escherichia coli,BRENDA,CHEBI:18231,5.0
285,aso4,mgsa,ReactionID=METHGLYSYN-RXN,Arsenic acid,4.2.3.3,C01478,,255,arsenate,137601,-,Escherichia coli,BRENDA,CHEBI:18231,5.0
286,aso4,ocbt,"competitive vs. carbamoylphosphate, noncompetitive vs. ornithine",Arsenic acid,2.1.3.3,C01478,,255,arsenate,485898,-,Escherichia coli,BRENDA,CHEBI:18231,5.0
287,aso4,piuabcpp,ReactionID=ABC-27-RXN,,3.6.3.27,,0.023,ARSENATE,,,-,Escherichia coli,EcoCyc,CHEBI:48597,5.0
288,asp__l,asnn,ReactionID=ASPARAGHYD-RXN,,3.5.1.38,,,L-ASPARTATE,,,-,Escherichia coli,EcoCyc,CHEBI:29991,1.0
289,asp__l,asns1,,L-Aspartate,6.3.5.4,C00049,,96164,aspartic acid analogs,1692,-,Escherichia coli,BRENDA,CHEBI:17053,1.0
290,asp__l,asns2,,L-Aspartate,6.3.1.1,C00049,,294,L-Asp,858,-,Escherichia coli,BRENDA,CHEBI:17053,1.0
291,asp__l,aspct,"substrate inhibition, complex of catalytic and regulatory subunits, C3R6",L-Aspartate,2.1.3.2,C00049,7.9,724,aspartate,485841,-,Escherichia coli,BRENDA,CHEBI:17053,1.0
292,asp__l,aspo6,substrate inactivation,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,CHEBI:17053,1.0
293,asp__l,aspt,ReactionID=ASPARTASE-RXN,L-Aspartate,4.3.1.1,C00049,,97,L-aspartate,6021,+,Escherichia coli,BRENDA,CHEBI:17053,1.0
294,asp__l,csnd,,L-Aspartate,3.5.4.1,C00049,,1353,L-aspartic acid,209489,+,Escherichia coli,BRENDA,CHEBI:17053,3.0
295,asp__l,glusy,50% inhibition at concentrations below 7 mM,L-Aspartate,1.4.1.13,C00049,,97,L-aspartate,391438,-,Escherichia coli,BRENDA,CHEBI:17053,3.0
296,asp__l,me2,ReactionID=MALIC-NADP-RXN,,1.1.1.40,,,L-ASPARTATE,,,+,Escherichia coli,EcoCyc,CHEBI:29991,3.0
297,asp__l,pants,uncompetitive,L-Aspartate,6.3.2.1,C00049,,304,Asp,979,-,Escherichia coli,BRENDA,CHEBI:17053,3.0
298,asp__l,ppc,ReactionID=PEPCARBOX-RXN,L-Aspartate,4.1.1.31,C00049,,304,Asp,"4308, 4311, 657356",-,Escherichia coli,BRENDA,CHEBI:17053,3.0
299,aspsa,aspt,i.e. aspartic beta-semialdehyde.Inactivates as an active-site directed agent,L-Aspartate 4-semialdehyde,4.3.1.1,C00441,,43798,aspartate beta-semialdehyde,6009,-,Escherichia coli,BRENDA,CHEBI:18051,5.0
300,aspsa,hsk,mixed inhibition versus L-homoserine and ATP,L-Aspartate 4-semialdehyde,2.7.1.39,C00441,,15814,L-aspartate semialdehyde,641463,-,Escherichia coli,BRENDA,CHEBI:18051,3.0
301,athr__l,pgcd,,,1.1.1.95,,,7217,L-allothreonine,287525,-,Escherichia coli,BRENDA,CHEBI:58585,5.0
302,atp,3kgk,ReactionID=LYXK-RXN,,2.7.1.53,,,ATP,,,-,Escherichia coli,EcoCyc,CHEBI:30616,1.0
303,atp,3ntd2pp,with 3'-AMP as substrate,ATP,3.1.3.6,C00002,24.1,4,ATP,656266,-,Escherichia coli,BRENDA,CHEBI:15422,3.0
304,atp,ab6pgh,,ATP,3.2.1.86,C00002,,4,ATP,136924,-,Escherichia coli,BRENDA,CHEBI:15422,3.0
305,atp,acgk,"wild-type, pH 7.0, 25°C",ATP,2.7.2.8,C00002,30.4,4,ATP,659704,-,Escherichia coli,BRENDA,CHEBI:15422,1.0
306,atp,adncyc,high concentrations,ATP,4.6.1.1,C00002,,4,ATP,34764,-,Escherichia coli,BRENDA,CHEBI:15422,1.0
307,atp,adsk,"free form, weak inhibition; MgATP2-: product inhibition, reverse reaction",ATP,2.7.1.25,C00002,,4,ATP,641215,-,Escherichia coli,BRENDA,CHEBI:15422,1.0
308,atp,agmhe,,ATP,5.1.3.20,C00002,,4,ATP,2357,-,Escherichia coli,BRENDA,CHEBI:15422,3.0
309,atp,ampn,,ATP,3.2.2.4,C00002,,4,ATP,"171818, 657368",+,Escherichia coli,BRENDA,CHEBI:15422,3.0
310,atp,argtrs,,ATP,6.1.1.19,C00002,,90970,2-Aminopurine riboside 5'-triphosphate,280,-,Escherichia coli,BRENDA,CHEBI:15422,1.0
311,atp,asnn,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,ATP,,,-,Escherichia coli,EcoCyc,CHEBI:30616,3.0
312,atp,aso3t8pp,substrate inhibition,ATP,3.6.3.16,C00002,0.792,4,ATP,654492,-,Escherichia coli,BRENDA,CHEBI:15422,1.0
313,atp,aspct,ReactionID=ASPCARBTRANS-RXN,ATP,2.1.3.2,C00002,,4,ATP,485838,+,Escherichia coli,BRENDA,CHEBI:15422,3.0
314,atp,atpprt,inhibits the reaction at high concentrations,ATP,2.4.2.17,C00002,,4,ATP,637662,-,Escherichia coli,BRENDA,CHEBI:15422,1.0
315,atp,cdappa120,,ATP,3.6.1.26,C00002,,4,ATP,210004,-,Escherichia coli,BRENDA,CHEBI:15422,3.0
316,atp,cs,ReactionID=CITSYN-RXN,,2.3.3.16,,,ATP,,,-,Escherichia coli,EcoCyc,CHEBI:30616,3.0
317,atp,dasyn120,,ATP,2.7.7.41,C00002,,4,ATP,643314,+,Escherichia coli,BRENDA,CHEBI:15422,3.0
318,atp,dpr,noncompetitive,ATP,1.1.1.169,C00002,0.61,4,ATP,669806,-,Escherichia coli,BRENDA,CHEBI:15422,3.0
319,atp,fbp,"1 mM, reduces activity by 40%",ATP,3.1.3.11,C00002,,4,ATP,651666,-,Escherichia coli,BRENDA,CHEBI:15422,3.0
320,atp,g3pat120,,ATP,2.3.1.15,C00002,,4,ATP,486381,+,Escherichia coli,BRENDA,CHEBI:15422,3.0
321,atp,g3pd2,,ATP,1.1.1.94,C00002,,4,ATP,669177,-,Escherichia coli,BRENDA,CHEBI:15422,3.0
322,atp,g6pdh2r,"10 mM, 50-75% inhibition, assay without MgCl2",ATP,1.1.1.49,C00002,,4,ATP,722473,-,Escherichia coli,BRENDA,CHEBI:15422,3.0
