"","kingdom","phylum","class","order","family","genus","species","RevisedName"
"Landoltia punctata","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Poeciliopsis lucida","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Cyanidioschyzon merolae",NA,NA,NA,NA,NA,NA,NA,NA
"Lethocerus griseus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Lethocerus indicus",NA,NA,NA,NA,NA,NA,NA,NA
"Tripneustes gratilla",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudocentrotus depressus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Hemicentrotus pulcherrimus",NA,NA,NA,NA,NA,NA,NA,NA
"protozoa",NA,NA,NA,NA,NA,NA,NA,NA
"Thermoanaerobacter brockii","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter",NA,NA
"Gillichthys mirabilis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Human coronavirus 229E",NA,NA,NA,NA,NA,NA,NA,NA
"Apocynum venetum",NA,NA,NA,NA,NA,NA,NA,NA
"unidentified human coronavirus",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas marginalis","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Azoarcus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Acidithiobacillus caldus","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Acidiphilium acidophilum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA,NA
"Thermithiobacillus tepidarius","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Cyperus rotundus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Zygosaccharomyces bisporus",NA,NA,NA,NA,NA,NA,NA,NA
"Sarcina ventriculi","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Candida glabrata",NA,NA,NA,NA,NA,NA,NA,NA
"Phanerochaete sanguinea",NA,NA,NA,NA,NA,NA,NA,NA
"Trametes ochracea",NA,NA,NA,NA,NA,NA,NA,NA
"Leuconostoc lactis","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA,NA
"Oxalobacter formigenes","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Desulfovibrio desulfuricans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Pseudomonas dacunhae",NA,NA,NA,NA,NA,NA,NA,NA
"Cunninghamella elegans",NA,NA,NA,NA,NA,NA,NA,NA
"Bonnemaisonia hamifera","Plantae",NA,NA,NA,NA,NA,NA,NA
"Ceramium deslongchampsii","Plantae",NA,NA,NA,NA,NA,NA,NA
"Ceramium rubrum","Plantae",NA,NA,NA,NA,NA,NA,NA
"Cystoclonium purpureum","Plantae",NA,NA,NA,NA,NA,NA,NA
"Delesseria sanguinea","Plantae",NA,NA,NA,NA,NA,NA,NA
"Dumontia incrassata","Plantae",NA,NA,NA,NA,NA,NA,NA
"Furcellaria fastigiata","Plantae",NA,NA,NA,NA,NA,NA,NA
"Phyllophora brodiaei",NA,NA,NA,NA,NA,NA,NA,NA
"Phyllophora membranifolia",NA,NA,NA,NA,NA,NA,NA,NA
"Polyides rotundus","Plantae",NA,NA,NA,NA,NA,NA,NA
"Polysiphonia nigrescens","Plantae",NA,NA,NA,NA,NA,NA,NA
"Polysiphonia urceolata","Plantae",NA,NA,NA,NA,NA,NA,NA
"Trailliella intricata","Plantae",NA,NA,NA,NA,NA,NA,NA
"Petunia sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Lactobacillus sp. 30a",NA,NA,NA,NA,NA,NA,NA,NA
"Corchorus olitorius","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Lactobacillus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Anastrepha fraterculus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Angomonas deanei",NA,NA,NA,NA,NA,NA,NA,NA
"Morganella morganii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Ancylostoma ceylanicum",NA,NA,NA,NA,NA,NA,NA,NA
"Aspergillus clavatus",NA,NA,NA,NA,NA,NA,NA,NA
"Branchiostoma floridae","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Caenorhabditis briggsae","Animalia",NA,NA,NA,NA,NA,NA,NA
"Ciona intestinalis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Coccidioides immitis",NA,NA,NA,NA,NA,NA,NA,NA
"Culex pipiens","Animalia",NA,NA,NA,NA,NA,NA,NA
"Gasterosteus aculeatus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Nasonia vitripennis",NA,NA,NA,NA,NA,NA,NA,NA
"Parastagonospora nodorum",NA,NA,NA,NA,NA,NA,NA,NA
"Petromyzon marinus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Schmidtea mediterranea",NA,NA,NA,NA,NA,NA,NA,NA
"Tetraodon nigroviridis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Uncinocarpus reesii",NA,NA,NA,NA,NA,NA,NA,NA
"Nicotiana glutinosa","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae",NA,NA,NA
"Oenococcus oeni","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA,NA
"Pediococcus parvulus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",NA,NA
"Dirofilaria immitis",NA,NA,NA,NA,NA,NA,NA,NA
"Thermosynechococcus vulcanus",NA,NA,NA,NA,NA,NA,NA,NA
"Coccochloris peniocystis","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Amaranthus hypochondriacus","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Alternanthera ficoidea","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Alternanthera pungens","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Alternanthera sessilis","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Rhodopseudomonas sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Flaveria trinervia","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Methanothermus sociabilis","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Bryophyllum fedtschenkoi",NA,NA,NA,NA,NA,NA,NA,NA
"Umbilicus rupestris",NA,NA,NA,NA,NA,NA,NA,NA
"Commelina communis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Amaranthus viridis","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Flaveria pringlei",NA,NA,NA,NA,NA,NA,NA,NA
"Hakea prostrata",NA,NA,NA,NA,NA,NA,NA,NA
"Acetobacter aceti","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA,NA
"Citrus maxima","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"cyanobacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Quercus pubescens",NA,NA,NA,NA,NA,NA,NA,NA
"Larrea tridentata","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Sulfobacillus thermosulfidooxidans","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Prochlorococcus marinus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Camelina sativa","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Alternanthera ficoides",NA,NA,NA,NA,NA,NA,NA,NA
"Lytechinus pictus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Cavia aperea","Animalia","Chordata","Mammalia","Rodentia","Caviidae","Cavia",NA,NA
"Dryopteris filix-mas","Plantae",NA,NA,NA,NA,NA,NA,NA
"Clonostachys rosea",NA,NA,NA,NA,NA,NA,NA,NA
"Acidaminococcus fermentans","Bacteria","Firmicutes",NA,NA,NA,NA,NA,NA
"Fusobacterium nucleatum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Peptoniphilus asaccharolyticus","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Rhodotorula graminis","Fungi",NA,NA,NA,NA,NA,NA,NA
"Prunus mume","Plantae",NA,"Magnoliopsida","Rosales","Rosaceae",NA,NA,NA
"Metallosphaera sedula","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae",NA,NA,NA
"Pyrobaculum neutrophilum",NA,NA,NA,NA,NA,NA,NA,NA
"Urophycis chuss","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Dosidicus gigas","Animalia",NA,NA,NA,NA,NA,NA,NA
"Manihot esculenta","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Candida humicola","Fungi",NA,"Saccharomycetes","Saccharomycetales",NA,"Candida",NA,NA
"Sinorhizobium arboris",NA,NA,NA,NA,NA,NA,NA,NA
"Citrullus lanatus subsp. vulgaris",NA,NA,NA,NA,NA,NA,NA,NA
"Candida brassicae",NA,NA,NA,NA,NA,NA,NA,NA
"Fomitopsis palustris",NA,NA,NA,NA,NA,NA,NA,NA
"Burkholderia pseudomallei","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Turbatrix aceti","Animalia",NA,NA,NA,NA,NA,NA,NA
"Lupinus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Pinus pinea","Plantae",NA,NA,NA,NA,NA,NA,NA
"Papilio machaon","Animalia",NA,NA,NA,NA,NA,NA,NA
"Clostridium sphenoides","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Clostridium sporosphaeroides","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Claviceps sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Eubacterium barkeri","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Burkholderia xenovorans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Chloroflexus aurantiacus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Shigella alkalescens",NA,NA,NA,NA,NA,NA,NA,NA
"Bacillus firmus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Bipolaris oryzae",NA,NA,NA,NA,NA,NA,NA,NA
"Podiceps nigricollis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Nostoc punctiforme",NA,NA,NA,NA,NA,NA,NA,NA
"Stylophora pistillata","Animalia",NA,NA,NA,NA,NA,NA,NA
"Sulfurihydrogenibium azorense","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Nostoc flagelliforme",NA,NA,NA,NA,NA,NA,NA,NA
"Saccharomyces bayanus",NA,NA,NA,NA,NA,NA,NA,NA
"Rattus rattus","Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus",NA,NA
"Geobacillus kaustophilus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA,NA
"Pseudomonas chlororaphis","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Ustilago sphaerogena",NA,NA,NA,NA,NA,NA,NA,NA
"Klebsiella oxytoca","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Terrisporobacter glycolicus",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas pseudoalcaligenes","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Salmonella sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium aceticum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Lysinibacillus fusiformis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA
"Macrococcus caseolyticus","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Stemphylium loti",NA,NA,NA,NA,NA,NA,NA,NA
"Trichoderma spp.",NA,NA,NA,NA,NA,NA,NA,NA
"Acanthamoeba polyphaga Mimivirus",NA,NA,NA,NA,NA,NA,NA,NA
"Corynebacterium nitrilophilus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Rhodococcus pyridinivorans","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Arthrobacter synephrinum","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Passiflora edulis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Sordaria macrospora",NA,NA,NA,NA,NA,NA,NA,NA
"Lotus japonicus",NA,NA,NA,NA,NA,NA,NA,NA
"Bacillus alcalophilus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Chromohalobacter salexigens","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Sporosarcina pasteurii","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Virgibacillus pantothenticus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA
"Virgibacillus salexigens","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA
"Marinococcus halophilus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA
"Pelobacter acetylenicus","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Gordonia sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Rhodococcus ruber","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Clostridium aminobutyricum",NA,NA,NA,NA,NA,NA,NA,NA
"Castellaniella defragrans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Streptococcus intermedius","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae",NA,NA,NA
"Pseudoalteromonas elyakovii","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Chlorella virus",NA,NA,NA,NA,NA,NA,NA,NA
"Paradendryphiella arenariae",NA,NA,NA,NA,NA,NA,NA,NA
"Haliotis tuberculata","Animalia",NA,NA,NA,NA,NA,NA,NA
"Pedobacter heparinus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteroides stercoris","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Bacteroides thetaiotaomicron","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Sphingobacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Penicillium griseoroseum",NA,NA,NA,NA,NA,NA,NA,NA
"Oidiodendron echinulatum",NA,NA,NA,NA,NA,NA,NA,NA
"Hylocereus polyrhizus",NA,NA,NA,NA,NA,NA,NA,NA
"Pectobacterium carotovorum subsp. carotovorum",NA,NA,NA,NA,NA,NA,NA,NA
"Debaryomyces nepalensis",NA,NA,NA,NA,NA,NA,NA,NA
"Aspergillus terricola",NA,NA,NA,NA,NA,NA,NA,NA
"Saccharophagus sp.","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Arthrobacter ureafaciens","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Origanum majorana","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Mentha sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Taxus wallichiana var. chinensis",NA,NA,NA,NA,NA,NA,NA,NA
"Taxus baccata","Plantae",NA,NA,NA,NA,NA,NA,NA
"Marah macrocarpus",NA,NA,NA,NA,NA,NA,NA,NA
"Citrus limon",NA,NA,NA,NA,NA,NA,NA,NA
"Clarkia breweri","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Cereus peruvianus",NA,NA,NA,NA,NA,NA,NA,NA
"Fragaria sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Populus tremula x Populus alba",NA,NA,NA,NA,NA,NA,NA,NA
"Populus alba","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Populus tremuloides","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Quercus robur","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Mucuna sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Salix discolor","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Kitasatospora griseola","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Picea sitchensis","Plantae",NA,NA,NA,NA,NA,NA,NA
"Nicotiana langsdorffii","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae",NA,NA,NA
"Fusobacterium varium","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Soil bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas sp. T62",NA,NA,NA,NA,NA,NA,NA,NA
"Nicotiana attenuata","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae",NA,NA,NA
"Brettanomyces anomalus",NA,NA,NA,NA,NA,NA,NA,NA
"Cryptococcus terreus","Fungi",NA,"Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus",NA,NA
"Hansenula henricii",NA,NA,NA,NA,NA,NA,NA,NA
"Ogataea pini",NA,NA,NA,NA,NA,NA,NA,NA
"Sporidiobolus salmonicolor",NA,NA,NA,NA,NA,NA,NA,NA
"Rhodotorula aurantiaca","Fungi",NA,NA,NA,NA,NA,NA,NA
"Azolla imbricata",NA,NA,NA,NA,NA,NA,NA,NA
"Hemidesmus indicus",NA,NA,NA,NA,NA,NA,NA,NA
"Inonotus obliquus",NA,NA,NA,NA,NA,NA,NA,NA
"Matricaria chamomilla","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Vitis amurensis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Astragalus membranaceus",NA,NA,NA,NA,NA,NA,NA,NA
"Chimonanthus praecox",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces pristinaespiralis",NA,NA,NA,NA,NA,NA,NA,NA
"Desulfovibrio alaskensis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Alexandrium ssp.",NA,NA,NA,NA,NA,NA,NA,NA
"Emiliania huxleyi",NA,NA,NA,NA,NA,NA,NA,NA
"Polysiphonia lanosa",NA,NA,NA,NA,NA,NA,NA,NA
"Nicotiana sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Amaranthus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Procambarus clarkii","Animalia",NA,NA,NA,NA,NA,NA,NA
"Aloe vera","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Echinochloa crus-galli","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Xanthium pennsylvanicum",NA,NA,NA,NA,NA,NA,NA,NA
"Citrullus colocynthis x lanatus",NA,NA,NA,NA,NA,NA,NA,NA
"Prunus salicina","Plantae",NA,"Magnoliopsida","Rosales","Rosaceae",NA,NA,NA
"Ipomoea nil","Plantae",NA,"Magnoliopsida","Solanales",NA,NA,NA,NA
"Mastigocladus laminosus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Hyphomicrobium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Xanthobacter sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Methylopila helvetica","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Albibacter methylovorans","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Proteus mirabilis","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Bordetella pertussis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Acropora digitifera","Animalia",NA,NA,NA,NA,NA,NA,NA
"Pocillopora damicornis","Animalia",NA,NA,NA,NA,NA,NA,NA
"Aplysia sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Calliphora vicina","Animalia",NA,NA,NA,NA,NA,NA,NA
"Ruditapes philippinarum",NA,NA,NA,NA,NA,NA,NA,NA
"Bryum argenteum","Plantae",NA,NA,NA,NA,NA,NA,NA
"Rhinella arenarum","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Mycobacterium avium","Bacteria","Actinobacteria",NA,"Actinomycetales","Mycobacteriaceae","Mycobacterium",NA,NA
"Callithrix jacchus","Animalia","Chordata","Mammalia","Primates",NA,NA,NA,NA
"Drosophila pseudoobscura","Animalia",NA,NA,NA,NA,NA,NA,NA
"Didelphis albiventris","Animalia","Chordata","Mammalia",NA,NA,NA,NA,NA
"Lymnaea stagnalis","Animalia",NA,NA,NA,NA,NA,NA,NA
"Mustela putorius furo","Animalia","Chordata","Mammalia",NA,NA,NA,NA,NA
"Chironomus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Rhodococcus globerulus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Tolypocladium inflatum",NA,NA,NA,NA,NA,NA,NA,NA
"Aquifex pyrophilus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Scapharca broughtonii",NA,NA,NA,NA,NA,NA,NA,NA
"Tamarindus indica","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Penicillium purpurogenum var. rubrisclerotium",NA,NA,NA,NA,NA,NA,NA,NA
"Anabaena sp. CH1",NA,NA,NA,NA,NA,NA,NA,NA
"Bacteroides ovatus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Anabaena marina",NA,NA,NA,NA,NA,NA,NA,NA
"Nocardia globerula","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Moraxella sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Rhodococcus rhodnii","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Anoxybacillus flavithermus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA
"Pelomonas saccharophila","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Burkholderia cenocepacia","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Conus marmoreus",NA,NA,NA,NA,NA,NA,NA,NA
"Cassia corymbosa",NA,NA,NA,NA,NA,NA,NA,NA
"Blastocladiella emersonii",NA,NA,NA,NA,NA,NA,NA,NA
"Lactobacillus delbrueckii subsp. lactis",NA,NA,NA,NA,NA,NA,NA,NA
"Amorphophallus konjac","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Malpighia glabra","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Wolbachia sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium subterminale","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Methanocalculus chunghsingensis","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Methanohalophilus portucalensis","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Taxus canadensis","Plantae",NA,NA,NA,NA,NA,NA,NA
"Globodera rostochiensis",NA,NA,NA,NA,NA,NA,NA,NA
"Claviceps paspali",NA,NA,NA,NA,NA,NA,NA,NA
"Xerophyta viscosa",NA,NA,NA,NA,NA,NA,NA,NA
"Pinus ponderosa","Plantae",NA,NA,NA,NA,NA,NA,NA
"Glycyrrhiza uralensis",NA,NA,NA,NA,NA,NA,NA,NA
"Ophiorrhiza japonica",NA,NA,NA,NA,NA,NA,NA,NA
"Ophiorrhiza liukiuensis",NA,NA,NA,NA,NA,NA,NA,NA
"Ophiorrhiza pumila",NA,NA,NA,NA,NA,NA,NA,NA
"Chlorella virus Marburg",NA,NA,NA,NA,NA,NA,NA,NA
"Tritrichomonas augusta",NA,NA,NA,NA,NA,NA,NA,NA
"Lactobacillus rhamnosus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,NA
"Galium mollugo","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Cenchrus americanus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Pinus pinaster","Plantae",NA,NA,NA,NA,NA,NA,NA
"Prevotella ruminicola","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia",NA,NA,NA,NA
"Human herpesvirus 1",NA,NA,NA,NA,NA,NA,NA,NA
"Methanospirillum hungatei","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Clostridium cylindrosporum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Galeus melastomus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Hippoglossus hippoglossus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Bacillus caldotenax",NA,NA,NA,NA,NA,NA,NA,NA
"Thiobacillus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Magnaporthe grisea",NA,NA,NA,NA,NA,NA,NA,NA
"Phytophthora infestans","Fungi",NA,NA,NA,NA,NA,NA,NA
"Acidianus brierleyi","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae",NA,NA,NA
"Cyclotella cryptica",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudoalteromonas haloplanktis","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Candida sp. HA 167",NA,NA,NA,NA,NA,NA,NA,NA
"Saccharum spp.","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Plasmodium vivax",NA,NA,NA,NA,NA,NA,NA,NA
"Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,NA
"Plasmodium malariae",NA,NA,NA,NA,NA,NA,NA,NA
"Gadus morhua","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Jaculus orientalis","Animalia","Chordata","Mammalia","Rodentia",NA,NA,NA,NA
"Vulcanithermus mediatlanticus","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae",NA,NA,NA
"Mesembryanthemum crystallinum","Plantae",NA,"Magnoliopsida","Caryophyllales",NA,NA,NA,NA
"Beggiatoa leptomitiformis",NA,NA,NA,NA,NA,NA,NA,NA
"Taenia solium",NA,NA,NA,NA,NA,NA,NA,NA
"Chlorobium limicola","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Chalcalburnus tarischii",NA,NA,NA,NA,NA,NA,NA,NA
"Taenia crassiceps",NA,NA,NA,NA,NA,NA,NA,NA
"Cytophaga sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Candida magnoliae",NA,NA,NA,NA,NA,NA,NA,NA
"Eucalyptus gunnii","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Borrelia burgdorferi","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Tritrichomonas suis",NA,NA,NA,NA,NA,NA,NA,NA
"Babesia gibsoni",NA,NA,NA,NA,NA,NA,NA,NA
"Francisella tularensis","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Candida intermedia","Fungi",NA,"Saccharomycetes","Saccharomycetales",NA,"Candida",NA,NA
"Rauvolfia serpentina","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Chlorobaculum tepidum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Erythroxylum coca","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Picrophilus torridus","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Satureja hortensis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Penicillium adametzii",NA,NA,NA,NA,NA,NA,NA,NA
