,EC_number,Organism,LigandID,KI_Value,Commentary,Literature,chebiID,bigg.metabolite,KEGG_ID,Compound
232,1.1.1.34,Homo sapiens,11499,0.000103,"pH 6.8, 37°C",667627,CHEBI:63618,,C01844,Pravastatin
233,1.1.1.34,Homo sapiens,5307,0.000256,"pH 6.8, 37°C",667627,CHEBI:5136,,,
234,1.1.1.34,Rattus norvegicus,18651,0.0064,,688473,,,,
235,1.1.1.34,Trypanosoma cruzi,5307,0.027,"pH 6.8, 25°C, versus (S)-3-hydroxy-3-methylglutaryl-CoA",655549,CHEBI:5136,,,
236,1.1.1.34,Homarus americanus,30190,0.081,"pH 7.4, recombinant isozyme HMGR1",654546,CHEBI:25351,mev__R,,
237,1.1.1.37,Vulcanithermus mediatlanticus,131,0.0205,,667749,CHEBI:76049,cit,,
238,1.1.1.37,Mesembryanthemum crystallinum,57,0.225,"pH 6.8, 30°C",656923,CHEBI:30744,oaa,C00036,Oxaloacetate
239,1.1.1.37,Aptenia cordifolia,57,0.23,pH 6.9,657090,CHEBI:30744,oaa,C00036,Oxaloacetate
240,1.1.1.37,Vulcanithermus mediatlanticus,14,0.37,,667749,CHEBI:29105,zn2,C00038,Zinc cation
241,1.1.1.37,Sus scrofa,268,0.56,pH 7.4,656883,CHEBI:17489,camp,C00575,"3',5'-Cyclic AMP"
242,1.1.1.37,Aptenia cordifolia,57,0.6,pH 7.5,657090,CHEBI:30744,oaa,C00036,Oxaloacetate
243,1.1.1.37,Mesembryanthemum crystallinum,57,0.775,"pH 8.2, 30°C",656923,CHEBI:30744,oaa,C00036,Oxaloacetate
244,1.1.1.37,Sus scrofa,30,0.95,pH 7.4,656883,CHEBI:16027,amp,C00020,AMP
245,1.1.1.37,Streptomyces avermitilis,57,1.27,"pH 8.0, 42°C",723141,CHEBI:30744,oaa,C00036,Oxaloacetate
246,1.1.1.37,Sus scrofa,13,1.34,pH 7.4,656883,CHEBI:16761,adp,C00008,ADP
247,1.1.1.37,Sus scrofa,4,1.36,pH 7.4,656883,CHEBI:15422,atp,C00002,ATP
248,1.1.1.37,Beggiatoa leptomitiformis,14,1.7,,654915,CHEBI:29105,zn2,C00038,Zinc cation
249,1.1.1.37,Archaeoglobus fulgidus,200,2.0,"pH 8.0, 65°C",721445,CHEBI:30797,mal__L,C00149,(S)-Malate
250,1.1.1.37,Vulcanithermus mediatlanticus,57,2.1,,667749,CHEBI:30744,oaa,C00036,Oxaloacetate
251,1.1.1.37,Phytophthora infestans,57,2.25,"recombinant wild type mitochondrial MDH, at 25°C",700338,CHEBI:30744,oaa,C00036,Oxaloacetate
252,1.1.1.37,Vulcanithermus mediatlanticus,11,2.5,,667749,CHEBI:29035,mn2,,
253,1.1.1.37,Phytophthora infestans,57,2.8,"native wild type mitochondrial MDH, at 25°C",700338,CHEBI:30744,oaa,C00036,Oxaloacetate
254,1.1.1.37,Beggiatoa leptomitiformis,247,3.65,,654915,CHEBI:30797,mal__L,C00149,(S)-Malate
255,1.1.1.37,Streptomyces coelicolor,57,5.8,"pH 8.5, 30°C",711519,CHEBI:30744,oaa,C00036,Oxaloacetate
256,1.1.1.37,Taenia solium,255,8.2,for the oxaloacetate reduction,700562,CHEBI:18231,aso4,C01478,Arsenic acid
257,1.1.1.37,Phytophthora infestans,57,12.3,"recombinant wild type cytosolic MDH, at 25°C",700338,CHEBI:30744,oaa,C00036,Oxaloacetate
258,1.1.1.37,Streptomyces coelicolor,200,12.8,"pH 8.5, 30°C",711519,CHEBI:30797,mal__L,C00149,(S)-Malate
259,1.1.1.37,Taenia solium,255,77.0,for the malate oxidation,700562,CHEBI:18231,aso4,C01478,Arsenic acid
260,1.1.1.39,Ascaris suum,2,-999.0,inhibition kinetics,654623,,,,
261,1.1.1.39,Ascaris suum,2,-999.0,,654720,,,,
262,1.1.1.39,Homo sapiens,2,-999.0,inhibition kinetics,657321,,,,
263,1.1.1.39,Ascaris suum,2,-999.0,"inhibition patterns by measuring the initial rate as a function of malate or NAD+ with NAD+ or malate maintained equal to its Km at different fixed concentrations of oxalate, including zero, Ki, 2Ki, and 4Ki at pH 7.0 and 30 mM free Mg2+",685123,,,,
264,1.1.1.39,Homo sapiens,34563,0.0048,"isomerized enzyme form, pH 7.4, 30°C",657321,CHEBI:49746,,,
265,1.1.1.39,Ascaris suum,185,0.006,"pH 7.0, 25°C, recombinant wild-type enzyme",685123,CHEBI:16995,oxa,C00209,Oxalate
266,1.1.1.39,Arabidopsis thaliana,8,0.041,"versus (S)-malate, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:16908,nadh,C00004,NADH
267,1.1.1.39,Homo sapiens,34563,0.148,"native enzyme form, pH 7.4, 30°C",657321,CHEBI:49746,,,
268,1.1.1.39,Arabidopsis thaliana,8,0.15,"versus NAD+, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:16908,nadh,C00004,NADH
269,1.1.1.39,Rhodopseudomonas palustris,57,0.36,"pH 7.2, 30°C, versus (S)-malate",711524,CHEBI:30744,oaa,C00036,Oxaloacetate
270,1.1.1.39,Arabidopsis thaliana,236,0.45,"versus NAD+, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:16027,amp,C00020,AMP
271,1.1.1.39,Arabidopsis thaliana,762,0.8,"versus (S)-malate, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:15674,,C00898,"(R,R)-Tartaric acid"
272,1.1.1.39,Arabidopsis thaliana,236,1.5,"versus (S)-malate, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:16027,amp,C00020,AMP
273,1.1.1.39,Arabidopsis thaliana,28,3.0,"versus NAD+, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:16526,co2,C00011,CO2
274,1.1.1.39,Arabidopsis thaliana,762,4.0,"versus NAD+, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:15674,,C00898,"(R,R)-Tartaric acid"
275,1.1.1.39,Arabidopsis thaliana,28,7.0,"versus (S)-malate, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:16526,co2,C00011,CO2
276,1.1.1.39,Rhodopseudomonas palustris,453,7.4,"pH 7.2, 30°C, versus (S)-malate",711524,CHEBI:61553,f6p,C00085,D-Fructose 6-phosphate
277,1.1.1.39,Arabidopsis thaliana,31,11.0,"versus NAD+, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:32816,pyr,C00022,Pyruvate
278,1.1.1.39,Arabidopsis thaliana,31,14.0,"versus (S)-malate, pH 6.5, temperature not specified in the publication, isozyme NAD-ME2",711147,CHEBI:32816,pyr,C00022,Pyruvate
279,1.1.1.39,Ascaris suum,97,58.0,"pH 8.4, 25°C, versus malate",654623,CHEBI:17053,asp__L,C00049,L-Aspartate
280,1.1.1.39,Ascaris suum,97,80.0,"pH 7.0, 25°C, versus malate",654623,CHEBI:17053,asp__L,C00049,L-Aspartate
281,1.1.1.40,Ricinus communis,2,-999.0,inhibition kinetics,654369,,,,
282,1.1.1.B40,Mesocricetus auratus,5002,6e-06,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
283,1.1.1.B40,Homo sapiens,5002,1.5e-05,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisone reduction",669907,,,,
284,1.1.1.B40,Cavia porcellus,5002,2.5e-05,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
285,1.1.1.B40,Homo sapiens,5002,2.5e-05,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of 11-dehydrocorticosterone reduction",669907,,,,
286,1.1.1.B40,Homo sapiens,1975,2.8e-05,"pH 7.4, 37°C, isozyme 11beta-HSD2, inhibition of cortisol oxidation",669907,CHEBI:30853,,C02283,Glycyrrhetinate
287,1.1.1.B40,Canis lupus familiaris,5002,8e-05,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
288,1.1.1.B40,Mus musculus,5002,8.2e-05,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
289,1.1.1.B40,Mus musculus,1844,0.00011,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
290,1.1.1.B40,Canis lupus familiaris,1975,0.00012,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:30853,,C02283,Glycyrrhetinate
291,1.1.1.B40,Mus musculus,1975,0.00012,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:30853,,C02283,Glycyrrhetinate
292,1.1.1.B40,Cavia porcellus,1844,0.00023,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
293,1.1.1.B40,Homo sapiens,1844,0.00023,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of 11-dehydrocorticosterone reduction",669907,,,,
294,1.1.1.B40,Mesocricetus auratus,1975,0.00025,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:30853,,C02283,Glycyrrhetinate
295,1.1.1.B40,Canis lupus familiaris,1844,0.00028,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
296,1.1.1.B40,Homo sapiens,1975,0.00029,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisone reduction",669907,CHEBI:30853,,C02283,Glycyrrhetinate
297,1.1.1.B40,Homo sapiens,1975,0.0003,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of 11-dehydrocorticosterone reduction",669907,CHEBI:30853,,C02283,Glycyrrhetinate
298,1.1.1.B40,Cavia porcellus,1975,0.00033,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:30853,,C02283,Glycyrrhetinate
299,1.1.1.B40,Homo sapiens,1844,0.00034,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisone reduction",669907,,,,
300,1.1.1.B40,Rattus norvegicus,1844,0.00035,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
301,1.1.1.B40,Rattus norvegicus,5002,0.00043,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
302,1.1.1.B40,Rattus norvegicus,1975,0.00044,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:30853,,C02283,Glycyrrhetinate
303,1.1.1.B40,Rattus norvegicus,1277,0.00055,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:16755,,C02528,Chenodeoxycholate
304,1.1.1.B40,Homo sapiens,1844,0.00059,"pH 7.4, 37°C, isozyme 11beta-HSD2, inhibition of cortisol oxidation",669907,,,,
305,1.1.1.B40,Canis lupus familiaris,1277,0.00077,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:16755,,C02528,Chenodeoxycholate
306,1.1.1.B40,Mesocricetus auratus,1844,0.00094,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
307,1.1.1.B40,Mesocricetus auratus,3468,0.0012,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:5070,,C00766,Flavanone
308,1.1.1.B40,Rattus norvegicus,286,0.0018,probably minimal physiological importance,656372,CHEBI:17026,prgstrn,C00410,Progesterone
309,1.1.1.B40,Homo sapiens,5002,0.0018,"pH 7.4, 37°C, isozyme 11beta-HSD2, inhibition of cortisol oxidation",669907,,,,
310,1.1.1.B40,Mesocricetus auratus,3736,0.002,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
311,1.1.1.B40,Rattus norvegicus,3524,0.0021,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:28987,,C06087,Abietate
312,1.1.1.B40,Cavia porcellus,1277,0.0021,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:16755,,C02528,Chenodeoxycholate
313,1.1.1.B40,Homo sapiens,1277,0.0021,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of 11-dehydrocorticosterone reduction",669907,CHEBI:16755,,C02528,Chenodeoxycholate
314,1.1.1.B40,Mus musculus,1277,0.0025,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:16755,,C02528,Chenodeoxycholate
315,1.1.1.B40,Homo sapiens,1277,0.003,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisone reduction",669907,CHEBI:16755,,C02528,Chenodeoxycholate
316,1.1.1.B40,Homo sapiens,3524,0.0039,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisone reduction",669907,CHEBI:28987,,C06087,Abietate
317,1.1.1.B40,Cavia porcellus,3736,0.0049,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
318,1.1.1.B40,Homo sapiens,3736,0.0049,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of 11-dehydrocorticosterone reduction",669907,,,,
319,1.1.1.B40,Canis lupus familiaris,3524,0.0052,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:28987,,C06087,Abietate
320,1.1.1.B40,Mesocricetus auratus,3524,0.0061,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:28987,,C06087,Abietate
321,1.1.1.B40,Mus musculus,3524,0.0064,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:28987,,C06087,Abietate
322,1.1.1.B40,Cavia porcellus,3524,0.007,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:28987,,C06087,Abietate
323,1.1.1.B40,Homo sapiens,3524,0.007,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of 11-dehydrocorticosterone reduction",669907,CHEBI:28987,,C06087,Abietate
324,1.1.1.40,Columba sp.,10,0.0089,"pH 4.5, 25°C, wild-type enzyme",685000,CHEBI:18009,nadp,C00006,NADP+
325,1.1.1.B40,Canis lupus familiaris,3736,0.0097,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
326,1.1.1.40,Aspergillus niger,19,0.01,"pH 7.4, 30°C, with Mg2+",655613,CHEBI:29036,cu2,,
327,1.1.1.B40,Homo sapiens,3524,0.011,"pH 7.4, 37°C, isozyme 11beta-HSD2, inhibition of cortisol oxidation",669907,CHEBI:28987,,C06087,Abietate
328,1.1.1.B40,Homo sapiens,3468,0.015,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisone reduction",669907,CHEBI:5070,,C00766,Flavanone
329,1.1.1.40,Ricinus communis,31,0.016,"pH 7.6-7.7, 25°C",654369,CHEBI:32816,pyr,C00022,Pyruvate
330,1.1.1.B40,Homo sapiens,3736,0.017,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisone reduction",669907,,,,
331,1.1.1.B40,Mus musculus,3736,0.019,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
332,1.1.1.B40,Homo sapiens,1277,0.02,"pH 7.4, 37°C, isozyme 11beta-HSD2, inhibition of cortisol oxidation",669907,CHEBI:16755,,C02528,Chenodeoxycholate
333,1.1.1.B40,Cavia porcellus,3468,0.031,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:5070,,C00766,Flavanone
334,1.1.1.B40,Homo sapiens,3468,0.031,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of 11-dehydrocorticosterone reduction",669907,CHEBI:5070,,C00766,Flavanone
335,1.1.1.B40,Mus musculus,3468,0.034,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:5070,,C00766,Flavanone
336,1.1.1.B40,Mesocricetus auratus,1277,0.035,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:16755,,C02528,Chenodeoxycholate
337,1.1.1.B40,Canis lupus familiaris,3468,0.035,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:5070,,C00766,Flavanone
338,1.1.1.40,Aspergillus niger,19,0.045,"pH 7.4, 30°C, with Mn2+",655613,CHEBI:29036,cu2,,
339,1.1.1.40,Ricinus communis,5,0.046,"versus NADP+, pH 7.6-7.7, 25°C",654369,CHEBI:16474,nadph,C00005,NADPH
340,1.1.1.B40,Rattus norvegicus,3736,0.05,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,,,,
341,1.1.1.B40,Rattus norvegicus,3468,0.054,"pH 7.4, 37°C, isozyme 11beta-HSD1, inhibition of cortisol oxidation",669907,CHEBI:5070,,C00766,Flavanone
342,1.1.1.40,Zea mays,771,0.105,"wild-type enzyme, pH 8.0, 30°C",654547,CHEBI:28223,,C00946,Adenosine 2'-phosphate
343,1.1.1.40,Zea mays,185,0.18,"pH 8.0, 30°C, dark",656619,CHEBI:16995,oxa,C00209,Oxalate
344,1.1.1.B40,Homo sapiens,3736,0.2,"above, pH 7.4, 37°C, isozyme 11beta-HSD2, inhibition of cortisol oxidation",669907,,,,
345,1.1.1.B40,Homo sapiens,3468,0.2,"above, pH 7.4, 37°C, isozyme 11beta-HSD2, inhibition of cortisol oxidation",669907,CHEBI:5070,,C00766,Flavanone
346,1.1.1.40,Zea mays,236,0.256,"mutant K435L/K436L, pH 8.0, 30°C",654547,CHEBI:16027,amp,C00020,AMP
347,1.1.1.40,Columba sp.,200,0.28,"pH 4.5, 25°C, wild-type enzyme",685000,CHEBI:30797,mal__L,C00149,(S)-Malate
348,1.1.1.40,Zea mays,185,0.3,"pH 8.0, 30°C, light",656619,CHEBI:16995,oxa,C00209,Oxalate
349,1.1.1.40,Ricinus communis,28,0.372,"versus NADP+, pH 7.6-7.7, 25°C",654369,CHEBI:16526,co2,C00011,CO2
350,1.1.1.40,Zea mays,236,0.439,"wild-type enzyme, pH 8.0, 30°C",654547,CHEBI:16027,amp,C00020,AMP
351,1.1.1.40,Ricinus communis,5,0.492,"versus L-malate, pH 7.6-7.7, 25°C",654369,CHEBI:16474,nadph,C00005,NADPH
352,1.1.1.40,Zea mays,771,0.688,"mutant K435L/K436L, pH 8.0, 30°C",654547,CHEBI:28223,,C00946,Adenosine 2'-phosphate
353,1.1.1.40,Homo sapiens,4,0.73,"mutants E314A and E314A/S346K, in presence of NAD+, pH 7.4, 30°C",723540,CHEBI:15422,atp,C00002,ATP
354,1.1.1.40,Ricinus communis,28,0.83,"versus L-malate, pH 7.6-7.7, 25°C",654369,CHEBI:16526,co2,C00011,CO2
355,1.1.1.40,Zea mays,31,1.3,"pH 8.0, 30°C, dark",656619,CHEBI:32816,pyr,C00022,Pyruvate
356,1.1.1.40,Zea mays,31,2.6,"pH 8.0, 30°C, light",656619,CHEBI:32816,pyr,C00022,Pyruvate
357,1.1.1.40,Homo sapiens,4,3.3,"mutant E314A/S346K/K347Y/K362Q, in presence of NAD+, pH 7.4, 30°C",723540,CHEBI:15422,atp,C00002,ATP
358,1.1.1.40,Homo sapiens,4,3.9,"mutant E314A/S346K/K347Y/K362Q, in presence of NADP+, pH 7.4, 30°C",723540,CHEBI:15422,atp,C00002,ATP
359,1.1.1.40,Zea mays,247,4.7,"recombinant enzyme, pH 7.0",656120,CHEBI:30797,mal__L,C00149,(S)-Malate
360,1.1.1.40,Homo sapiens,4,4.77,"in the presence of NAD+, in 50 mM Tris-HCl (pH 7.4)",697879,CHEBI:15422,atp,C00002,ATP
361,1.1.1.40,Homo sapiens,4,5.91,"in the presence of NADP+, in 50 mM Tris-HCl (pH 7.4)",697879,CHEBI:15422,atp,C00002,ATP
362,1.1.1.40,Homo sapiens,4,17.2,"mutant E314A/S346K, in presence of NAPD+, pH 7.4, 30°C",723540,CHEBI:15422,atp,C00002,ATP
363,1.1.1.40,Homo sapiens,4,17.27,"wild type enzyme, in 50 mMTris-HCl (pH 7.4), at 30°C",698969,CHEBI:15422,atp,C00002,ATP
364,1.1.1.40,Homo sapiens,4,18.1,"mutant E314A, in presence of NAPD+, pH 7.4, 30°C",723540,CHEBI:15422,atp,C00002,ATP
365,1.1.1.40,Homo sapiens,4,20.6,"wild-type enzyme, in presence of NADP+, pH 7.4, 30°C",723540,CHEBI:15422,atp,C00002,ATP
366,1.1.1.40,Homo sapiens,4,23.2,"wild-type enzyme, in presence of NAD+, pH 7.4, 30°C",723540,CHEBI:15422,atp,C00002,ATP
367,1.1.1.41,Yarrowia lipolytica,8,0.063,"pH 7.4, 25°C",654783,CHEBI:16908,nadh,C00004,NADH
368,1.1.1.41,Pisum sativum,8,0.18,pH 7.5,654843,CHEBI:16908,nadh,C00004,NADH
369,1.1.1.41,Pisum sativum,5,0.26,pH 7.5,654843,CHEBI:16474,nadph,C00005,NADPH
370,1.1.1.42,Mycobacterium tuberculosis,5,0.0046,"isoform ICD-2, pH 7.5, 25°C",668080,CHEBI:16474,nadph,C00005,NADPH
371,1.1.1.42,Pisum sativum,279,0.005,"mitochondrial isozyme, reverse reaction, pH 7.0",654843,CHEBI:30887,icit,C00311,Isocitrate
372,1.1.1.42,Pisum sativum,5,0.005,"mitochondrial isozyme, forward reaction, pH 8.0",654843,CHEBI:16474,nadph,C00005,NADPH
373,1.1.1.42,Pisum sativum,10,0.006,"mitochondrial isozyme, reverse reaction, pH 7.0",654843,CHEBI:18009,nadp,C00006,NADP+
374,1.1.1.42,Pisum sativum,5,0.007,"cytosolic isozyme, forward reaction, pH 8.0",654843,CHEBI:16474,nadph,C00005,NADPH
375,1.1.1.42,Pisum sativum,279,0.012,"cytosolic isozyme, reverse reaction, pH 7.0",654843,CHEBI:30887,icit,C00311,Isocitrate
376,1.1.1.42,Pisum sativum,10,0.021,"cytosolic isozyme, reverse reaction, pH 7.0",654843,CHEBI:18009,nadp,C00006,NADP+
377,1.1.1.42,Rattus norvegicus,25,0.05,"enzyme from ischemic heart, pH 7.8, 25°C; enzyme from normoxic heart, pH 7.8, 25°C; pH 7.8, 25°C,enzyme from ischemic heart; pH 7.8, 25°C, enzyme from normoxic heart",670236,CHEBI:29033,fe2,C14818,Fe2+
378,1.1.1.42,Pisum sativum,8,0.06,"mitochondrial isozyme, forward reaction, pH 8.0",654843,CHEBI:16908,nadh,C00004,NADH
379,1.1.1.42,Rattus norvegicus,34,0.08,"enzyme from normoxic heart, pH 7.8, 25°C; pH 7.8, 25°C,enzyme from normoxic heart",670236,CHEBI:30915,akg,C00026,2-Oxoglutarate
380,1.1.1.42,Pisum sativum,8,0.08,"cytosolic isozyme, forward reaction, pH 8.0",654843,CHEBI:16908,nadh,C00004,NADH
381,1.1.1.42,Fomitopsis palustris,34,0.127,"pH 9.0, 30°C",655035,CHEBI:30915,akg,C00026,2-Oxoglutarate
382,1.1.1.42,Rattus norvegicus,44,0.15,"enzyme from normoxic heart, pH 7.8, 25°C; pH 7.8, 25°C, enzyme from normoxic heart",670236,CHEBI:16856,,C00051,Glutathione
383,1.1.1.42,Rattus norvegicus,131,0.159,"enzyme from normoxic heart, pH 7.8, 25°C; pH 7.8, 25°C, enzyme from normoxic heart",670236,CHEBI:76049,cit,,
384,1.1.1.42,Rattus norvegicus,34,0.25,"enzyme from ischemic heart, pH 7.8, 25°C; pH 7.8, 25°C,enzyme from ischemic heart",670236,CHEBI:30915,akg,C00026,2-Oxoglutarate
385,1.1.1.42,Rattus norvegicus,131,0.28,"enzyme from ischemic heart, pH 7.8, 25°C; pH 7.8, 25°C,enzyme from ischemic heart",670236,CHEBI:76049,cit,,
386,1.1.1.42,Escherichia coli,51,0.31,pH 7.1,680481,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
387,1.1.1.42,Chlorobium limicola,57,0.35,"recombinant enzyme, pH 7.0",655430,CHEBI:30744,oaa,C00036,Oxaloacetate
388,1.1.1.42,Rattus norvegicus,22,0.45,"enzyme from normoxic heart, pH 7.8, 25°C; pH 7.8, 25°C, enzyme from normoxic heart",670236,CHEBI:29192,h2o2,,
389,1.1.1.42,Pisum sativum,34,1.0,"above, cytosolic isozyme, forward reaction, pH 8.0; above, mitochondrial isozyme, forward reaction, pH 8.0",654843,CHEBI:30915,akg,C00026,2-Oxoglutarate
390,1.1.1.42,Rattus norvegicus,22,1.63,"enzyme from ischemic heart, pH 7.8, 25°C; pH 7.8, 25°C,enzyme from ischemic heart",670236,CHEBI:29192,h2o2,,
391,1.1.1.42,Sus scrofa,7,8.0,"pH 7.4, versus NADPH, recombinant mutant R314Q",654341,CHEBI:15846,nad,C00003,NAD+
392,1.1.1.42,Sus scrofa,7,11.0,"pH 7.4, versus NADPH, recombinant wild-type enzyme and mutant Y316L",654341,CHEBI:15846,nad,C00003,NAD+
393,1.1.1.42,Sus scrofa,7,12.0,"pH 7.4, versus NADPH, recombinant mutant Y316F",654341,CHEBI:15846,nad,C00003,NAD+
394,1.1.1.43,Homo sapiens,41127,0.002,"25°C, pH 8.0, non-competitive inhibition",712601,CHEBI:107736,,C07868,Metoclopramide
395,1.1.1.43,Homo sapiens,9699,0.0042,,688050,,,,
396,1.1.1.43,Homo sapiens,41128,0.006,"25°C, pH 8.0, non-competitive inhibition",712601,CHEBI:8872,,C07239,Ritodrine
397,1.1.1.43,Homo sapiens,11776,0.008,"25°C, pH 8.0, non-competitive inhibition",712601,CHEBI:92511,,,
