Commentary,EC_number,KEGG_ID,KI_Value,LigandID,Literature,Mechanism,Mode,Name,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
,6.3.1.2,C00137,,454,667442,,+,myo-Inositol,Escherichia coli,BRENDA,inost,CHEBI:17268,glns
,6.3.1.2,,,1625,667442,,+,,Escherichia coli,BRENDA,pro__l,CHEBI:60039,glns
,6.3.2.10,C00033,,47,651110,,+,Acetate,Escherichia coli,BRENDA,ac,CHEBI:15366,ugmdds
,6.3.2.10,C00246,,462,651110,,+,Butanoic acid,Escherichia coli,BRENDA,but,CHEBI:30772,ugmdds
,6.3.2.10,C00058,,120,651110,,+,Formate,Escherichia coli,BRENDA,for,CHEBI:30751,ugmdds
,6.3.2.10,C00163,,312,651110,,+,Propanoate,Escherichia coli,BRENDA,ppa,CHEBI:30768,ugmdds
,6.3.4.2,C00286,,5697,674909,,+,dGTP,Escherichia coli,BRENDA,dgtp,CHEBI:16497,ctps2
,6.3.4.2,C00044,,37,648962,,+,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
,6.3.4.2,C00044,,37,648963,,+,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
,6.3.4.2,C00044,,37,661241,,+,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
,6.3.4.2,C00044,,37,674909,,+,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
,6.3.4.2,C00044,,37,690817,,+,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
,6.3.4.2,C00044,,37,702613,,+,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
,6.3.4.2,C00081,,229,674909,,+,ITP,Escherichia coli,BRENDA,itp,CHEBI:16039,ctps2
,6.3.5.5,C00044,,37,1731,,+,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,cbps
,6.3.5.5,C00130,,232,649457,,+,IMP,Escherichia coli,BRENDA,imp,CHEBI:17202,cbps
,6.3.5.5,C00130,,232,649895,,+,IMP,Escherichia coli,BRENDA,imp,CHEBI:17202,cbps
,6.3.5.5,C00130,,232,650020,,+,IMP,Escherichia coli,BRENDA,imp,CHEBI:17202,cbps
,6.3.5.5,C00130,,232,652334,,+,IMP,Escherichia coli,BRENDA,imp,CHEBI:17202,cbps
,6.3.5.5,C00130,,232,"651882, 652788",,+,IMP,Escherichia coli,BRENDA,imp,CHEBI:17202,cbps
,6.3.5.5,C00130,,232,652823,,+,IMP,Escherichia coli,BRENDA,imp,CHEBI:17202,cbps
,6.3.5.5,C00081,,229,1731,,+,ITP,Escherichia coli,BRENDA,itp,CHEBI:16039,cbps
,6.3.5.5,C00077,,192,649457,,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00077,,192,649877,,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00077,,192,650020,,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00077,,192,650798,,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00077,,192,652334,,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00077,,192,"651471, 651882, 651937, 652351, 652788",,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00624,,3480,1725,,+,N-Acetyl-L-glutamate,Escherichia coli,BRENDA,acglu,CHEBI:17533,cbps
,6.3.5.5,C00077,,3657,1729,,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00077,,3657,"1725, 1731",,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00077,,576,"649886, 649895, 650927, 651292, 652823",,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00077,,576,693247,,+,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,cbps
,6.3.5.5,C00238,,55194,"650936, 651937",,+,Potassium cation,Escherichia coli,BRENDA,k,CHEBI:29103,cbps
,6.3.5.5,C00655,,1007,1731,,+,Xanthosine 5'-phosphate,Escherichia coli,BRENDA,xmp,CHEBI:15652,cbps
,6.4.1.2,C00120,,143,665523,,+,Biotin,Escherichia coli,BRENDA,btn,CHEBI:15956,accoac
,6.4.1.2,C00120,,143,665526,,+,Biotin,Escherichia coli,BRENDA,btn,CHEBI:15956,accoac
,6.4.1.2,,,131,37593,,+,,Escherichia coli,BRENDA,cit,CHEBI:76049,accoac
,1.1.1.3,,,5553,246400,,-,,Escherichia coli,BRENDA,hom__l,CHEBI:30653,hsdy
,1.1.1.3,,,74,246398,,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,hsdy
,1.1.1.3,,,95,246398,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,hsdy
,1.1.1.3,,,250,"246387, 246398",,-,,Escherichia coli,BRENDA,thr__l,CHEBI:57926,hsdy
,1.1.1.3,C00006,,10,246400,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,hsdy
,1.1.1.6,,,19,636295,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,glycdx
,1.1.1.6,C14819,,70,636295,,-,Fe3+,Escherichia coli,BRENDA,fe3,CHEBI:29034,glycdx
over 90% inhibition at 0.01 mM,1.1.1.6,C00038,,14,636295,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,glycdx
,1.1.1.22,C00004,,8,286293,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,udpgd
,1.1.1.22,C00167,,630,286293,,-,UDP-glucuronate,Escherichia coli,BRENDA,udpglcur,CHEBI:17200,udpgd
"2.2 mM, 50% inhibition, reversible",1.1.1.23,,,116,286332,,-,,Escherichia coli,BRENDA,urea,CHEBI:32285,histd
,1.1.1.28,C00008,,13,286430,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,ldh_d
,1.1.1.28,C00002,,4,286430,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,ldh_d
,1.1.1.28,C01444,,825,286430,,-,Oxamate,Escherichia coli,BRENDA,oxam,CHEBI:18058,ldh_d
,1.1.1.40,C00076,,15,722940,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,me2
,1.1.1.40,C00175,,23,722940,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,me2
strong inhibition,1.1.1.40,,,19,722940,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,me2
"activates at up to 4 mM, inhibition above, probably due to blockage of substrate binding, Km is 0.19 mM",1.1.1.40,C00305,,6,687388,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,me2
strong inhibition,1.1.1.40,C00038,,14,722940,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,me2
"allosteric inhibition. Phosphoenolpyruvate enhances the uncompetitive inhibition of isocitrate lyase by increasing isocitrate, which protects isocitrate dehydrogenase from the inhibition, and contributes to the control through the tricarboxylic acid cycle and glyoxylate shunt",1.1.1.42,C00074,,51,680481,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,icdhyr
,1.1.1.44,C00002,,4,"286861, 286882, 286904",,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,gnd
,1.1.1.44,C00354,,583,"286851, 286861, 286882, 286904",,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,gnd
,1.1.1.44,C00005,,5,"286851, 286882, 286904",,-,NADPH,Escherichia coli,BRENDA,nadph,CHEBI:16474,gnd
"10 mM, 50-75% inhibition, assay without MgCl2",1.1.1.49,C00002,,4,722473,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,g6pdh2r
"1 mM, 83% inhibition",1.1.1.49,C01413,,52,722473,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,g6pdh2r
"1 mM, 56% inhibition",1.1.1.49,C00175,,23,722473,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,g6pdh2r
"1 mM, complete inhibition",1.1.1.49,,,19,722473,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,g6pdh2r
"1 mM, complete inhibition",1.1.1.49,C00703,,33,722473,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,g6pdh2r
"1 mM, 56% inhibition",1.1.1.49,,,11,722473,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,g6pdh2r
"allosteric inhibition, inhibition is not reversed by NAD+, AMP, or spermidine",1.1.1.49,C00004,,8,722577,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,g6pdh2r
product inhibition with NADP+ or D-glucose 6-phosphate as the varying substrate,1.1.1.49,C00005,,5,722244,,-,NADPH,Escherichia coli,BRENDA,nadph,CHEBI:16474,g6pdh2r
,1.1.1.49,C00005,,5,722473,,-,NADPH,Escherichia coli,BRENDA,nadph,CHEBI:16474,g6pdh2r
"when NADP+ is the varied substrate, NADPH NADPH is a competitive inhibitor both in the presence and absence of Mg2+, linear competitive inhibition. When glucose 6-phosphate is the varied substrate NADPH causes linear noncompetitive inhibition",1.1.1.49,C00005,,5,722577,,-,NADPH,Escherichia coli,BRENDA,nadph,CHEBI:16474,g6pdh2r
competitive,1.1.1.57,C00002,,4,287131,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,manao
non-competitive,1.1.1.57,C00002,,4,"287132, 287133",,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,manao
non-competitive,1.1.1.57,C00817,,7175,287131,,-,D-Altronate,Escherichia coli,BRENDA,altrn,CHEBI:46644,manao
,1.1.1.57,C00817,,7175,287132,,-,D-Altronate,Escherichia coli,BRENDA,altrn,CHEBI:46644,manao
competitive at low concentrations; non-competitive,1.1.1.57,C00817,,7175,287133,,-,D-Altronate,Escherichia coli,BRENDA,altrn,CHEBI:46644,manao
non-competitive,1.1.1.57,C00514,,3998,287131,,-,D-Mannonate,Escherichia coli,BRENDA,mana,CHEBI:33076,manao
competitive,1.1.1.57,C00003,,7,287131,,-,NAD+,Escherichia coli,BRENDA,nad,CHEBI:15846,manao
,1.1.1.58,C00002,,4,"287138, 287140",,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,tagurr
,1.1.1.58,C00905,,96511,287140,,-,D-Fructuronate,Escherichia coli,BRENDA,fruur,CHEBI:4126,tagurr
inhibitory for forward and reverse reaction,1.1.1.58,C00514,,94003,287140,,-,D-Mannonate,Escherichia coli,BRENDA,mana,CHEBI:33076,tagurr
"with acetolactate as substrate, Mn2+ behaves as a competitive inhibitor in presence of Mg2+",1.1.1.86,,,11,639175,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,kara1
,1.1.1.86,C00006,,10,639175,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,kara1
,1.1.1.86,C00005,,5,639183,,-,NADPH,Escherichia coli,BRENDA,nadph,CHEBI:16474,kara1
,1.1.1.94,C00008,,13,669177,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,g3pd2
,1.1.1.94,C13050,,402,669177,,-,Cyclic ADP-ribose,Escherichia coli,BRENDA,adprib,CHEBI:31445,g3pd2
,1.1.1.94,C00020,,30,669177,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,g3pd2
,1.1.1.94,C00002,,4,669177,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,g3pd2
noncompetitive versus NADP+,1.1.1.94,C00111,,278,669175,,-,Glycerone phosphate,Escherichia coli,BRENDA,dhap,CHEBI:16108,g3pd2
"0.05 mM, 26% inhibition",1.1.1.94,,,4581,287523,,-,,Escherichia coli,BRENDA,glyc3p,CHEBI:57597,g3pd2
competitive inhibitor,1.1.1.94,C00661,,5971,689802,,-,Glyceraldehyde 3-phosphate,Escherichia coli,BRENDA,g3p,CHEBI:17138,g3pd2
competitive inhibitor,1.1.1.94,C00631,,68873,689802,,-,2-Phospho-D-glycerate,Escherichia coli,BRENDA,2pg,CHEBI:17835,g3pd2
"50% inhibition with 0.035 mM, sigmoid inhibition curve, competitive inhibition vs. glycerone phosphate, uncompetitive vs. NADPH",1.1.1.94,,,445,287523,,-,,Escherichia coli,BRENDA,glyc3p,CHEBI:57597,g3pd2
,1.1.1.94,C00003,,7,669177,,-,NAD+,Escherichia coli,BRENDA,nad,CHEBI:15846,g3pd2
competitive versus NADPH,1.1.1.94,C00006,,10,669175,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,g3pd2
,1.1.1.94,C00006,,10,669177,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,g3pd2
competitive versus NADP+,1.1.1.94,C00005,,5,669175,,-,NADPH,Escherichia coli,BRENDA,nadph,CHEBI:16474,g3pd2
,1.1.1.94,,,775,669177,,-,,Escherichia coli,BRENDA,nmn,CHEBI:14648,g3pd2
"0.0015 mM, 52% inhibition",1.1.1.94,,,128,287523,,-,,Escherichia coli,BRENDA,pmtcoa,CHEBI:57379,g3pd2
competitive inhibitor,1.1.1.94,C00074,,51,689802,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,g3pd2
"product inhibition at an allosteric, regulatory site, competitive versus dihydroxyacetone phosphate, noncompetitive versus NADPH, the wild-type enzyme is feedback inhibited",1.1.1.94,,,4869,669175,,-,,Escherichia coli,BRENDA,glyc3p,CHEBI:57597,g3pd2
"the wild-type enzyme is feedback regulated, competitive versus dihydroxyacetone phosphate, binding to a regulatory site",1.1.1.94,,,4869,669177,,-,,Escherichia coli,BRENDA,glyc3p,CHEBI:57597,g3pd2
,1.1.1.95,C00597,,194,287546,,-,Glycerate 3-phosphate,Escherichia coli,BRENDA,3pg,CHEBI:17050,pgcd
inhibition can be overcome by addition of dithiothreitol,1.1.1.95,,,75,287530,,-,,Escherichia coli,BRENDA,ag,CHEBI:49468,pgcd
slightly,1.1.1.95,,,494,287548,,-,,Escherichia coli,BRENDA,ala_b,CHEBI:57966,pgcd
,1.1.1.95,,,72,287546,,-,,Escherichia coli,BRENDA,gly,CHEBI:57305,pgcd
,1.1.1.95,,,103,287525,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,pgcd
,1.1.1.95,,,7217,287525,,-,,Escherichia coli,BRENDA,athr__l,CHEBI:58585,pgcd
,1.1.1.95,,,345,287525,,-,,Escherichia coli,BRENDA,hom__l,CHEBI:57476,pgcd
binding of the inhibitor to the apoenzyme displays positive cooperativity in the binding of the first two serine molecules and negative cooperativity in the binding of the last two serine molecules. At least two NADH-induced conformational forms of the enzyme bind the inhibitor in the physiological range. Successive binding of NADH to the enzyme results in an increase in the affinity for the first inhibitor ligand bound and a lessening of both the positive and negative cooperativity of inhibitor binding,1.1.1.95,,,262,656083,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
50% inhibition at 0.005 mM and pH 7.5,1.1.1.95,,,95,287525,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
"inhibition of enzyme from E. coli, Salmonella typhimurium and Haemophilus influenzae, not of mammalian enzyme, inhibition in both reaction directions",1.1.1.95,,,95,287530,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
"allosteric inhibition, regulates the pathway of serine biosynthesis by end product inhibition interacting with His344, Asn346 and Asn364",1.1.1.95,,,95,"287546, 287547",,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
"50% inhibition at 0.008 mM L-serine; allosteric inhibition, regulates the pathway of serine biosynthesis by end product inhibition interacting with His344, Asn346 and Asn364",1.1.1.95,,,95,287548,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
"feedback regulation, positive and negative cooperativity in absence of NADH, positive in presence of NADH, overview",1.1.1.95,,,95,663605,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
"the enzyme contains an ACT regulatory domain which binds L-serine for feedback regulation, binding site lies around residues H344-N364",1.1.1.95,,,95,667649,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
"physiological inhibitor, exerts its effect on at least two steps in the kinetic mechanism. There is a small but significant effect on the dissociation constant of NADH, increasing the Kd to 5 and 23 microM from 0.6 and 9 microM, respectively, for the two sets of sites in the enzyme. After the second substrate is added, serine reduces the amplitude of the signal without a significant effect on the observed rate constants for binding. The serine concentration that reduces the amplitude by 50% is equal to the K0.5 for serine inhibition. Serine binding eliminates a conformational change subsequent to substrate binding by formation of a dead-end quaternary complex consisting of enzyme, coenzyme, substrate, and effector. The rate data conform to a model in which serine can bind to two forms of the enzyme with different affinities",1.1.1.95,,,95,711203,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
,1.1.1.95,,,95,"287551, 687564, 724307",,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
,1.1.1.95,,,250,287525,,-,,Escherichia coli,BRENDA,thr__l,CHEBI:57926,pgcd
inhibition of phosphoglycerate oxidation,1.1.1.95,C00004,,8,287525,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,pgcd
competitive product inhibition,1.1.1.100,C00006,,10,669013,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,3oar121
"potent inhibitor, IC50: 0.0075 mM",1.1.1.140,C00275,,700,669655,,-,D-Mannose 6-phosphate,Escherichia coli,BRENDA,man6p,CHEBI:48066,sbtpd
competitive,1.1.1.169,C00008,,13,669806,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,dpr
competitive,1.1.1.169,C00020,,30,669806,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,dpr
noncompetitive,1.1.1.169,C00002,,4,669806,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,dpr
"competitive versus NADPH, noncompetitive versus ketopantoate",1.1.1.169,C00006,,10,286108,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,dpr
noncompetitive versus ketopantoate and NADPH,1.1.1.169,C00522,,2576,286108,,-,(R)-Pantoate,Escherichia coli,BRENDA,pant__r,CHEBI:14737,dpr
competitive,1.1.1.169,C00009,,16,669806,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,dpr
,1.1.1.205,C00008,,13,347946,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,impd
,1.1.1.205,C00020,,30,347946,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,impd
,1.1.1.205,C00002,,4,347946,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,impd
competitive inhibition with respect to both K+ and NAD+,1.1.1.205,C00076,,15,701583,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,impd
,1.1.1.205,C00035,,53,347946,,-,GDP,Escherichia coli,BRENDA,gdp,CHEBI:17552,impd
competitive with respect to IMP and non competitive with respect to NAD+,1.1.1.205,C00144,,162,347909,,-,GMP,Escherichia coli,BRENDA,gmp,CHEBI:17345,impd
competitive with respect to IMP,1.1.1.205,C00144,,162,347938,,-,GMP,Escherichia coli,BRENDA,gmp,CHEBI:17345,impd
"; weak and competitive inhibition, strong binding, dissociation by 3 M urea",1.1.1.205,C00144,,162,347941,,-,GMP,Escherichia coli,BRENDA,gmp,CHEBI:17345,impd
,1.1.1.205,C00144,,162,"347939, 347946",,-,GMP,Escherichia coli,BRENDA,gmp,CHEBI:17345,impd
,1.1.1.205,C00044,,37,347946,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,impd
inhibits K+ activation,1.1.1.205,C00305,,6,347946,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,impd
competitive inhibition with respect to both K+ and NAD+,1.1.1.205,C00305,,6,701583,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,impd
competitive inhibition with respect to both K+ and NAD+,1.1.1.205,C01330,,59,701583,,-,Sodium cation,Escherichia coli,BRENDA,na1,CHEBI:29101,impd
,1.1.1.205,C01330,,59,703193,,-,Sodium cation,Escherichia coli,BRENDA,na1,CHEBI:29101,impd
,1.1.1.205,C00655,,1515,347946,,-,Xanthosine 5'-phosphate,Escherichia coli,BRENDA,xmp,CHEBI:15652,impd
,1.1.1.267,,,19,286427,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,dxprii
,1.1.1.267,C14818,,25,286427,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,dxprii
competitive with respect to GDP-4-keto-6-deoxymannose,1.1.1.271,C00035,,53,389515,,-,GDP,Escherichia coli,BRENDA,gdp,CHEBI:17552,gdmane
competitive inhibitor,1.1.1.271,C00006,,2088,389515,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,gdmane
,1.1.99.33,C00058,,120,698687,,-,Formate,Escherichia coli,BRENDA,for,CHEBI:30751,fhl
"10 mM NaNO3, 50% inhibition",1.1.99.33,,,308,698686,,-,,Escherichia coli,BRENDA,no3,CHEBI:17632,fhl
"10 mM NaNO2, 55% inhibition",1.1.99.33,C00088,,168,698686,,-,Nitrite,Escherichia coli,BRENDA,no2,CHEBI:25567,fhl
complete inhibition at 1 mM,1.2.1.3,,,75,690591,,-,,Escherichia coli,BRENDA,ag,CHEBI:49468,abutd
50.3% residual activity at 1 mM,1.2.1.3,C00175,,23,690591,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,abutd
2.9% residual activity at 1 mM,1.2.1.3,,,19,690591,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,abutd
57.5% residual activity at 1 mM,1.2.1.3,C14818,,25,690591,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,abutd
complete inhibition at 1 mM,1.2.1.3,C00703,,33,690591,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,abutd
95.3% residual activity at 1 mM,1.2.1.3,C00238,,39,690591,,-,Potassium cation,Escherichia coli,BRENDA,k,CHEBI:29103,abutd
80.6% residual activity at 1 mM,1.2.1.3,C00305,,6,690591,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,abutd
84.8% residual activity at 1 mM,1.2.1.3,,,11,690591,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,abutd
83.6% residual activity at 1 mM,1.2.1.3,C01330,,59,690591,,-,Sodium cation,Escherichia coli,BRENDA,na1,CHEBI:29101,abutd
72.4% residual activity at 1 mM,1.2.1.3,,,38,690591,,-,,Escherichia coli,BRENDA,ni2,CHEBI:49786,abutd
7% residual activity at 1 mM,1.2.1.3,C00038,,14,690591,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,abutd
"100 mM, 83% inhibition",1.2.1.8,C00084,,90,390329,,-,Acetaldehyde,Escherichia coli,BRENDA,acald,CHEBI:15343,betaldhx
above 0.5 mM,1.2.1.8,C00576,,831,390329,,-,Betaine aldehyde,Escherichia coli,BRENDA,betald,CHEBI:15710,betaldhx
"10 mM CaCl2, 90% inhibition",1.2.1.8,C00076,,15,390350,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,betaldhx
"100 mM, 78% inhibition",1.2.1.8,,,149,390329,,-,,Escherichia coli,BRENDA,chol,CHEBI:72322,betaldhx
"100 mM, 35% inhibition",1.2.1.8,C00189,,456,390329,,-,Ethanolamine,Escherichia coli,BRENDA,etha,CHEBI:16000,betaldhx
0.0001-0.0005 mM HgCl2,1.2.1.8,C00703,,33,390329,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,betaldhx
"1 mM, 24% inhibition",1.2.1.8,,,2750,390329,,-,,Escherichia coli,BRENDA,sarcs,CHEBI:57433,betaldhx
substrate inhibition above 10 mM,1.2.1.8,C00006,,10,390329,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,betaldhx
"1 mM, 54% inhibition",1.2.1.8,C00601,,769,390329,,-,Phenylacetaldehyde,Escherichia coli,BRENDA,pacald,CHEBI:16424,betaldhx
competitive inhibition,1.2.1.10,C00084,,90,724721,,-,Acetaldehyde,Escherichia coli,BRENDA,acald,CHEBI:15343,acald
,1.2.1.10,C13050,,402,390164,,-,Cyclic ADP-ribose,Escherichia coli,BRENDA,adprib,CHEBI:31445,acald
,1.2.1.10,C00020,,30,390164,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,acald
,1.2.1.11,C00067,,130,390180,,-,Formaldehyde,Escherichia coli,BRENDA,fald,CHEBI:16842,asad
oxidized glutathione,1.2.1.11,C00127,,330,654891,,-,Glutathione disulfide,Escherichia coli,BRENDA,gthox,CHEBI:17858,asad
,1.2.1.11,C00238,,39,390180,,-,Potassium cation,Escherichia coli,BRENDA,k,CHEBI:29103,asad
,1.2.1.11,C01330,,59,390180,,-,Sodium cation,Escherichia coli,BRENDA,na1,CHEBI:29101,asad
,1.2.1.11,,,1989,390200,,-,,Escherichia coli,BRENDA,tungs,CHEBI:36272,asad
"; 1 mM, isozyme A, 18% inhibition",1.2.1.21,C14818,,25,390215,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,gcaldd
substrate inhibition,1.2.1.21,C00266,,604,390213,,-,Glycolaldehyde,Escherichia coli,BRENDA,gcald,CHEBI:17071,gcaldd
substrate inhibition,1.2.1.21,C00160,,479,390213,,-,Glycolate,Escherichia coli,BRENDA,glyclt,CHEBI:17497,gcaldd
"1 mM, isozyme A, 20% inhibition, isozyme C, 44% inhibition",1.2.1.21,,,11,390215,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,gcaldd
"0.01 mM, 40% inhibition of total enzyme activity in cell extracts",1.2.1.21,C00250,,608,390214,,-,Pyridoxal,Escherichia coli,BRENDA,pydx,CHEBI:17310,gcaldd
"approx. 0.1 mM, 22% inhibition of isozyme A",1.2.1.21,C00534,,1284,390214,,-,Pyridoxamine,Escherichia coli,BRENDA,pydam,CHEBI:16410,gcaldd
"approx. 0.1 mM, 23% inhibition of isozyme A",1.2.1.21,C00647,,5608,390214,,-,Pyridoxamine phosphate,Escherichia coli,BRENDA,pyam5p,CHEBI:18335,gcaldd
"approx. 0.1 mM, 33% inhibition of isozyme C, 0.39 mM, 50% inhibition",1.2.1.21,C00314,,1051,390214,,-,Pyridoxine,Escherichia coli,BRENDA,pydxn,CHEBI:16709,gcaldd
"approx. 0.1 mM, 23% inhibition of isozyme C",1.2.1.21,C00627,,30371,390214,,-,Pyridoxine phosphate,Escherichia coli,BRENDA,pdx5p,CHEBI:28803,gcaldd
"1 mM, isozyme A, 30% inhibition",1.2.1.21,C00038,,14,390215,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,gcaldd
50% inhibition at 5 mM,1.2.1.22,C00076,,15,288133,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,lcadi
50% inhibition at 0.25 mM,1.2.1.22,,,19,288133,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,lcadi
85% inhibition at 0.1 mM,1.2.1.22,,,19,288135,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,lcadi
substrate inhibition,1.2.1.22,C00266,,604,288133,,-,Glycolaldehyde,Escherichia coli,BRENDA,gcald,CHEBI:17071,lcadi
substrate inhibition,1.2.1.22,C05999,,9202,288133,,-,Lactaldehyde,Escherichia coli,BRENDA,lald__l,CHEBI:18419,lcadi
substrate inhibition,1.2.1.22,C00546,,322,288133,,-,Methylglyoxal,Escherichia coli,BRENDA,mthgxl,CHEBI:17158,lcadi
