,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC,elasticity,bigg.reaction
239,2.7.6.3,atp,0.0156390540219,Acetate,1.222,0.987363800479,atp:2.7.6.3,0.0126361995212,hppk2
240,2.7.7.18,atp,0.0291547594742,Acetate,1.222,0.976697719244,atp:2.7.7.18,0.0233022807558,nmnat
241,2.7.7.27,atp,0.628689062868,Acetate,1.222,0.660294602977,atp:2.7.7.27,0.339705397023,glgc
242,2.7.7.3,atp,0.22,Acetate,1.222,0.847434119279,atp:2.7.7.3,0.152565880721,ptpati
243,2.7.7.58,atp,1.12,Acetate,1.222,0.521776259607,atp:2.7.7.58,0.478223740393,dhbs
244,2.7.7.63,atp,0.00547905101272,Acetate,1.222,0.995536338475,atp:2.7.7.63,0.00446366152498,lipatpt
245,2.7.9.2,atp,0.028,Acetate,1.222,0.9776,atp:2.7.9.2,0.0224,pps
246,2.7.9.3,atp,1.03923048454,Acetate,1.222,0.540413729761,atp:2.7.9.3,0.459586270239,selnps
247,3.1.3.5,atp,0.377182051535,Acetate,1.222,0.764140642291,atp:3.1.3.5,0.235859357709,ntd10
248,3.1.4.16,atp,0.18,Acetate,1.222,0.871611982882,atp:3.1.4.16,0.128388017118,23pde2pp
249,3.6.3.14,atp,0.116000843096,Acetate,1.222,0.91330286248,atp:3.6.3.14,0.0866971375204,atps4rpp
250,3.6.3.16,atp,0.161156826931,Acetate,1.222,0.883486222391,atp:3.6.3.16,0.116513777609,aso3t8pp
251,3.6.3.19,atp,0.148398113196,Acetate,1.222,0.891711677237,atp:3.6.3.19,0.108288322763,maltabcpp
252,3.6.3.27,atp,0.0239,Acetate,1.222,0.980817080022,atp:3.6.3.27,0.0191829199775,piuabcpp
253,3.6.3.31,atp,0.356914284197,Acetate,1.222,0.773949550163,atp:3.6.3.31,0.226050449837,ptrcabcpp
254,3.6.3.33,atp,0.0638827050147,Acetate,1.222,0.950319959382,atp:3.6.3.33,0.0496800406177,cbl1abcpp
255,3.6.3.5,atp,0.0139642400438,Acetate,1.222,0.988701744281,atp:3.6.3.5,0.0112982557192,zn2abcpp
256,3.6.3.54,atp,0.5,Acetate,1.222,0.709639953542,atp:3.6.3.54,0.290360046458,cu1abcpp
257,4.1.1.49,atp,0.06,Acetate,1.222,0.953198127925,atp:4.1.1.49,0.0468018720749,ppck
258,4.6.1.1,atp,0.348568501159,Acetate,1.222,0.778062210657,atp:4.6.1.1,0.221937789343,adncyc
259,6.1.1.1,atp,0.5,Acetate,1.222,0.709639953542,atp:6.1.1.1,0.290360046458,tyrtrs
260,6.1.1.10,atp,1.21224726372,Acetate,1.222,0.502003234516,atp:6.1.1.10,0.497996765484,mettrs
261,6.1.1.11,atp,6.8e-05,Acetate,1.222,0.999944356615,atp:6.1.1.11,5.56433848198e-05,sertrs
262,6.1.1.14,atp,0.0286513950266,Acetate,1.222,0.977090822318,atp:6.1.1.14,0.0229091776818,glytrs
263,6.1.1.15,atp,0.6,Acetate,1.222,0.67069154775,atp:6.1.1.15,0.32930845225,protrs
264,6.1.1.16,atp,0.266638881743,Acetate,1.222,0.820884107615,atp:6.1.1.16,0.179115892385,cystrs
265,6.1.1.18,atp,0.583589913459,Acetate,1.222,0.676787121423,atp:6.1.1.18,0.323212878577,glntrs
266,6.1.1.19,atp,1.30706525944,Acetate,1.222,0.483182470455,atp:6.1.1.19,0.516817529545,argtrs
267,6.1.1.2,atp,0.2,Acetate,1.222,0.85935302391,atp:6.1.1.2,0.14064697609,trptrs
268,6.1.1.20,atp,0.009,Acetate,1.222,0.992688870837,atp:6.1.1.20,0.00731112916328,phetrs
269,6.1.1.21,atp,0.756919929083,Acetate,1.222,0.617508562141,atp:6.1.1.21,0.382491437859,histrs
270,6.1.1.22,atp,0.142407347178,Acetate,1.222,0.895626956662,atp:6.1.1.22,0.104373043338,asntrs
271,6.1.1.24,atp,0.62,Acetate,1.222,0.663409337676,atp:6.1.1.24,0.336590662324,glutrs
272,6.1.1.3,atp,0.267,Acetate,1.222,0.820685023506,atp:6.1.1.3,0.179314976494,thrtrs
273,6.1.1.4,atp,0.263569285988,Acetate,1.222,0.82258028052,atp:6.1.1.4,0.17741971948,leutrs
274,6.1.1.5,atp,0.0261231549777,Acetate,1.222,0.9790700502,atp:6.1.1.5,0.0209299497998,iletrs
275,6.1.1.6,atp,0.0527188146271,Acetate,1.222,0.958642789279,atp:6.1.1.6,0.0413572107215,lystrs
276,6.1.1.7,atp,0.088797522488,Acetate,1.222,0.932256873419,atp:6.1.1.7,0.067743126581,alatrs
277,6.1.1.9,atp,9.4,Acetate,1.222,0.115044247788,atp:6.1.1.9,0.884955752212,valtrs
278,6.2.1.20,atp,0.3,Acetate,1.222,0.802890932983,atp:6.2.1.20,0.197109067017,aacps1
279,6.2.1.26,atp,0.0735,Acetate,1.222,0.943265148591,atp:6.2.1.26,0.0567348514087,sucbzl
280,6.2.1.5,atp,0.0318590646441,Acetate,1.222,0.974591191672,atp:6.2.1.5,0.0254088083282,sucoas
281,6.3.1.1,atp,0.27,Acetate,1.222,0.819034852547,atp:6.3.1.1,0.180965147453,asns2
282,6.3.1.2,atp,0.2,Acetate,1.222,0.85935302391,atp:6.3.1.2,0.14064697609,glns
283,6.3.1.5,atp,0.2,Acetate,1.222,0.85935302391,atp:6.3.1.5,0.14064697609,nads1
284,6.3.2.1,atp,0.251589867848,Acetate,1.222,0.829267373957,atp:6.3.2.1,0.170732626043,pants
285,6.3.2.13,atp,0.62,Acetate,1.222,0.663409337676,atp:6.3.2.13,0.336590662324,uaagds
286,6.3.2.17,atp,0.19455709597,Acetate,1.222,0.862654956497,atp:6.3.2.17,0.137345043503,dhfs
287,6.3.2.2,atp,0.00283283622172,Acetate,1.222,0.997687165025,atp:6.3.2.2,0.00231283497466,glucys
288,6.3.2.4,atp,1.4,Acetate,1.222,0.466056445461,atp:6.3.2.4,0.533943554539,alaalar
289,6.3.2.8,atp,0.162781373341,Acetate,1.222,0.882449766819,atp:6.3.2.8,0.117550233181,uamas
290,6.3.2.9,atp,0.100349389634,Acetate,1.222,0.924112802243,atp:6.3.2.9,0.0758871977565,uamags
291,6.3.3.1,atp,0.073,Acetate,1.222,0.943629343629,atp:6.3.3.1,0.0563706563707,prais
292,6.3.3.3,atp,0.005,Acetate,1.222,0.995925020375,atp:6.3.3.3,0.0040749796251,dbts
293,6.3.4.18,atp,0.048,Acetate,1.222,0.962204724409,atp:6.3.4.18,0.0377952755906,airc2
294,6.3.4.2,atp,0.054,Acetate,1.222,0.957680250784,atp:6.3.4.2,0.0423197492163,ctps2
295,6.3.4.21,atp,0.4,Acetate,1.222,0.753390875462,atp:6.3.4.21,0.246609124538,namnpp
296,6.3.5.2,atp,0.21135106708,Acetate,1.222,0.852547591491,atp:6.3.5.2,0.147452408509,gmps2
297,6.3.5.4,atp,0.156092561918,Acetate,1.222,0.886732889915,atp:6.3.5.4,0.113267110085,asns1
298,6.3.5.5,atp,0.103057890319,Acetate,1.222,0.922223858239,atp:6.3.5.5,0.0777761417609,cbps
299,1.7.1.7,gmp,0.0229782505862,Acetate,0.021,0.477508762175,gmp:1.7.1.7,0.522491237825,gmpr
300,3.1.3.5,gmp,0.509901951359,Acetate,0.021,0.039555326452,gmp:3.1.3.5,0.960444673548,ntd10
301,3.1.3.6,gmp,0.26,Acetate,0.021,0.0747330960854,gmp:3.1.3.6,0.925266903915,3ntd2pp
302,2.1.1.144,acon_c,34.4673758792,Acetate,0.086,0.00248890297436,acon_c:2.1.1.144,0.997511097026,aconmt
303,4.2.1.3,acon_c,0.0304630924235,Acetate,0.086,0.738431362335,acon_c:4.2.1.3,0.261568637665,aconta
304,2.1.1.144,cit,17.8745629317,Acetate,2.081,0.104281698648,cit:2.1.1.144,0.895718301352,aconmt
305,4.1.3.6,cit,0.16,Acetate,2.081,0.928603302097,cit:4.1.3.6,0.0713966979027,citl
306,4.2.1.3,cit,3.5721142199,Acetate,2.081,0.368115682622,cit:4.2.1.3,0.631884317378,aconta
307,2.2.1.1,s7p,4.0,Acetate,0.07,0.017199017199,s7p:2.2.1.1,0.982800982801,tkt1
308,2.2.1.2,s7p,0.285,Acetate,0.07,0.197183098592,s7p:2.2.1.2,0.802816901408,tala
309,5.3.1.28,s7p,0.9,Acetate,0.07,0.0721649484536,s7p:5.3.1.28,0.927835051546,s7pi
310,2.2.1.1,xu5p__d,0.16,Acetate,0.047,0.227053140097,xu5p__d:2.2.1.1,0.772946859903,tkt1
311,2.4.2.1,r1p,0.048579831206,Acetate,0.004,0.0760747972798,r1p:2.4.2.1,0.92392520272,punp1
312,5.4.2.7,r1p,0.043,Acetate,0.004,0.0851063829787,r1p:5.4.2.7,0.914893617021,ppm2
313,2.5.1.19,pep,0.073875129779,Acetate,0.387,0.839706842471,pep:2.5.1.19,0.160293157529,pscvt
314,2.5.1.54,pep,0.0492359384718,Acetate,0.387,0.887134611962,pep:2.5.1.54,0.112865388038,ddpa
315,2.5.1.55,pep,0.00556178721376,Acetate,0.387,0.985832071804,pep:2.5.1.55,0.0141679281961,kdops
316,2.5.1.7,pep,0.00560062668188,Acetate,0.387,0.985734544722,pep:2.5.1.7,0.0142654552776,uagcvt
317,4.1.1.31,pep,0.6,Acetate,0.387,0.392097264438,pep:4.1.1.31,0.607902735562,ppc
318,4.1.1.49,pep,0.360020574368,Acetate,0.387,0.51805802046,pep:4.1.1.49,0.48194197954,ppck
319,2.7.1.107,adp,1.0,Acetate,0.613,0.380037197768,adp:2.7.1.107,0.619962802232,dagk160
320,2.7.4.3,adp,0.09,Acetate,0.613,0.871977240398,adp:2.7.4.3,0.128022759602,adk1
321,3.1.3.5,adp,0.745120795576,Acetate,0.613,0.451358967477,adp:3.1.3.5,0.548641032523,ntd10
322,3.1.4.16,adp,0.19,Acetate,0.613,0.763387297634,adp:3.1.4.16,0.236612702366,23pde2pp
323,3.6.3.14,adp,0.1,Acetate,0.613,0.859747545582,adp:3.6.3.14,0.140252454418,atps4rpp
324,4.1.1.49,adp,0.05,Acetate,0.613,0.924585218703,adp:4.1.1.49,0.0754147812971,ppck
325,2.7.1.107,gtp,8.7,Acetate,0.702,0.0746649649011,gtp:2.7.1.107,0.925335035099,dagk160
326,2.7.1.11,gtp,4.3,Acetate,0.702,0.140343862455,gtp:2.7.1.11,0.859656137545,pfk
327,2.7.4.25,gtp,0.64,Acetate,0.702,0.523099850969,gtp:2.7.4.25,0.476900149031,cytk1
328,3.1.5.1,gtp,0.15,Acetate,0.702,0.823943661972,gtp:3.1.5.1,0.176056338028,ntptp1
329,3.5.4.25,gtp,0.329180704061,Acetate,0.702,0.680773017994,gtp:3.5.4.25,0.319226982006,gtpcii2
330,3.6.1.19,gtp,1.0,Acetate,0.702,0.412455934195,gtp:3.6.1.19,0.587544065805,ntpp1
331,3.6.5.6,gtp,0.042,Acetate,0.702,0.943548387097,gtp:3.6.5.6,0.0564516129032,ntp3
332,6.3.4.4,gtp,0.0258542191565,Acetate,0.702,0.964478849643,gtp:6.3.4.4,0.0355211503568,adss
333,2.7.1.33,pnto__r,0.0368854504518,Acetate,0.043,0.538270733366,pnto__r:2.7.1.33,0.461729266634,pntk
334,3.1.3.11,fdp,0.00888426829289,Acetate,0.149,0.943729236681,fdp:3.1.3.11,0.0562707633189,fbp
335,3.1.3.7,fdp,1.17,Acetate,0.149,0.112964366945,fdp:3.1.3.7,0.887035633055,bpnt
336,4.1.2.13,fdp,0.174713559467,Acetate,0.149,0.460283468649,fdp:4.1.2.13,0.539716531351,fba
337,3.6.1.19,gdp,0.35,Acetate,0.375,0.51724137931,gdp:3.6.1.19,0.48275862069,ntpp1
338,4.1.3.1,succ,0.59,Acetate,0.691,0.539422326308,succ:4.1.3.1,0.460577673692,icl
339,6.2.1.5,succ,0.25,Acetate,0.691,0.734325185972,succ:6.2.1.5,0.265674814028,sucoas
340,4.2.1.2,fum,0.454231562374,Acetate,0.562,0.553023563534,fum:4.2.1.2,0.446976436466,fum
341,5.3.1.13,ru5p__d,0.361073775132,Acetate,0.094,0.206559914319,ru5p__d:5.3.1.13,0.793440085681,a5piso
342,1.1.1.140,f6p,0.568,Mannose,0.837,0.595729537367,f6p:1.1.1.140,0.404270462633,sbtpd
343,2.2.1.1,f6p,1.1,Mannose,0.837,0.432111512648,f6p:2.2.1.1,0.567888487352,tkt1
344,2.2.1.2,f6p,1.15336908402,Mannose,0.837,0.42052502057,f6p:2.2.1.2,0.57947497943,tala
345,2.6.1.16,f6p,0.608829444704,Mannose,0.837,0.578906456128,f6p:2.6.1.16,0.421093543872,gf6pta
346,2.7.1.11,f6p,0.0407616378371,Mannose,0.837,0.9535618372,f6p:2.7.1.11,0.0464381627996,pfk
347,3.5.99.6,f6p,1.7,Mannose,0.837,0.329917225069,f6p:3.5.99.6,0.670082774931,g6pda
348,5.3.1.8,f6p,0.15,Mannose,0.837,0.848024316109,f6p:5.3.1.8,0.151975683891,man6pi
349,5.3.1.9,f6p,0.171464281995,Mannose,0.837,0.829974858747,f6p:5.3.1.9,0.170025141253,pgi
350,1.1.1.205,imp,0.0217548542475,Mannose,1.538,0.986052388817,imp:1.1.1.205,0.0139476111828,impd
351,3.1.3.5,imp,0.66,Mannose,1.538,0.699727024568,imp:3.1.3.5,0.300272975432,ntd10
352,6.3.4.4,imp,0.0347218297492,Mannose,1.538,0.97792245959,imp:6.3.4.4,0.0220775404095,adss
353,1.1.1.290,akg,0.093,Mannose,0.234,0.715596330275,akg:1.1.1.290,0.284403669725,perd
354,1.1.1.95,akg,0.0607947366143,Mannose,0.234,0.793772652414,akg:1.1.1.95,0.206227347586,pgcd
355,1.14.11.17,akg,0.0158655010498,Mannose,0.234,0.936503835131,akg:1.14.11.17,0.0634961648692,taudo
356,1.4.1.13,akg,0.0374939158528,Mannose,0.234,0.861897767635,akg:1.4.1.13,0.138102232365,glusy
357,1.4.1.4,akg,3.55791610907,Mannose,0.234,0.0617102259831,akg:1.4.1.4,0.938289774017,gludy
358,2.2.1.9,akg,1.5,Mannose,0.234,0.134948096886,akg:2.2.1.9,0.865051903114,sephchcs
359,2.6.1.1,akg,0.215827708975,Mannose,0.234,0.520199168107,akg:2.6.1.1,0.479800831893,aspta
360,2.6.1.11,akg,2.5,Mannose,0.234,0.0855888807608,akg:2.6.1.11,0.914411119239,acota
361,2.6.1.19,akg,1.07,Mannose,0.234,0.179447852761,akg:2.6.1.19,0.820552147239,abta
362,2.6.1.29,akg,0.88,Mannose,0.234,0.210053859964,akg:2.6.1.29,0.789946140036,spmdat2
363,2.6.1.42,akg,1.02088376734,Mannose,0.234,0.186471453445,akg:2.6.1.42,0.813528546555,ileta
364,2.6.1.82,akg,19.0,Mannose,0.234,0.0121659561194,akg:2.6.1.82,0.987834043881,ptrcta
365,1.1.1.37,mal__l,2.6,Mannose,0.811,0.237760187628,mal__l:1.1.1.37,0.762239812372,mdh
366,1.1.1.40,mal__l,3.41,Mannose,0.811,0.192134565269,mal__l:1.1.1.40,0.807865434731,me2
367,4.2.1.2,mal__l,0.272864188864,Mannose,0.811,0.748248727407,mal__l:4.2.1.2,0.251751272593,fum
368,1.1.1.44,6pgc,0.093,Mannose,0.184,0.664259927798,6pgc:1.1.1.44,0.335740072202,gnd
369,1.1.1.49,g6p,0.185688522541,Mannose,0.694,0.788915601621,g6p:1.1.1.49,0.211084398379,g6pdh2r
370,2.4.1.15,g6p,5.26782687643,Mannose,0.694,0.116407271527,g6p:2.4.1.15,0.883592728473,tre6ps
371,2.6.1.16,g6p,16.0,Mannose,0.694,0.0415718222116,g6p:2.6.1.16,0.958428177788,gf6pta
372,5.3.1.9,g6p,0.28,Mannose,0.694,0.712525667351,g6p:5.3.1.9,0.287474332649,pgi
373,1.1.1.94,dhap,0.17,Mannose,0.832,0.830339321357,dhap:1.1.1.94,0.169660678643,g3pd2
374,4.1.2.17,dhap,54.7,Mannose,0.832,0.0149823525175,dhap:4.1.2.17,0.985017647483,fclpa
375,4.1.2.19,dhap,0.711378660898,Mannose,0.832,0.539077039925,dhap:4.1.2.19,0.460922960075,rmpa
376,4.2.3.3,dhap,0.501816593132,Mannose,0.832,0.623773916357,dhap:4.2.3.3,0.376226083643,mgsa
377,1.1.1.94,glyc3p,0.21,Mannose,0.299,0.58742632613,glyc3p:1.1.1.94,0.41257367387,g3pd2
378,2.3.1.15,glyc3p,0.391158559217,Mannose,0.299,0.433233777958,glyc3p:2.3.1.15,0.566766222042,g3pat120
379,2.7.8.5,glyc3p,0.32,Mannose,0.299,0.483037156704,glyc3p:2.7.8.5,0.516962843296,pgsa120
380,3.1.3.21,glyc3p,2.9,Mannose,0.299,0.0934667083464,glyc3p:3.1.3.21,0.906533291654,g3pt
381,1.17.4.1,atp,0.07,Mannose,1.272,0.9478390462,atp:1.17.4.1,0.0521609538003,rndr1
382,2.1.2.2,atp,0.0774,Mannose,1.272,0.942641173855,atp:2.1.2.2,0.057358826145,garft
383,2.5.1.6,atp,0.0778395786217,Mannose,1.272,0.942334200408,atp:2.5.1.6,0.0576657995917,metat
384,2.7.1.107,atp,1.07364350264,Mannose,1.272,0.542281893462,atp:2.7.1.107,0.457718106538,dagk160
385,2.7.1.11,atp,0.0508000513259,Mannose,1.272,0.961596575934,atp:2.7.1.11,0.0384034240663,pfk
386,2.7.1.12,atp,0.0743975806058,Mannose,1.272,0.94474323062,atp:2.7.1.12,0.0552567693804,gnk
387,2.7.1.148,atp,0.02,Mannose,1.272,0.984520123839,atp:2.7.1.148,0.015479876161,cdpmek
388,2.7.1.16,atp,0.153845688374,Mannose,1.272,0.892102147078,atp:2.7.1.16,0.107897852922,rbk_l1
389,2.7.1.2,atp,1.37113092008,Mannose,1.272,0.48124744421,atp:2.7.1.2,0.51875255579,hex1
390,2.7.1.23,atp,0.758287544405,Mannose,1.272,0.626512241335,atp:2.7.1.23,0.373487758665,nadk
391,2.7.1.25,atp,0.01,Mannose,1.272,0.992199687988,atp:2.7.1.25,0.00780031201248,adsk
392,2.7.1.30,atp,0.0078,Mannose,1.272,0.993905297703,atp:2.7.1.30,0.00609470229723,glyk
393,2.7.1.33,atp,0.21607868937,Mannose,1.272,0.854793505939,atp:2.7.1.33,0.145206494061,pntk
394,2.7.1.39,atp,0.406201920232,Mannose,1.272,0.757954084467,atp:2.7.1.39,0.242045915533,hsk
395,2.7.1.49,atp,0.1431,Mannose,1.272,0.898876404494,atp:2.7.1.49,0.101123595506,hmpk1
396,2.7.1.56,atp,0.293179441776,Mannose,1.272,0.81268637068,atp:2.7.1.56,0.18731362932,fruk
397,2.7.1.59,atp,0.0112249721603,Mannose,1.272,0.991252529834,atp:2.7.1.59,0.00874747016606,acgamk
398,2.7.1.6,atp,2.36643191324,Mannose,1.272,0.349601155204,atp:2.7.1.6,0.650398844796,galkr
399,2.7.1.71,atp,0.16,Mannose,1.272,0.888268156425,atp:2.7.1.71,0.111731843575,shkk
400,2.7.1.73,atp,0.601747455333,Mannose,1.272,0.678853490303,atp:2.7.1.73,0.321146509697,gsnk
401,2.7.2.11,atp,0.736806299728,Mannose,1.272,0.633211873226,atp:2.7.2.11,0.366788126774,glu5k
402,2.7.2.4,atp,1.60078067845,Mannose,1.272,0.442776578645,atp:2.7.2.4,0.557223421355,aspk
403,2.7.2.8,atp,0.683277145225,Mannose,1.272,0.650547163151,atp:2.7.2.8,0.349452836849,acgk
404,2.7.4.16,atp,0.27,Mannose,1.272,0.824902723735,atp:2.7.4.16,0.175097276265,tmpk
405,2.7.4.25,atp,0.038,Mannose,1.272,0.970992366412,atp:2.7.4.25,0.0290076335878,cytk1
406,2.7.4.3,atp,0.0850220126159,Mannose,1.272,0.937346622365,atp:2.7.4.3,0.0626533776353,adk1
407,2.7.4.7,atp,0.193,Mannose,1.272,0.868259385666,atp:2.7.4.7,0.131740614334,pmpk
408,2.7.4.9,atp,0.219089023002,Mannose,1.272,0.853067778233,atp:2.7.4.9,0.146932221767,dtmpk
409,2.7.6.1,atp,0.023,Mannose,1.272,0.982239382239,atp:2.7.6.1,0.0177606177606,prpps
410,2.7.6.3,atp,0.0156390540219,Mannose,1.272,0.98785447368,atp:2.7.6.3,0.0121455263205,hppk2
411,2.7.7.18,atp,0.0291547594742,Mannose,1.272,0.977593165408,atp:2.7.7.18,0.0224068345921,nmnat
412,2.7.7.27,atp,0.628689062868,Mannose,1.272,0.669230977781,atp:2.7.7.27,0.330769022219,glgc
413,2.7.7.3,atp,0.22,Mannose,1.272,0.85254691689,atp:2.7.7.3,0.14745308311,ptpati
414,2.7.7.58,atp,1.12,Mannose,1.272,0.531772575251,atp:2.7.7.58,0.468227424749,dhbs
415,2.7.7.63,atp,0.00547905101272,Mannose,1.272,0.995711044335,atp:2.7.7.63,0.00428895566497,lipatpt
416,2.7.9.2,atp,0.028,Mannose,1.272,0.978461538462,atp:2.7.9.2,0.0215384615385,pps
417,2.7.9.3,atp,1.03923048454,Mannose,1.272,0.550356188406,atp:2.7.9.3,0.449643811594,selnps
418,3.1.3.5,atp,0.377182051535,Mannose,1.272,0.771291440394,atp:3.1.3.5,0.228708559606,ntd10
419,3.1.4.16,atp,0.18,Mannose,1.272,0.876033057851,atp:3.1.4.16,0.123966942149,23pde2pp
420,3.6.3.14,atp,0.116000843096,Mannose,1.272,0.916425956315,atp:3.6.3.14,0.0835740436854,atps4rpp
421,3.6.3.16,atp,0.161156826931,Mannose,1.272,0.887551157066,atp:3.6.3.16,0.112448842934,aso3t8pp
422,3.6.3.19,atp,0.148398113196,Mannose,1.272,0.895523577639,atp:3.6.3.19,0.104476422361,maltabcpp
423,3.6.3.27,atp,0.0239,Mannose,1.272,0.981557218921,atp:3.6.3.27,0.0184427810788,piuabcpp
424,3.6.3.31,atp,0.356914284197,Mannose,1.272,0.780888234784,atp:3.6.3.31,0.219111765216,ptrcabcpp
425,3.6.3.33,atp,0.0638827050147,Mannose,1.272,0.952179405591,atp:3.6.3.33,0.0478205944092,cbl1abcpp
426,3.6.3.5,atp,0.0139642400438,Mannose,1.272,0.98914103549,atp:3.6.3.5,0.01085896451,zn2abcpp
427,3.6.3.54,atp,0.5,Mannose,1.272,0.717832957111,atp:3.6.3.54,0.282167042889,cu1abcpp
428,4.1.1.49,atp,0.06,Mannose,1.272,0.954954954955,atp:4.1.1.49,0.045045045045,ppck
429,4.6.1.1,atp,0.348568501159,Mannose,1.272,0.784909739447,atp:4.6.1.1,0.215090260553,adncyc
430,6.1.1.1,atp,0.5,Mannose,1.272,0.717832957111,atp:6.1.1.1,0.282167042889,tyrtrs
431,6.1.1.10,atp,1.21224726372,Mannose,1.272,0.512026326274,atp:6.1.1.10,0.487973673726,mettrs
432,6.1.1.11,atp,6.8e-05,Mannose,1.272,0.999946543738,atp:6.1.1.11,5.34562617721e-05,sertrs
433,6.1.1.14,atp,0.0286513950266,Mannose,1.272,0.977971503251,atp:6.1.1.14,0.0220284967488,glytrs
434,6.1.1.15,atp,0.6,Mannose,1.272,0.679487179487,atp:6.1.1.15,0.320512820513,protrs
435,6.1.1.16,atp,0.266638881743,Mannose,1.272,0.826704703159,atp:6.1.1.16,0.173295296841,cystrs
436,6.1.1.18,atp,0.583589913459,Mannose,1.272,0.685496289225,atp:6.1.1.18,0.314503710775,glntrs
437,6.1.1.19,atp,1.30706525944,Mannose,1.272,0.493201944132,atp:6.1.1.19,0.506798055868,argtrs
438,6.1.1.2,atp,0.2,Mannose,1.272,0.864130434783,atp:6.1.1.2,0.135869565217,trptrs
439,6.1.1.20,atp,0.009,Mannose,1.272,0.992974238876,atp:6.1.1.20,0.00702576112412,phetrs
440,6.1.1.21,atp,0.756919929083,Mannose,1.272,0.626934548656,atp:6.1.1.21,0.373065451344,histrs
441,6.1.1.22,atp,0.142407347178,Mannose,1.272,0.899316595419,atp:6.1.1.22,0.100683404581,asntrs
442,6.1.1.24,atp,0.62,Mannose,1.272,0.672304439746,atp:6.1.1.24,0.327695560254,glutrs
443,6.1.1.3,atp,0.267,Mannose,1.272,0.826510721248,atp:6.1.1.3,0.173489278752,thrtrs
444,6.1.1.4,atp,0.263569285988,Mannose,1.272,0.828357281959,atp:6.1.1.4,0.171642718041,leutrs
445,6.1.1.5,atp,0.0261231549777,Mannose,1.272,0.979876212147,atp:6.1.1.5,0.0201237878529,iletrs
446,6.1.1.6,atp,0.0527188146271,Mannose,1.272,0.960203770004,atp:6.1.1.6,0.0397962299962,lystrs
447,6.1.1.7,atp,0.088797522488,Mannose,1.272,0.934745969903,atp:6.1.1.7,0.0652540300967,alatrs
448,6.1.1.9,atp,9.4,Mannose,1.272,0.119190404798,atp:6.1.1.9,0.880809595202,valtrs
449,6.2.1.20,atp,0.3,Mannose,1.272,0.809160305344,atp:6.2.1.20,0.190839694656,aacps1
450,6.2.1.26,atp,0.0735,Mannose,1.272,0.945373467113,atp:6.2.1.26,0.0546265328874,sucbzl
451,6.2.1.5,atp,0.0318590646441,Mannose,1.272,0.975565561104,atp:6.2.1.5,0.0244344388961,sucoas
452,6.3.1.1,atp,0.27,Mannose,1.272,0.824902723735,atp:6.3.1.1,0.175097276265,asns2
453,6.3.1.2,atp,0.2,Mannose,1.272,0.864130434783,atp:6.3.1.2,0.135869565217,glns
454,6.3.1.5,atp,0.2,Mannose,1.272,0.864130434783,atp:6.3.1.5,0.135869565217,nads1
455,6.3.2.1,atp,0.251589867848,Mannose,1.272,0.834870345913,atp:6.3.2.1,0.165129654087,pants
456,6.3.2.13,atp,0.62,Mannose,1.272,0.672304439746,atp:6.3.2.13,0.327695560254,uaagds
457,6.3.2.17,atp,0.19455709597,Mannose,1.272,0.867337523711,atp:6.3.2.17,0.132662476289,dhfs
458,6.3.2.2,atp,0.00283283622172,Mannose,1.272,0.997777876329,atp:6.3.2.2,0.00222212367083,glucys
459,6.3.2.4,atp,1.4,Mannose,1.272,0.476047904192,atp:6.3.2.4,0.523952095808,alaalar
460,6.3.2.8,atp,0.162781373341,Mannose,1.272,0.886546217866,atp:6.3.2.8,0.113453782134,uamas
461,6.3.2.9,atp,0.100349389634,Mannose,1.272,0.926877666582,atp:6.3.2.9,0.0731223334177,uamags
462,6.3.3.1,atp,0.073,Mannose,1.272,0.945724907063,atp:6.3.3.1,0.0542750929368,prais
463,6.3.3.3,atp,0.005,Mannose,1.272,0.996084573218,atp:6.3.3.3,0.00391542678152,dbts
464,6.3.4.18,atp,0.048,Mannose,1.272,0.963636363636,atp:6.3.4.18,0.0363636363636,airc2
465,6.3.4.2,atp,0.054,Mannose,1.272,0.9592760181,atp:6.3.4.2,0.0407239819005,ctps2
466,6.3.4.21,atp,0.4,Mannose,1.272,0.760765550239,atp:6.3.4.21,0.239234449761,namnpp
467,6.3.5.2,atp,0.21135106708,Mannose,1.272,0.857517837975,atp:6.3.5.2,0.142482162025,gmps2
468,6.3.5.4,atp,0.156092561918,Mannose,1.272,0.89069856809,atp:6.3.5.4,0.10930143191,asns1
469,6.3.5.5,atp,0.103057890319,Mannose,1.272,0.925051962507,atp:6.3.5.5,0.0749480374931,cbps
470,1.7.1.7,gmp,0.0229782505862,Mannose,0.023,0.500236518501,gmp:1.7.1.7,0.499763481499,gmpr
471,3.1.3.5,gmp,0.509901951359,Mannose,0.023,0.0431599095131,gmp:3.1.3.5,0.956840090487,ntd10
472,3.1.3.6,gmp,0.26,Mannose,0.023,0.0812720848057,gmp:3.1.3.6,0.918727915194,3ntd2pp
473,2.1.1.144,acon_c,34.4673758792,Mannose,0.013,0.000377026052313,acon_c:2.1.1.144,0.999622973948,aconmt
474,4.2.1.3,acon_c,0.0304630924235,Mannose,0.013,0.299104349809,acon_c:4.2.1.3,0.700895650191,aconta
475,2.1.1.144,cit,17.8745629317,Mannose,0.335,0.0183969270024,cit:2.1.1.144,0.981603072998,aconmt
