,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,Organisms,DeltaEntropy
ki:3.2.1.26:19,ki,"('3.2.1.26', '19')",3.2.1.26,19,Cu2+,17,0.338747202224,Plantae:10;Bacteria:7,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.26#INHIBITORS,0.236648055415,Plantae:171;Bacteria:45;Fungi:14,"136064;136067;136074,136096;136079;136100;136101;136116;136117;136120;136127;136133;136136;664739;665023;679533;708103;708454",17,Clostridium perfringens;Carica papaya;Beta vulgaris;Solanum lycopersicum;Tropaeolum majus;Corynebacterium glutamicum;Lactobacillus reuteri;Thermotoga maritima;Prunus persica;Lilium longiflorum;Azotobacter chroococcum;Cicer arietinum;Portulaca oleracea;Phyllostachys edulis;Rumex dentatus;Bifidobacterium adolescentis;Thermotoga neapolitana,0.10209914681
ki:3.2.1.26:33,ki,"('3.2.1.26', '33')",3.2.1.26,33,Hg2+,17,0.302898749686,Plantae:12;Bacteria:5,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.26#INHIBITORS,0.236648055415,Plantae:171;Bacteria:45;Fungi:14,136064;136067;136087;136100;136101;136110;136116;136120;136124;136125;136127;136130;136136;664739;665023;708103;708454,17,Clostridium perfringens;Carica papaya;Triticum aestivum;Tropaeolum majus;Corynebacterium glutamicum;Avena sativa;Lactobacillus reuteri;Prunus persica;Nicotiana tabacum;Hordeum vulgare;Lilium longiflorum;Glycine max;Cicer arietinum;Portulaca oleracea;Phyllostachys edulis;Bifidobacterium adolescentis;Thermotoga neapolitana,0.0662506942715
ki:3.2.1.4:33,ki,"('3.2.1.4', '33')",3.2.1.4,33,Hg2+,13,0.270102071194,Bacteria:10;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.4#INHIBITORS,0.185077695015,Bacteria:84;Plantae:21;Archaea:5;Animalia:2,"393560;393572;393588,393594;393608;393621;393630;393634;393636;393637;393641;656438;677608;729844",13,Clostridium josui;Thermobifida fusca;Bacillus subtilis;Acetivibrio cellulolyticus;Phaseolus vulgaris;Streptomyces albaduncus;Ruminococcus albus;Bacillus circulans;Populus x canadensis;Catharanthus roseus;Lysinibacillus sphaericus;Bacillus agaradhaerens;Bacillus pumilus,0.0850243761794
ki:3.2.1.41:19,ki,"('3.2.1.41', '19')",3.2.1.41,19,Cu2+,12,0.18869524632,Bacteria:10;Archaea:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.41#INHIBITORS,0.231488743885,Bacteria:107;Archaea:30;Plantae:7,"136403,136429;136404;136407;136422,136430;136430;136432;136433;136439;695305;714860",10,Laceyella sacchari;Thermoanaerobacter acetoethylicus;Thermoanaerobacter ethanolicus;Thermoanaerobacterium thermosaccharolyticum;Geobacillus stearothermophilus;Enterobacter aerogenes;Klebsiella pneumoniae;Bacillus circulans;Pyrococcus woesei;Fervidobacterium pennivorans;Oryza sativa;Thermotoga neapolitana,-0.042793497565
ki:3.2.1.41:21,ki,"('3.2.1.41', '21')",3.2.1.41,21,EDTA,11,0.237069656529,Bacteria:9;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.41#INHIBITORS,0.231488743885,Bacteria:107;Archaea:30;Plantae:7,"136403;136404;136406,136410;136407;136407,654227;136411;136422;136432;655828;721313",10,Geobacillus stearothermophilus;Laceyella sacchari;Thermoanaerobacter acetoethylicus;Thermoanaerobacterium thermosaccharolyticum;Thermoanaerobacter thermohydrosulfuricus;Thermus aquaticus;Enterobacter aerogenes;Bacillus circulans;Thermoanaerobacter ethanolicus;Desulfurococcus mucosus;Pyrococcus furiosus,0.00558091264404
ki:3.2.1.52:1075,ki,"('3.2.1.52', '1075')",3.2.1.52,1075,N-acetyl-D-galactosamine,11,0.30548829518,Animalia:6;Plantae:4;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.52#INHIBITORS,0.245652909778,Animalia:187;Plantae:85;Bacteria:44;Archaea:3,136606;136607;393507;393650;393652;393659;393668;393678;393686;393696;393732,11,Rattus norvegicus;Bos taurus;Cupiennius salei;Triticum aestivum;Glycine max;Prunus serotina;Homo sapiens;Canavalia ensiformis;Sus scrofa;Geobacillus stearothermophilus;Ovis aries,0.059835385402
ki:3.2.1.52:300,ki,"('3.2.1.52', '300')",3.2.1.52,300,N-acetyl-D-glucosamine,11,0.286655760345,Animalia:7;Plantae:3;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.52#INHIBITORS,0.245652909778,Animalia:187;Plantae:85;Bacteria:44;Archaea:3,136606;136607;393507;393650;393652;393668;393678;393686;393696;393732;665721,11,Rattus norvegicus;Bos taurus;Cupiennius salei;Triticum aestivum;Glycine max;Homo sapiens;Canavalia ensiformis;Sus scrofa;Geobacillus stearothermophilus;Ovis aries;Spodoptera frugiperda,0.0410028505674
ki:3.2.1.52:33,ki,"('3.2.1.52', '33')",3.2.1.52,33,Hg2+,18,0.321654307669,Animalia:8;Plantae:8;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.52#INHIBITORS,0.245652909778,Animalia:187;Plantae:85;Bacteria:44;Archaea:3,"393650;393656;393659;393665;393667;393670;393673;393678;393685;393696;393697;393700;393704;393708;393715,393725;656947;680128;715073",18,Triticum aestivum;Pisum sativum;Prunus serotina;Styela plicata;Oryctolagus cuniculus;Rattus norvegicus;Trigonella foenum-graecum;Canavalia ensiformis;Vibrio furnissii;Geobacillus stearothermophilus;Marsupenaeus japonicus;Homo sapiens;Bombyx mori;Turbatrix aceti;Bos taurus;Capsicum annuum;Solanum lycopersicum;Carica papaya,0.0760013978913
ki:3.2.1.55:19,ki,"('3.2.1.55', '19')",3.2.1.55,19,Cu2+,13,0.229030675793,Bacteria:10;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.55#INHIBITORS,0.205927575275,Bacteria:63;Plantae:12;Fungi:4,"288809,288843;288820;288834,288840,288849;288840;288849;654273;654276;666636;677763;677785;695816;715312;715881",13,Glycine max;Thermobacillus xylanilyticus;Rhodotorula flava;Clostridium stercorarium;Streptomyces thermoviolaceus;Bifidobacterium longum;Bifidobacterium breve;Pyrus pyrifolia;Geobacillus caldoxylosilyticus;Bacillus pumilus;Anoxybacillus kestanbolensis;Caldicellulosiruptor saccharolyticus;Paenibacillus woosongensis,0.0231031005178
ki:3.2.1.55:33,ki,"('3.2.1.55', '33')",3.2.1.55,33,Hg2+,14,0.252978924254,Bacteria:10;Plantae:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.55#INHIBITORS,0.205927575275,Bacteria:63;Plantae:12;Fungi:4,"288809,288811,288812,288843;288811,288812,288814,288830,288832,288834,288837,288840;288811,288812,288814,288837;288820;288827;288832,288840;288834,288840,288849;288840;288849;654273;666636;677763;677785;695816",14,Glycine max;Spinacia oleracea;Pectobacterium carotovorum;Geobacillus stearothermophilus;Streptomyces purpurascens;Thermobacillus xylanilyticus;Rhodotorula flava;Clostridium stercorarium;Streptomyces thermoviolaceus;Bifidobacterium longum;Pyrus pyrifolia;Geobacillus caldoxylosilyticus;Bacillus pumilus;Anoxybacillus kestanbolensis,0.0470513489785
ki:3.2.1.8:14,ki,"('3.2.1.8', '14')",3.2.1.8,14,Zn2+,13,0.229030675793,Bacteria:10;Plantae:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.8#INHIBITORS,0.12851000303,Bacteria:149;Plantae:13;Animalia:8;Fungi:2,171582;171605;171636;171648;171651;171655;655257;655665;656075;678008;696821;697502;718337,13,Clostridium stercorarium;Hordeum vulgare;Thermobifida alba;Ruminococcus flavefaciens;Geobacillus stearothermophilus;Caldicellulosiruptor saccharolyticus;Euphausia superba;Carica papaya;Pseudoalteromonas haloplanktis;Bacillus circulans;Bacillus subtilis;Bacillus licheniformis;Paenibacillus campinasensis,0.100520672764
ki:3.2.1.8:19,ki,"('3.2.1.8', '19')",3.2.1.8,19,Cu2+,18,0.14194948308,Bacteria:16;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.8#INHIBITORS,0.12851000303,Bacteria:149;Plantae:13;Animalia:8;Fungi:2,171582;171603;171605;171636;171646;171648;171653;655257;656075;678008;679547;681810;696821;697502;707216;709555;718337;729475,18,Clostridium stercorarium;Clostridium acetobutylicum;Hordeum vulgare;Thermobifida alba;Bacillus amyloliquefaciens;Ruminococcus flavefaciens;Cellulomonas fimi;Euphausia superba;Pseudoalteromonas haloplanktis;Bacillus circulans;Bacillus halodurans;Bacillus megaterium;Bacillus subtilis;Bacillus licheniformis;Nesterenkonia xinjiangensis;Streptomyces thermocarboxydus;Paenibacillus campinasensis;Thermotoga thermarum,0.0134394800498
ki:3.2.1.8:33,ki,"('3.2.1.8', '33')",3.2.1.8,33,Hg2+,18,0.14194948308,Bacteria:16;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.8#INHIBITORS,0.12851000303,Bacteria:149;Plantae:13;Animalia:8;Fungi:2,171582;171603;171605;171631;171636;171646;171651;171653;656075;678008;679547;681810;699489;707216;709555;718337;730191;731029,18,Clostridium stercorarium;Clostridium acetobutylicum;Hordeum vulgare;Cryptococcus albidus;Thermobifida alba;Bacillus amyloliquefaciens;Geobacillus stearothermophilus;Cellulomonas fimi;Pseudoalteromonas haloplanktis;Bacillus circulans;Bacillus halodurans;Bacillus megaterium;Streptomyces fradiae;Nesterenkonia xinjiangensis;Streptomyces thermocarboxydus;Paenibacillus campinasensis;Microbacterium trichothecenolyticum;Cellulosimicrobium cellulans,0.0134394800498
ki:3.4.11.1:14,ki,"('3.4.11.1', '14')",3.4.11.1,14,Zn2+,14,0.279091768822,Animalia:8;Plantae:3;Bacteria:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.179506858036,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,"35908;35908,95191;35908,95200;651776;664344;698424;701092;718340;721598;95218;95225",11,Oryctolagus cuniculus;Proteus vulgaris;Rattus norvegicus;trout;Homo sapiens;Cannabis sativa;Pagrus major;Vibrio cholerae;Eisenia fetida;Pyrococcus horikoshii;Sus scrofa;Bos taurus;Solanum lycopersicum;Fasciola hepatica,0.0995849107861
ki:3.4.11.1:21,ki,"('3.4.11.1', '21')",3.4.11.1,21,EDTA,15,0.272489497038,Animalia:6;Bacteria:5;Archaea:2;Protozoa:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.179506858036,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,643878;665248;665479;698424;718187;718340;721598;727355;731553;732471;732597;95181;95182;95218;95225,15,Salmonella enterica;Schistosoma mansoni;Pseudomonas aeruginosa;Pagrus major;Cryptosporidium parvum;Eisenia fetida;Pyrococcus horikoshii;Desulfurococcus kamchatkensis;Burkholderia pseudomallei;Clonorchis sinensis;Mycoplasma hyopneumoniae;Homo sapiens;Streptomyces rimosus;Solanum lycopersicum;Fasciola hepatica,0.0929826390021
ki:3.4.11.1:225,ki,"('3.4.11.1', '225')",3.4.11.1,225,bestatin,19,0.247358600159,Animalia:11;Bacteria:3;Archaea:2;Plantae:2;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.179506858036,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,25;643878;650477;665071;665075;665076;665248;698424;718187;718340;721598;727355;731768;732471;732597;95176;95182;95225,18,Bos taurus;Salmonella enterica;Rattus norvegicus;Sus scrofa;Homo sapiens;Phaseolus vulgaris;Solanum lycopersicum;Schistosoma mansoni;Pagrus major;Cryptosporidium parvum;Eisenia fetida;Pyrococcus horikoshii;Desulfurococcus kamchatkensis;Fasciola gigantica;Clonorchis sinensis;Mycoplasma hyopneumoniae;Gallus gallus;Streptomyces rimosus;Fasciola hepatica,0.0678517421231
ki:3.4.11.1:62,ki,"('3.4.11.1', '62')",3.4.11.1,62,"1,10-phenanthroline",14,0.299335033499,Animalia:6;Bacteria:5;Plantae:2;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.179506858036,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,"652589;665248;665479;698424;708561;718187;718340;731553;95176;95178,95181;95182;95208;95218;95225",14,Streptomyces hygroscopicus;Schistosoma mansoni;Pseudomonas aeruginosa;Pagrus major;Solanum tuberosum;Cryptosporidium parvum;Eisenia fetida;Burkholderia pseudomallei;Gallus gallus;Homo sapiens;Streptomyces rimosus;Vibrio proteolyticus;Solanum lycopersicum;Fasciola hepatica,0.119828175463
ki:3.4.11.1:625,ki,"('3.4.11.1', '625')",3.4.11.1,625,amastatin,10,0.31444946411,Animalia:5;Bacteria:4;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.179506858036,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,25;652589;665071;665075;665076;731553;732471;732597;95182;95224,10,Bos taurus;Streptomyces hygroscopicus;Sus scrofa;Homo sapiens;Solanum lycopersicum;Burkholderia pseudomallei;Clonorchis sinensis;Mycoplasma hyopneumoniae;Streptomyces rimosus;Schistosoma mansoni,0.134942606073
ki:3.4.11.10:225,ki,"('3.4.11.10', '225')",3.4.11.10,225,bestatin,10,0.250201211769,Bacteria:8;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.10#INHIBITORS,0.134381546365,Bacteria:146;Animalia:12,"665105;665172;665934;666273;678587,717373;700078;707405;709544;731768;81191",10,Pseudomonas aeruginosa;Borrelia burgdorferi;Geobacillus thermoleovorans;Helicobacter pylori;Fasciola hepatica;Escherichia coli;Pseudomonas putida;Vibrio proteolyticus;Fasciola gigantica;Aeromonas caviae,0.115819665404
ki:3.4.11.2:225,ki,"('3.4.11.2', '225')",3.4.11.2,225,bestatin,14,0.218658577446,Animalia:11;Bacteria:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.2#INHIBITORS,0.0786367367102,Animalia:939;Bacteria:58;Plantae:2,35867;35871;35875;35878;651492;653002;664346;664381;664497;665113;665882;683635,12,Sus scrofa;Rattus norvegicus;Homo sapiens;Bombyx mori;Brucella melitensis;Cavia porcellus;Oryctolagus cuniculus;Ovis aries;Cucumis sativus;Bos taurus;Mus musculus;Tenebrio molitor;Gallus gallus;Escherichia coli,0.140021840735
ki:3.4.11.2:62,ki,"('3.4.11.2', '62')",3.4.11.2,62,"1,10-phenanthroline",11,0.30548829518,Animalia:6;Bacteria:4;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.2#INHIBITORS,0.0786367367102,Animalia:939;Bacteria:58;Plantae:2,"35863,35867,683496,710669;35870;35872;35875;35878;35894,707405;651492;652119;664346;665882;666997",11,Rattus norvegicus;Streptococcus salivarius;Homo sapiens;Bombyx mori;Brucella melitensis;Novosphingobium capsulatum;Cucumis sativus;Gallus gallus;Mus musculus;Escherichia coli;Sus scrofa,0.22685155847
ki:3.4.11.4:62,ki,"('3.4.11.4', '62')",3.4.11.4,62,"1,10-phenanthroline",10,0.336505833505,Bacteria:6;Animalia:4,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.4#INHIBITORS,0.251932797965,Animalia:75;Bacteria:43;Plantae:3,"35921;35925;35928,707405;35930;35931;35933;35938;35940;649359;682105",10,Cavia porcellus;Macaca fuscata;Geobacillus stearothermophilus;Sus scrofa;Pediococcus pentosaceus;Bacillus subtilis;Lactobacillus sakei;Lactobacillus helveticus;Rattus norvegicus;Escherichia coli,0.08457303554
ki:3.4.11.5:43,ki,"('3.4.11.5', '43')",3.4.11.5,43,p-chloromercuribenzoate,14,0.318566630371,Bacteria:8;Animalia:4;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.5#INHIBITORS,0.167527095967,Bacteria:75;Plantae:32;Animalia:4;Fungi:4;Archaea:3;Protozoa:1,35942;35943;35945;35946;35947;35949;35952;35955;35959;35961,10,Treponema denticola;Propionibacterium acnes;Triticum aestivum;Bacillus megaterium;Prunus armeniaca;Neisseria gonorrhoeae;Sus scrofa;Brevibacillus brevis;Escherichia coli;Gallus gallus;Oryctolagus cuniculus;Rattus norvegicus;Streptomyces plicatus;Lactobacillus delbrueckii,0.151039534404
ki:3.4.11.7:21,ki,"('3.4.11.7', '21')",3.4.11.7,21,EDTA,16,0.288246698843,Bacteria:9;Animalia:6;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.7#INHIBITORS,0.165127628682,Animalia:157;Bacteria:25;Plantae:4,"35016;35868;36021,36024;36028,665110;36031;36035,665111;663456;665074;665111;717392;732596",11,Gallus gallus;Homo sapiens;Sus scrofa;Staphylococcus chromogenes;Cavia porcellus;Mus musculus;Rattus norvegicus;Lactococcus lactis;Leuconostoc mesenteroides;Streptococcus agalactiae;Streptococcus mutans;Streptococcus pneumoniae;Streptococcus pyogenes;Streptococcus suis;Glycine max;Mycoplasma hyopneumoniae,0.12311907016
ki:3.4.11.9:21,ki,"('3.4.11.9', '21')",3.4.11.9,21,EDTA,12,0.268784831001,Animalia:7;Bacteria:3;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.9#INHIBITORS,0.217549273197,Animalia:126;Bacteria:47;Plantae:9;Fungi:6,"36042,36054,36057,36062;36044;36045;36047;36050;36052,36061;36055;649941;651109;651792;652158;731729",12,Cavia porcellus;Saccharomyces cerevisiae;Lactococcus lactis;Escherichia coli;Sus scrofa;Bos taurus;Rattus norvegicus;Homo sapiens;Caenorhabditis elegans;Drosophila melanogaster;Solanum lycopersicum;Streptomyces lavendulae,0.051235557804
ki:3.4.14.5:257,ki,"('3.4.14.5', '257')",3.4.14.5,257,phenylmethylsulfonyl fluoride,10,0.351640055995,Animalia:4;Bacteria:4;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.14.5#INHIBITORS,0.0488523330896,Animalia:2119;Bacteria:82;Fungi:8;Plantae:4,"36198;36200;36205,36250,36263;36206;36209;36212;36232;36241;36256;731161",10,Lactobacillus helveticus;Streptococcus thermophilus;Rattus norvegicus;Mus musculus;Saccharomyces cerevisiae;Sus scrofa;Stenotrophomonas maltophilia;Homo sapiens;Lactococcus lactis;Ustilago maydis,0.302787722906
ki:3.4.15.1:1281,ki,"('3.4.15.1', '1281')",3.4.15.1,1281,Lisinopril,12,0.225280604433,Animalia:10;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.15.1#INHIBITORS,0.0433362928928,Animalia:803;Bacteria:14,"650267,651330;650873;652613,695571,709304,81256;668218;670641;677585;678553;679999;709546;731940;81241;81285",12,Neanthes virens;Bos taurus;Homo sapiens;Sus scrofa;Mus musculus;Rattus norvegicus;Xanthomonas axonopodis;Drosophila melanogaster;Ucides cordatus;Mammalia;Oryctolagus cuniculus;Bacillus pumilus,0.18194431154
ki:3.4.15.1:469,ki,"('3.4.15.1', '469')",3.4.15.1,469,captopril,15,0.122465013397,Animalia:14;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.15.1#INHIBITORS,0.0433362928928,Animalia:803;Bacteria:14,"650267,651330;650873;652613;667885;679267;679321;679863;679999;697146;707126;709546;732845;81241;81270;81273",15,Neanthes virens;Bos taurus;Oryctolagus cuniculus;Rattus norvegicus;Mus musculus;Xenopus laevis;Homo sapiens;Xanthomonas axonopodis;Canis lupus familiaris;Sus scrofa;Drosophila melanogaster;Struthio camelus;Mammalia;Gallus gallus;Cavia porcellus,0.0791287205046
ki:3.4.17.1:62,ki,"('3.4.17.1', '62')",3.4.17.1,62,"1,10-phenanthroline",10,0.0,Animalia:10,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.17.1#INHIBITORS,0.0,Animalia:276,"36317,36321;36317,36334;36321,36324,36325;36323;36326;36329;36330;36335,36338;668430;668942",10,Bos taurus;Mus musculus;Rattus norvegicus;Patella vulgata;Homo sapiens;Litopenaeus setiferus;Squalus acanthias;Sus scrofa;Cosmopolites sordidus;Trichoplusia ni,0.0
ki:3.4.21.4:544,ki,"('3.4.21.4', '544')",3.4.21.4,544,Soybean trypsin inhibitor,32,0.0695303992274,Animalia:31;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.21.4#INHIBITORS,0.0573326411015,Animalia:320;Bacteria:8,"652004;653033;668311;668321;669029;679341;679952;680305;695500,699942;695989;696328,707409;698509;699194;699820;708221;708529;708530;708550;708552;708553;708557;708835;708852;710597;717612;717614;731849;731858;732249;95432",30,Bos taurus;Engraulis japonicus;Litopenaeus vannamei;Oncorhynchus tshawytscha;Thunnus tonggol;Thunnus albacares;Gadus chalcogrammus;Sarda sarda;Cancer pagurus;Capra hircus;Marsupenaeus japonicus;Rhyzopertha dominica;Saccharopolyspora erythraea;Mus musculus;Homo sapiens;Sitophilus zeamais;Oncorhynchus masou;Boops boops;Sepia officinalis;Eleginus gracilis;Gadus macrocephalus;Balistes capriscus;Lutjanus vitta;Albatrossia pectoralis;Mustelus mustelus;Sus scrofa;Sardinella aurita;Epinephelus coioides;Pterygoplichthys disjunctivus;Cirrhinus mrigala;Scomberomorus sierra;Gadus morhua,0.0121977581259
ki:3.4.21.4:579,ki,"('3.4.21.4', '579')",3.4.21.4,579,benzamidine,13,0.135594686521,Animalia:12;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.21.4#INHIBITORS,0.0573326411015,Animalia:320;Bacteria:8,650230;650468;652902;653033;668321;707407;708221;708550;708852;717516;731682;731849;95444,13,Streptomyces griseus;Bos taurus;Rattus norvegicus;Engraulis japonicus;Oncorhynchus tshawytscha;Colossoma macropomum;Sitophilus zeamais;Sepia officinalis;Mustelus mustelus;Lateolabrax japonicus;Channa argus;Pterygoplichthys disjunctivus;Sus scrofa,0.0782620454195
ki:3.4.22.1:213,ki,"('3.4.22.1', '213')",3.4.22.1,213,iodoacetic acid,12,0.0,Animalia:12,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.1#INHIBITORS,0.0538911619106,Animalia:607;Protozoa:14,"34989;34992;35022;36625,36632,36641,36647,695447;36629;36630;36635,36639,36640;36636,36642;36638;36651,36652;36653;717630",12,Oryctolagus cuniculus;Gallus gallus;Anthocidaris crassispina;Macaca fuscata;Mus musculus;Bos taurus;Sus scrofa;Rattus norvegicus;Capra hircus;Scomber australasicus;Homo sapiens;Apostichopus japonicus,-0.0538911619106
ki:3.4.22.1:217,ki,"('3.4.22.1', '217')",3.4.22.1,217,Leupeptin,16,0.188385080628,Animalia:14;Protozoa:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.1#INHIBITORS,0.0538911619106,Animalia:607;Protozoa:14,"34989;34992;35022;35024;36625,36632,36641;36629;36630,708638;36631;36635;36636,36642,36655;36638,36644,36654;36651,36652;36653;36656,36658,36660;668326;717630",16,Oryctolagus cuniculus;Gallus gallus;Anthocidaris crassispina;Cyprinus carpio;Macaca fuscata;Tetrahymena pyriformis;Sus scrofa;Homo sapiens;Capra hircus;Scomber australasicus;Bos taurus;Rattus norvegicus;Bubalus bubalis;Uronema marinum;Mus musculus;Apostichopus japonicus,0.134493918718
ki:3.4.22.1:520,ki,"('3.4.22.1', '520')",3.4.22.1,520,antipain,12,0.0,Animalia:12,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.1#INHIBITORS,0.0538911619106,Animalia:607;Protozoa:14,"34989;34992;35024;36629;36630;36635,36639,36640;36638;36641;36651,36652;36653;36656,36658;717630",12,Oryctolagus cuniculus;Gallus gallus;Cyprinus carpio;Macaca fuscata;Mus musculus;Bos taurus;Sus scrofa;Homo sapiens;Capra hircus;Scomber australasicus;Bubalus bubalis;Apostichopus japonicus,-0.0538911619106
ki:3.4.22.15:217,ki,"('3.4.22.15', '217')",3.4.22.15,217,Leupeptin,17,0.0,Animalia:17,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.15#INHIBITORS,0.0,Animalia:707,"647906;647910;647912;647919;647922,647929;647927;647931;647940;647942;679950;696809;710915;712052;712879;717223;731500;731842",17,Cavia porcellus;Rattus norvegicus;Gallus gallus;Homo sapiens;Cyprinus carpio;Oryctolagus cuniculus;Papio ursinus;Oncorhynchus keta;Ovis aries;Gadus chalcogrammus;Apostichopus japonicus;Misgurnus mizolepis;Dosidicus gigas;Priacanthus macracanthus;Mus musculus;Patiria pectinifera;Decapterus maruadsi,0.0
ki:3.4.23.5:309,ki,"('3.4.23.5', '309')",3.4.23.5,309,pepstatin A,13,0.135594686521,Animalia:12;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.23.5#INHIBITORS,0.0163603430534,Animalia:190;Fungi:1,36952;649424;650901;678539;680564;680732;712659;712926;717693;718074;731610;731685,12,Homo sapiens;Rattus norvegicus;Todarodes pacificus;Sus scrofa;Patiria pectinifera;Mus musculus;Callosobruchus maculatus;Homarus americanus;Homarus gammarus;Sepia officinalis;Struthio camelus;Saccharomyces cerevisiae;Lamellidens corrianus,0.119234343467
ki:3.4.23.5:396,ki,"('3.4.23.5', '396')",3.4.23.5,396,Pepstatin,10,0.0,Animalia:10,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.23.5#INHIBITORS,0.0163603430534,Animalia:190;Fungi:1,"36912;36917;36922;36931;36938,36942;36942;36950;36951;36952;712160",10,Cyprinus carpio;Sus scrofa;Bos taurus;Spisula solidissima;Gallus gallus;Oryctolagus cuniculus;Xenopus laevis;Tribolium castaneum;Homo sapiens;Musca domestica,-0.0163603430534
ki:3.5.1.88:564,ki,"('3.5.1.88', '564')",3.5.1.88,564,actinonin,22,0.16170150013,Bacteria:19;Plantae:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.88#INHIBITORS,0.169299419015,Bacteria:642;Animalia:78;Plantae:33,"393798;393798,393809,674518;393819;654102,674519;654445;666013,672571,672572,677037,711415,711950,719052;666013,696765;671162,677041;671700,696653,711950;673200;675278;687372;711415,711950,719052;711419;711950",15,Escherichia coli;Bacillus subtilis;Homo sapiens;Haemophilus influenzae;Arabidopsis thaliana;Leptospira interrogans;Glycine max;Bacillus cereus;Legionella pneumophila;Geobacillus stearothermophilus;Pseudomonas aeruginosa;Bacteroides fragilis;Enterobacter cloacae;Klebsiella pneumoniae;Moraxella catarrhalis;Mycobacterium bovis;Mycobacterium tuberculosis;Neisseria gonorrhoeae;Stenotrophomonas maltophilia;Streptococcus pneumoniae;Staphylococcus aureus;Staphylococcus epidermidis,-0.00759791888438
ki:3.5.2.6:1004,ki,"('3.5.2.6', '1004')",3.5.2.6,1004,clavulanic acid,23,0.0,Bacteria:23,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.2.6#INHIBITORS,0.0,Bacteria:456,"209312;209321;209347;209353,684489;209363;209366;654591;657231;663641;663653;663655;663664;665320;684487;684490;687331;687334;695638;695642",19,Proteus penneri;Citrobacter koseri;Staphylococcus aureus;Bacteroides uniformis;Clostridium butyricum;Fusobacterium nucleatum;Moraxella catarrhalis;Moraxella nonliquefaciens;Klebsiella pneumoniae;Bacillus anthracis;Escherichia coli;Acinetobacter baumannii;Burkholderia pseudomallei;Pseudomonas aeruginosa;Mycobacterium tuberculosis;Enterobacter cloacae;Bacillus clausii;Serratia fonticola;Brachyspira pilosicoli;Acinetobacter baylyi;Proteus mirabilis;Enterobacter aerogenes;Shigella sonnei,0.0
