,EC_number,Compound,Organism_inh,Organism_act
522,1.13.11.2,Propane-1-ol,1.0,0.0
523,1.13.11.2,Quinoline,1.0,0.0
524,1.13.11.2,Salicyl alcohol,1.0,0.0
525,1.13.11.2,Salicylate,1.0,0.0
526,1.13.11.2,o-Methoxyphenol,1.0,0.0
527,1.13.11.20,Cysteamine,1.0,3.0
528,1.13.11.24,"1,10-Phenanthroline",1.0,0.0
529,1.13.11.24,8-Hydroxyquinoline,1.0,0.0
530,1.13.11.24,Quinoline,1.0,0.0
531,1.13.11.27,3-(4-Hydroxyphenyl)pyruvate,3.0,0.0
532,1.13.11.3,"2,5-Dihydroxybenzoate",1.0,0.0
533,1.13.11.3,"3',4'-Dihydroxyacetophenone",1.0,0.0
534,1.13.11.3,"3,4-Dihydroxybenzaldehyde",4.0,0.0
535,1.13.11.3,"3,4-Dihydroxybenzoate",2.0,0.0
536,1.13.11.3,"3,4-Dihydroxyphenylacetate",2.0,0.0
537,1.13.11.3,"3,4-Dihydroxyphenylpropanoate",1.0,0.0
538,1.13.11.3,3-Hydroxybenzoate,1.0,0.0
539,1.13.11.3,4-Hydroxybenzoate,3.0,0.0
540,1.13.11.3,4-Methylcatechol,1.0,0.0
541,1.13.11.3,4-Nitrocatechol,2.0,0.0
542,1.13.11.3,4-Sulfocatechol,2.0,0.0
543,1.13.11.3,Catechol,2.0,0.0
544,1.13.11.3,Hydrogen cyanide,1.0,0.0
545,1.13.11.3,Vanillate,1.0,0.0
546,1.13.11.32,Butanal,1.0,0.0
547,1.13.11.32,Potassium bromide,2.0,0.0
548,1.13.11.32,Potassium iodide,2.0,0.0
549,1.13.11.32,Propanal,1.0,0.0
550,1.13.11.33,Apigenin,1.0,0.0
551,1.13.11.33,Baicalein,2.0,0.0
552,1.13.11.33,Linoleate,3.0,0.0
553,1.13.11.34,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",1.0,1.0
554,1.13.11.34,Arachidonate,2.0,0.0
555,1.13.11.37,"1,2,3-Trihydroxybenzene",1.0,0.0
556,1.13.11.37,"2,4-Dichlorophenol",2.0,0.0
557,1.13.11.37,"2,6-Dichlorohydroquinone",2.0,0.0
558,1.13.11.37,"3,4,6-Trichlorocatechol",2.0,0.0
559,1.13.11.37,"3,5-Dichlorocatechol",2.0,0.0
560,1.13.11.37,3-Chlorocatechol,2.0,0.0
561,1.13.11.37,4-Chlorocatechol,2.0,0.0
562,1.13.11.37,5-Chloro-3-methylcatechol,2.0,0.0
563,1.13.11.37,Catechol,2.0,0.0
564,1.13.11.37,Chlorohydroquinone,2.0,0.0
565,1.13.11.37,Tetrachlorocatechol,2.0,0.0
566,1.13.11.37,Tetrachlorohydroquinone,2.0,0.0
567,1.13.11.38,1-Hydroxy-2-naphthoate,1.0,0.0
568,1.13.11.38,3-Hydroxy-2-naphthoate,3.0,0.0
569,1.13.11.39,3-Chlorocatechol,1.0,0.0
570,1.13.11.39,3-Ethylcatechol,1.0,0.0
571,1.13.11.39,"Biphenyl-2,3-diol",1.0,0.0
572,1.13.11.39,Ethanol,1.0,0.0
573,1.13.11.39,Propan-2-ol,1.0,0.0
574,1.13.11.49,Chlorous acid,1.0,0.0
575,1.13.11.49,Hydrochloric acid,1.0,0.0
576,1.13.11.52,Baicalein,1.0,0.0
577,1.13.11.52,Berberine,1.0,0.0
578,1.13.11.52,beta-Carboline,7.0,0.0
579,1.13.11.55,Zinc cation,1.0,0.0
580,1.13.11.6,Anthranilate,3.0,0.0
581,1.13.11.6,Quinolinate,1.0,0.0
582,1.13.11.66,4-Hydroxybenzoate,1.0,0.0
583,1.13.11.74,"1,2,3-Trihydroxybenzene",1.0,0.0
584,1.13.11.74,"2,3-Dihydroxytoluene",1.0,0.0
585,1.13.11.74,3-Chlorocatechol,1.0,0.0
586,1.13.11.74,3-Fluorocatechol,1.0,0.0
587,1.13.11.74,4-Chlorocatechol,1.0,0.0
588,1.13.11.74,4-Methylcatechol,1.0,0.0
589,1.13.11.74,"Benzene-1,2,4-triol",1.0,0.0
590,1.13.11.74,Catechol,1.0,0.0
591,1.13.11.8,"3,4-Dihydroxybenzaldehyde",1.0,0.0
592,1.13.11.8,3-Hydroxybenzoate,1.0,0.0
593,1.13.11.8,4-Hydroxybenzoate,1.0,0.0
594,1.13.11.8,4-Nitrocatechol,1.0,0.0
595,1.13.11.B6,Nordihydroguaiaretic acid,1.0,0.0
596,1.13.11.B6,n-Propyl gallate,1.0,0.0
597,1.13.12.16,Nitroethane,2.0,0.0
598,1.13.12.16,beta-Nitropropanoate,1.0,0.0
599,1.13.12.3,(Indol-3-yl)acetamide,6.0,0.0
600,1.13.12.3,Indolepyruvate,6.0,0.0
601,1.13.12.4,(R)-Lactate,1.0,0.0
602,1.13.12.4,Acetate,1.0,0.0
603,1.13.12.4,Diacetyl,1.0,0.0
604,1.13.12.4,Hydrochloric acid,1.0,0.0
605,1.13.12.4,Orthophosphate,1.0,0.0
606,1.13.12.4,Oxalate,1.0,0.0
607,1.13.12.5,Oxidized Oplophorus luciferin,1.0,0.0
608,1.13.12.7,"3',5'-Cyclic AMP",1.0,0.0
609,1.13.12.7,D-Ribose 5-phosphate,1.0,0.0
610,1.13.12.7,Lipoate,1.0,0.0
611,1.13.12.7,Orthophosphate,1.0,0.0
612,1.13.12.7,Resveratrol,1.0,0.0
613,1.13.12.7,Tetradecanoic acid,1.0,0.0
614,1.13.12.7,Tos-Lys-CH2Cl,1.0,0.0
615,1.13.12.7,Tos-Phe-CH2Cl,1.0,0.0
616,1.13.12.7,dAMP,1.0,0.0
617,1.13.12.7,dATP,1.0,0.0
618,1.13.12.9,Anthranilate,1.0,0.0
619,1.13.12.9,Phenylacetic acid,1.0,0.0
620,1.13.12.9,Phenylpropanoate,1.0,0.0
621,1.13.99.1,"1,10-Phenanthroline",1.0,0.0
622,1.13.99.1,p-Chloromercuribenzoate,1.0,0.0
623,1.14.11.1,"3,4-Dihydroxybenzoate",1.0,0.0
624,1.14.11.2,"1,2,3-Trihydroxybenzene",1.0,0.0
625,1.14.11.2,"2,3-Dihydroxybenzoate",1.0,0.0
626,1.14.11.2,"2,5-Dihydroxybenzoate",1.0,0.0
627,1.14.11.2,2-Oxoadipate,2.0,0.0
628,1.14.11.2,2-Oxobutanoate,1.0,0.0
629,1.14.11.2,2-Oxopentanoic acid,1.0,0.0
630,1.14.11.2,"3,4-Dihydroxybenzoate",7.0,0.0
631,1.14.11.2,"3,4-Dihydroxymandelate",1.0,0.0
632,1.14.11.2,"3,4-Dihydroxyphenylacetate",2.0,0.0
633,1.14.11.2,"3,4-Dihydroxyphenylpropanoate",2.0,0.0
634,1.14.11.2,3-Hydroxybenzoate,1.0,0.0
635,1.14.11.2,4-Hydroxybenzoate,2.0,0.0
636,1.14.11.2,Adipate,1.0,0.0
637,1.14.11.2,Ascorbate,1.0,14.0
638,1.14.11.2,Benzoate,1.0,0.0
639,1.14.11.2,Caffeate,1.0,0.0
640,1.14.11.2,Catechol,1.0,0.0
641,1.14.11.2,Doxorubicin,2.0,0.0
642,1.14.11.2,Fe2+,2.0,0.0
643,1.14.11.2,Fumarate,5.0,0.0
644,1.14.11.2,Gallate,1.0,0.0
645,1.14.11.2,Glutarate,2.0,0.0
646,1.14.11.2,Hydroquinone,1.0,0.0
647,1.14.11.2,Isocitrate,1.0,0.0
648,1.14.11.2,Isonicotinic acid,1.0,0.0
649,1.14.11.2,"L-Galactono-1,4-lactone",1.0,0.0
650,1.14.11.2,Malate,1.0,0.0
651,1.14.11.2,Malonate,1.0,0.0
652,1.14.11.2,Nicotinate,1.0,0.0
653,1.14.11.2,Oxaloacetate,3.0,0.0
654,1.14.11.2,Phenylacetic acid,1.0,0.0
655,1.14.11.2,Phosphoribosyl-AMP,1.0,0.0
656,1.14.11.2,Phthalate,1.0,0.0
657,1.14.11.2,Picolinic acid,2.0,0.0
658,1.14.11.2,Pyruvate,3.0,0.0
659,1.14.11.2,Quinolinate,1.0,0.0
660,1.14.11.2,Resorcinol,1.0,0.0
661,1.14.11.2,Salicylate,1.0,0.0
662,1.14.11.2,Succinate,7.0,0.0
663,1.14.11.2,Terephthalate,1.0,0.0
664,1.14.11.2,Zinc cation,3.0,0.0
665,1.14.11.20,Succinate,1.0,0.0
666,1.14.11.22,Naringenin 7-O-beta-D-glucoside,1.0,0.0
667,1.14.11.26,Penicillin N,1.0,0.0
668,1.14.11.30,"3,4-Dihydroxybenzoate",1.0,0.0
669,1.14.11.31,Thebaine,1.0,0.0
670,1.14.11.32,Codeine,1.0,0.0
671,1.14.11.4,Catechol,1.0,0.0
672,1.14.11.4,Malaoxon,1.0,0.0
673,1.14.11.4,Malathion,1.0,0.0
674,1.14.11.6,Uracil,1.0,0.0
675,1.14.11.6,Uracil 5-carbaldehyde,1.0,0.0
676,1.14.11.7,2-Oxoadipate,1.0,0.0
677,1.14.11.7,2-Oxobutanoate,1.0,0.0
678,1.14.11.7,2-Oxopentanoic acid,1.0,0.0
679,1.14.11.7,Adipate,1.0,0.0
680,1.14.11.7,Benzoate,1.0,0.0
681,1.14.11.7,Glutarate,1.0,0.0
682,1.14.11.7,Malonate,1.0,0.0
683,1.14.11.7,Nicotinate,2.0,0.0
684,1.14.11.7,Oxaloacetate,1.0,0.0
685,1.14.11.7,Phthalate,1.0,0.0
686,1.14.11.7,Picolinic acid,1.0,0.0
687,1.14.11.7,Pyruvate,1.0,0.0
688,1.14.11.7,Quinolinate,1.0,0.0
689,1.14.11.7,Succinate,1.0,0.0
690,1.14.11.7,Terephthalate,1.0,0.0
691,1.14.12.17,CO,3.0,0.0
692,1.14.12.17,Clotrimazole,3.0,0.0
693,1.14.12.4,Nicotinate,1.0,0.0
694,1.14.12.5,Nicotinate,1.0,0.0
695,1.14.13.1,1-Hydroxy-2-naphthoate,1.0,0.0
696,1.14.13.1,Benzoate,1.0,0.0
697,1.14.13.1,Hydrochloric acid,2.0,0.0
698,1.14.13.100,"5alpha-Androstan-3beta,17beta-diol",1.0,0.0
699,1.14.13.100,Dehydroepiandrosterone,1.0,0.0
700,1.14.13.105,ATP,1.0,0.0
701,1.14.13.11,Psoralen,3.0,0.0
702,1.14.13.11,Xanthotoxin,3.0,0.0
703,1.14.13.114,Nicotinate,1.0,0.0
704,1.14.13.12,4-Nitrobenzoic acid,1.0,0.0
705,1.14.13.13,Aminoglutethimide,1.0,0.0
706,1.14.13.13,Vitamin D3,2.0,0.0
707,1.14.13.132,Epigallocatechin 3-gallate,2.0,0.0
708,1.14.13.132,Naftifine,3.0,0.0
709,1.14.13.132,Terbinafine,1.0,0.0
710,1.14.13.15,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane",1.0,0.0
711,1.14.13.165,N(omega)-Nitro-L-arginine,1.0,0.0
712,1.14.13.181,Doxorubicin,1.0,0.0
713,1.14.13.195,"L-2,4-Diaminobutanoate",1.0,0.0
714,1.14.13.196,NADH,1.0,0.0
715,1.14.13.196,NADPH,1.0,0.0
716,1.14.13.2,"3,4-Dihydroxybenzoate",1.0,1.0
717,1.14.13.2,4-Aminobenzoate,1.0,0.0
718,1.14.13.2,Benzoate,1.0,1.0
719,1.14.13.2,Epigallocatechin 3-gallate,1.0,0.0
720,1.14.13.2,Hydrobromic acid,1.0,0.0
721,1.14.13.2,Hydrochloric acid,2.0,0.0
722,1.14.13.2,Hydrofluoric acid,1.0,0.0
723,1.14.13.2,Hydroiodic acid,1.0,0.0
724,1.14.13.2,Orthophosphate,1.0,0.0
725,1.14.13.29,4-Nitrophenol,1.0,0.0
726,1.14.13.29,Chlorzoxazone,1.0,0.0
727,1.14.13.30,"(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate",1.0,0.0
728,1.14.13.31,"2,4-Dinitrophenol",1.0,0.0
729,1.14.13.33,Hydrochloric acid,1.0,0.0
730,1.14.13.39,Agmatine,1.0,0.0
731,1.14.13.39,Imidazole,1.0,0.0
732,1.14.13.39,N(omega)-Nitro-L-arginine,7.0,0.0
733,1.14.13.39,N(omega)-Nitro-L-arginine methyl ester,1.0,0.0
734,1.14.13.39,"NG,NG-Dimethyl-L-arginine",3.0,0.0
735,1.14.13.44,"Biphenyl-2,3-diol",1.0,0.0
736,1.14.13.7,3-Chlorophenol,1.0,0.0
737,1.14.13.7,4-Chlorophenol,1.0,0.0
738,1.14.13.7,Catechol,1.0,0.0
739,1.14.13.7,Hydrochloric acid,1.0,0.0
740,1.14.13.7,Phenol,13.0,0.0
741,1.14.13.7,Resorcinol,1.0,0.0
742,1.14.13.78,Paclobutrazol,2.0,0.0
743,1.14.13.8,Pargyline,1.0,0.0
744,1.14.13.8,Propranolol,1.0,0.0
745,1.14.13.9,4-Methyl-2-oxopentanoate,2.0,0.0
746,1.14.13.9,Hydrochloric acid,2.0,0.0
747,1.14.13.9,Pyridoxal,1.0,0.0
748,1.14.13.9,Pyridoxal phosphate,3.0,0.0
749,1.14.13.93,Uniconazole P,2.0,0.0
750,1.14.14.14,"19-Hydroxyandrost-4-ene-3,17-dione",2.0,0.0
751,1.14.14.14,"19-Oxoandrost-4-ene-3,17-dione",2.0,0.0
752,1.14.15.8,11-Deoxycorticosterone,1.0,0.0
753,1.14.15.8,11beta-Hydroxyprogesterone,1.0,0.0
754,1.14.15.8,16alpha-Hydroxyprogesterone,1.0,0.0
755,1.14.15.8,17alpha-Hydroxyprogesterone,1.0,0.0
756,1.14.15.8,19-Norandrostenedione,1.0,0.0
757,1.14.15.8,Nandrolone,1.0,0.0
758,1.14.16.1,"3,4-Dihydroxystyrene",2.0,0.0
759,1.14.16.1,Acetohydroxamic acid,1.0,0.0
760,1.14.16.1,Catechol,1.0,0.0
761,1.14.16.1,S-Carboxymethyl-L-cysteine,3.0,0.0
762,1.14.16.2,2-Hydroxyestradiol,4.0,0.0
763,1.14.16.2,Dopamine,3.0,0.0
764,1.14.16.2,Tetrahydrobiopterin,1.0,0.0
765,1.14.16.4,"1,10-Phenanthroline",2.0,0.0
766,1.14.16.4,Dopamine,3.0,0.0
767,1.14.17.1,2-Quinolinecarboxylic acid,1.0,0.0
768,1.14.17.1,4-Hydroxybenzaldehyde,1.0,0.0
769,1.14.17.1,Ascorbate,3.0,1.0
770,1.14.17.1,Hydralazine,1.0,0.0
771,1.14.17.1,Hydroquinone,2.0,0.0
772,1.14.17.1,N-Ethylaniline,1.0,0.0
773,1.14.17.1,Tyramine,29.0,0.0
774,1.14.17.3,Diethyldithiocarbamic acid,2.0,0.0
775,1.14.17.3,Disulfiram,2.0,0.0
776,1.14.17.3,Hippurate,4.0,0.0
777,1.14.17.3,Salicylhydroxamic acid,1.0,0.0
778,1.14.17.4,2-Amino-2-methylpropanoate,2.0,0.0
779,1.14.18.1,"2,5-Dihydroxybenzoate",1.0,0.0
780,1.14.18.1,2-Butenoate,1.0,0.0
781,1.14.18.1,2-Chlorophenol,1.0,0.0
782,1.14.18.1,"3,4-Dihydroxybenzoate",2.0,1.0
783,1.14.18.1,4-Aminobenzoate,4.0,0.0
784,1.14.18.1,4-Coumarate,1.0,0.0
785,1.14.18.1,4-Cresol,2.0,0.0
786,1.14.18.1,4-Hydroxybenzoate,5.0,0.0
787,1.14.18.1,4-Methylcatechol,3.0,1.0
788,1.14.18.1,4-Nitrophenol,2.0,0.0
789,1.14.18.1,6-Hydroxykaempferol,1.0,0.0
790,1.14.18.1,Ascorbate,14.0,1.0
791,1.14.18.1,Benzoate,5.0,0.0
792,1.14.18.1,CO,4.0,0.0
793,1.14.18.1,Cefazolin,1.0,0.0
794,1.14.18.1,Cinnamic acid,2.0,0.0
795,1.14.18.1,Diethyldithiocarbamic acid,8.0,0.0
796,1.14.18.1,EDTA,8.0,1.0
797,1.14.18.1,Glutathione,11.0,0.0
798,1.14.18.1,Hesperidin,1.0,0.0
799,1.14.18.1,Hexanoic acid,1.0,0.0
800,1.14.18.1,Hexestrol,1.0,0.0
801,1.14.18.1,Hydrochloric acid,2.0,0.0
802,1.14.18.1,Hydrogen cyanide,4.0,0.0
803,1.14.18.1,Hydroquinone,2.0,0.0
804,1.14.18.1,Kojic acid,6.0,0.0
805,1.14.18.1,Kurarinone,1.0,0.0
806,1.14.18.1,L-Glutamate,1.0,0.0
807,1.14.18.1,Mercaptoethanol,3.0,0.0
808,1.14.18.1,Nobiletin,1.0,0.0
809,1.14.18.1,Octanoic acid,1.0,0.0
810,1.14.18.1,Orcinol,2.0,0.0
811,1.14.18.1,Oxalate,1.0,0.0
812,1.14.18.1,Quinoline,2.0,0.0
813,1.14.18.1,Resorcinol,2.0,0.0
814,1.14.18.1,Salicylate,2.0,0.0
815,1.14.18.1,Salicylhydroxamic acid,2.0,0.0
816,1.14.18.1,Sodium chloride,1.0,0.0
817,1.14.18.1,Sodium cyanide,1.0,0.0
818,1.14.18.1,Sodium diethyldithiocarbamate,1.0,0.0
819,1.14.18.1,Sodium sulfate,2.0,0.0
820,1.14.18.1,Sulfanilamide,1.0,0.0
821,1.14.18.1,Syringic acid,1.0,0.0
822,1.14.18.1,Thiourea,3.0,0.0
823,1.14.18.1,Tropolone,9.0,0.0
824,1.14.18.1,beta-Thujaplicin,1.0,0.0
825,1.14.18.1,trans-3-Hydroxycinnamate,1.0,0.0
826,1.14.99.1,Indomethacin,1.0,0.0
827,1.14.99.29,Spermine,1.0,0.0
828,1.14.99.3,Zinc protoporphyrin-9,1.0,0.0
829,1.14.99.36,Curcumin,1.0,0.0
830,1.14.99.36,Luteolin,1.0,0.0
831,1.14.99.36,Phloretin,1.0,0.0
832,1.14.99.36,Rhamnetin,1.0,0.0
833,1.14.99.36,Zeaxanthin,1.0,0.0
834,1.14.99.39,Chloroethane,4.0,0.0
835,1.14.99.39,Ethylene,1.0,0.0
836,1.14.99.39,Methane,1.0,0.0
837,1.14.99.39,Methyl chloride,2.0,0.0
838,1.14.99.39,Methyl iodide,2.0,0.0
839,1.14.99.39,para-Anisidine,1.0,0.0
840,1.14.99.9,17alpha-Hydroxypregnenolone,4.0,0.0
841,1.14.99.9,Pregnenolone,1.0,0.0
842,1.14.99.9,Progesterone,1.0,0.0
843,1.14.99.B1,2-Deoxyecdysone,1.0,0.0
844,1.17.1.2,2-Propyn-1-ol,1.0,0.0
845,1.17.1.4,Alloxanthine,1.0,0.0
846,1.17.1.8,NADH,2.0,1.0
847,1.17.3.1,Hypoxanthine,1.0,0.0
848,1.17.3.1,Xanthine,1.0,0.0
849,1.17.3.2,"3',4',5'-O-Trimethyltricetin",1.0,0.0
850,1.17.3.2,"3,4-Dihydroxybenzaldehyde",1.0,0.0
851,1.17.3.2,Acacetin,1.0,0.0
852,1.17.3.2,Apigenin,1.0,1.0
853,1.17.3.2,Diosmetin,1.0,0.0
854,1.17.3.2,Luteolin,2.0,0.0
855,1.17.3.2,Quercetin,1.0,1.0
856,1.17.3.2,Thioguanine,2.0,0.0
857,1.17.3.2,Xanthine,1.0,0.0
858,1.17.4.1,ADP,4.0,1.0
859,1.17.4.1,CDP,4.0,0.0
860,1.17.4.1,GDP,4.0,0.0
861,1.17.4.1,Hydroxyurea,1.0,0.0
862,1.17.4.1,UDP,5.0,0.0
863,1.17.4.1,dATP,4.0,13.0
864,1.17.4.1,dGTP,4.0,28.0
865,1.17.4.4,Brodifacoum,8.0,0.0
866,1.17.4.4,Bromadiolone,8.0,0.0
867,1.17.4.4,Chlorophacinone,7.0,0.0
868,1.17.4.4,Coumachlor,2.0,0.0
869,1.17.4.4,Coumatetralyl,2.0,0.0
870,1.17.4.4,Difenacoum,14.0,0.0
871,1.17.4.4,Difethialone,5.0,0.0
872,1.17.4.4,Diphenadione,2.0,0.0
873,1.17.99.1,p-Hydroxybenzyl alcohol,2.0,0.0
874,1.18.1.2,Adenosine 2'-phosphate,1.0,0.0
875,1.18.1.2,Cadmium,2.0,0.0
876,1.18.1.2,Ferricyanide,2.0,0.0
877,1.2.1.10,ADP,1.0,0.0
878,1.2.1.10,AMP,1.0,0.0
879,1.2.1.10,ATP,1.0,0.0
880,1.2.1.10,Acetaldehyde,1.0,0.0
881,1.2.1.11,ADP,1.0,0.0
882,1.2.1.11,Phosphonic acid,1.0,0.0
883,1.2.1.12,6-Pentadecylsalicylic acid,2.0,0.0
884,1.2.1.12,NADH,1.0,0.0
885,1.2.1.13,3-Phospho-D-glyceroyl phosphate,1.0,3.0
886,1.2.1.13,Glyceraldehyde 3-phosphate,2.0,0.0
887,1.2.1.13,NADH,1.0,0.0
888,1.2.1.13,NADPH,1.0,3.0
889,1.2.1.15,Glyoxylate,1.0,0.0
890,1.2.1.15,Malonate,1.0,0.0
891,1.2.1.15,Succinate semialdehyde,1.0,0.0
892,1.2.1.16,Succinate semialdehyde,1.0,0.0
893,1.2.1.2,Carbonic acid,3.0,0.0
894,1.2.1.2,NADH,2.0,0.0
895,1.2.1.2,NADPH,1.0,0.0
896,1.2.1.21,Glycolaldehyde,3.0,0.0
897,1.2.1.21,Glycolate,3.0,0.0
898,1.2.1.21,Pyridoxine,1.0,1.0
899,1.2.1.24,NADH,2.0,0.0
900,1.2.1.27,NADH,1.0,0.0
901,1.2.1.28,2-Methylbenzaldehyde,1.0,0.0
902,1.2.1.28,2-Naphthaldehyde,1.0,0.0
903,1.2.1.28,3-Hydroxybenzaldehyde,1.0,0.0
904,1.2.1.28,3-Methylbenzaldehyde,1.0,0.0
905,1.2.1.28,4-Chlorobenzaldehyde,1.0,0.0
906,1.2.1.28,Aromatic aldehyde,1.0,0.0
907,1.2.1.28,Salicylaldehyde,1.0,0.0
908,1.2.1.28,p-Anisaldehyde,1.0,0.0
909,1.2.1.28,p-Tolualdehyde,1.0,0.0
910,1.2.1.3,Acetaldehyde,2.0,1.0
911,1.2.1.3,Aromatic aldehyde,2.0,0.0
912,1.2.1.3,Butanal,1.0,1.0
913,1.2.1.3,Caffeine,1.0,0.0
914,1.2.1.3,Chloral hydrate,1.0,0.0
915,1.2.1.3,D-Glyceraldehyde,1.0,0.0
916,1.2.1.3,Disulfiram,1.0,1.0
917,1.2.1.3,Formaldehyde,1.0,0.0
918,1.2.1.3,Methylglyoxal,2.0,0.0
919,1.2.1.3,NADH,1.0,1.0
920,1.2.1.3,Propanal,1.0,1.0
921,1.2.1.3,Theophylline,1.0,0.0
922,1.2.1.30,AMP,1.0,0.0
923,1.2.1.30,Anthranilate,1.0,0.0
924,1.2.1.31,L-Aspartate,1.0,0.0
925,1.2.1.31,L-Glutamate,1.0,0.0
926,1.2.1.31,L-Lysine,1.0,0.0
927,1.2.1.31,allo-Hydroxy-L-lysine,1.0,0.0
928,1.2.1.36,Acetaldehyde,2.0,0.0
929,1.2.1.36,Calcium cation,3.0,0.0
930,1.2.1.36,Chloral hydrate,2.0,0.0
931,1.2.1.36,Magnesium cation,3.0,0.0
932,1.2.1.36,Zinc cation,3.0,0.0
933,1.2.1.36,beta-Ionone,2.0,0.0
934,1.2.1.4,"1,10-Phenanthroline",1.0,0.0
935,1.2.1.4,1-Octanal,1.0,0.0
936,1.2.1.4,Butanal,1.0,0.0
937,1.2.1.4,Chloral hydrate,1.0,0.0
938,1.2.1.4,Decanal,1.0,0.0
939,1.2.1.4,EDTA,1.0,0.0
940,1.2.1.4,NADPH,2.0,0.0
941,1.2.1.4,p-Chloromercuribenzoate,1.0,0.0
942,1.2.1.41,NADPH,1.0,0.0
943,1.2.1.44,5-Hydroxyferuloyl-CoA,1.0,0.0
944,1.2.1.44,Feruloyl-CoA,3.0,0.0
945,1.2.1.44,Sinapoyl-CoA,1.0,0.0
946,1.2.1.46,1-Butanol,1.0,0.0
947,1.2.1.46,Acetaldehyde,1.0,0.0
948,1.2.1.46,Butanal,2.0,0.0
949,1.2.1.46,Dodecanoic acid,3.0,0.0
950,1.2.1.46,Ethanol,1.0,0.0
951,1.2.1.46,Fomepizole,1.0,0.0
952,1.2.1.46,Propanal,1.0,0.0
953,1.2.1.46,Propane-1-ol,1.0,0.0
954,1.2.1.5,Acetaldehyde,1.0,0.0
955,1.2.1.5,Chloral hydrate,2.0,0.0
956,1.2.1.5,Disulfiram,2.0,0.0
957,1.2.1.59,3-Phospho-D-glyceroyl phosphate,1.0,0.0
958,1.2.1.59,D-Glyceraldehyde 3-phosphate,2.0,0.0
959,1.2.1.59,NADPH,2.0,0.0
960,1.2.1.79,Succinate semialdehyde,1.0,0.0
961,1.2.1.8,3-Methylbutanal,1.0,0.0
962,1.2.1.8,AMP,2.0,0.0
963,1.2.1.8,Acetaldehyde,1.0,0.0
964,1.2.1.8,Aromatic aldehyde,1.0,0.0
965,1.2.1.8,Betaine aldehyde,1.0,0.0
966,1.2.1.8,Ethanolamine,1.0,0.0
967,1.2.1.8,Glyceraldehyde,1.0,0.0
968,1.2.1.8,NADH,1.0,0.0
969,1.2.1.8,NADPH,1.0,0.0
970,1.2.1.8,Phenylacetaldehyde,1.0,0.0
971,1.2.1.88,L-Glutamate,2.0,0.0
972,1.2.1.88,NADH,2.0,0.0
973,1.2.1.9,3-Phospho-D-glycerate,1.0,0.0
974,1.2.1.9,D-Glyceraldehyde 3-phosphate,3.0,0.0
975,1.2.1.9,DL-Glycerol 1-phosphate,1.0,0.0
976,1.2.1.9,Glutathione disulfide,1.0,0.0
977,1.2.1.9,Glyceraldehyde,1.0,0.0
978,1.2.1.9,Glycerol 2-phosphate,1.0,0.0
979,1.2.1.9,Hydroxylamine,3.0,0.0
980,1.2.1.9,sn-Glycerol 1-phosphate,1.0,0.0
981,1.2.3.1,"3,4-Dihydroxybenzaldehyde",1.0,0.0
982,1.2.3.1,Amsacrine,1.0,0.0
983,1.2.3.1,Benzamidine,1.0,0.0
984,1.2.3.1,Chlorpromazine,2.0,0.0
985,1.2.3.1,Clozapine,1.0,0.0
986,1.2.3.1,Estradiol-17beta,2.0,0.0
987,1.2.3.1,Ethynyl estradiol,2.0,0.0
988,1.2.3.1,Menadione,5.0,1.0
989,1.2.3.1,N-Hydroxy-2-acetamidofluorene,1.0,0.0
990,1.2.3.1,Quercetin,3.0,0.0
991,1.2.3.1,Quinolinate,1.0,0.0
992,1.2.3.1,Raloxifene,3.0,0.0
993,1.2.3.1,beta-Carboline,2.0,0.0
994,1.2.3.3,ADP,1.0,0.0
995,1.2.3.3,AMP,1.0,0.0
996,1.2.3.3,ATP,1.0,0.0
997,1.2.3.4,Acetate,1.0,0.0
998,1.2.3.4,Glycolate,1.0,0.0
999,1.2.3.4,Glyoxylate,1.0,0.0
1000,1.2.3.4,Malate,1.0,0.0
1001,1.2.3.4,Malonate,1.0,0.0
1002,1.2.3.4,Pyruvate,1.0,0.0
1003,1.2.3.5,Oxalate,1.0,0.0
1004,1.2.4.1,2-Oxobutanoate,1.0,0.0
1005,1.2.4.1,Acetyl-CoA,1.0,0.0
1006,1.2.4.1,Glyoxylate,3.0,0.0
1007,1.2.4.1,Hydroxypyruvate,2.0,0.0
1008,1.2.4.1,NADH,1.0,0.0
1009,1.2.4.1,Pyruvate,2.0,0.0
1010,1.2.4.2,Acetaldehyde,1.0,0.0
1011,1.2.4.2,Glyoxylate,3.0,0.0
1012,1.2.4.2,NADH,2.0,2.0
1013,1.2.4.2,Succinyl-CoA,2.0,0.0
1014,1.2.4.2,Terephthalate,1.0,0.0
1015,1.2.4.2,Zinc cation,1.0,0.0
1016,1.2.4.4,3-Methylbutanoyl-CoA,3.0,0.0
1017,1.2.4.4,NADH,3.0,0.0
1018,1.2.5.2,Butanal,1.0,0.0
1019,1.2.5.2,Propanal,1.0,0.0
1020,1.2.7.1,Nitrite,1.0,0.0
1021,1.2.98.1,Mercury(2+),1.0,0.0
1022,1.2.98.1,Semicarbazide,1.0,0.0
1023,1.2.99.2,Butanoyl-CoA,1.0,0.0
1024,1.2.99.2,CO,3.0,0.0
1025,1.2.99.2,CoA,2.0,0.0
